MODEL,DATE,HR_NAME,HR_ID,ET_MEAN,ET_MEDIAN,ET_PCT25,ET_PCT75,ET_STDDEV,PIXEL_COUNT
EEMETRIC,2012-10-01,California Islands,0,30.7248,29,23.0,40,12.8769,109
EEMETRIC,2012-10-01,Central Coast,3,42.923,40,20.0,62,28.1035,2595060
EEMETRIC,2012-10-01,Colorado River,10,86.167,85,48.4967,123,46.1797,2618866
EEMETRIC,2012-10-01,North Coast,1,41.9684,41,24.0,59,23.5832,1798620
EEMETRIC,2012-10-01,North Lahontan,8,35.347,31,14.0,54,25.993,747734
EEMETRIC,2012-10-01,Sacramento River,5,55.2555,58,31.0,78,28.279,9974276
EEMETRIC,2012-10-01,San Francisco Bay,2,36.3369,36,22.0,49,19.4165,579681
EEMETRIC,2012-10-01,San Joaquin River,6,58.3049,61,34.0,81,29.176,8972514
EEMETRIC,2012-10-01,South Coast,4,58.9929,61,33.0,82,31.7693,941224
EEMETRIC,2012-10-01,South Lahontan,9,57.5577,48,21.0,88,43.5943,334858
EEMETRIC,2012-10-01,Tulare Lake,7,60.1295,63,33.0,86,31.358,13992188
