MODEL,DATE,HR_NAME,HR_ID,ET_MEAN,ET_MEDIAN,ET_PCT25,ET_PCT75,ET_STDDEV,PIXEL_COUNT
EEMETRIC,2022-12-01,California Islands,0,21.9508,20,17,27,7.6703,61
EEMETRIC,2022-12-01,Central Coast,3,16.6032,16,8,24,10.2933,2730360
EEMETRIC,2022-12-01,Colorado River,10,25.9512,25,10,41,17.5001,2621250
EEMETRIC,2022-12-01,North Coast,1,9.5519,7,4,13,8.2243,1617324
EEMETRIC,2022-12-01,North Lahontan,8,2.5129,1,0,3,3.9235,581435
EEMETRIC,2022-12-01,Sacramento River,5,11.8746,12,6,17,7.3651,9696773
EEMETRIC,2022-12-01,San Francisco Bay,2,6.7254,5,2,10,5.7714,595880
EEMETRIC,2022-12-01,San Joaquin River,6,11.6309,11,6,16,6.7995,9308507
EEMETRIC,2022-12-01,South Coast,4,21.5049,21,11,31,13.1774,941522
EEMETRIC,2022-12-01,South Lahontan,9,11.539,9,3,17,10.5685,335734
EEMETRIC,2022-12-01,Tulare Lake,7,14.1121,13,9,19,7.6918,14190326
