MODEL,DATE,HR_NAME,HR_ID,ET_MEAN,ET_MEDIAN,ET_PCT25,ET_PCT75,ET_STDDEV,PIXEL_COUNT
EEMETRIC,2018-07-01,California Islands,0,65.7478,65.0,52.0,77.0,17.6767,115
EEMETRIC,2018-07-01,Central Coast,3,100.7482,104.497,62.5037,138.4993,48.9983,2710592
EEMETRIC,2018-07-01,Colorado River,10,128.8016,126.5053,64.4973,190.5008,74.9226,2621250
EEMETRIC,2018-07-01,North Coast,1,121.425,126.0,73.0,170.4922,57.7229,1897955
EEMETRIC,2018-07-01,North Lahontan,8,134.3401,149.0,90.0,181.0,58.9988,763211
EEMETRIC,2018-07-01,Sacramento River,5,133.5189,138.4996,82.5021,190.5069,64.3565,9997265
EEMETRIC,2018-07-01,San Francisco Bay,2,81.4046,81.0,60.0,103.0,32.3182,588669
EEMETRIC,2018-07-01,San Joaquin River,6,167.8505,178.5002,114.5024,222.5002,69.5976,9311814
EEMETRIC,2018-07-01,South Coast,4,119.9611,123.0,87.0,154.0,50.0611,941046
EEMETRIC,2018-07-01,South Lahontan,9,113.1001,123.0,17.0,187.0,88.9611,335871
EEMETRIC,2018-07-01,Tulare Lake,7,148.0624,152.5023,80.499,214.5001,80.4667,14214085
