MODEL,DATE,HR_NAME,HR_ID,ET_MEAN,ET_MEDIAN,ET_PCT25,ET_PCT75,ET_STDDEV,PIXEL_COUNT
EEMETRIC,2024-07-01,California Islands,0,64.6087,64.0,53.0,77.0,14.0197,115
EEMETRIC,2024-07-01,Central Coast,3,102.9208,105.0,74.0,132.0,42.4245,2717242
EEMETRIC,2024-07-01,Colorado River,10,168.579,164.5023,102.0,236.5008,83.2698,2621250
EEMETRIC,2024-07-01,North Coast,1,121.8746,119.0,75.0,170.5025,57.6084,1897505
EEMETRIC,2024-07-01,North Lahontan,8,133.0731,144.0,87.0,179.0,57.1826,763211
EEMETRIC,2024-07-01,Sacramento River,5,135.3013,136.4981,78.4973,194.5024,65.7488,9997270
EEMETRIC,2024-07-01,San Francisco Bay,2,74.9009,74.0,52.0,96.0,33.1573,596146
EEMETRIC,2024-07-01,San Joaquin River,6,163.5452,172.5043,114.5022,214.5011,65.2549,9311817
EEMETRIC,2024-07-01,South Coast,4,126.3852,125.0,97.0,157.0,44.2629,941704
EEMETRIC,2024-07-01,South Lahontan,9,121.7937,133.0,34.0,196.0,86.4305,335871
EEMETRIC,2024-07-01,Tulare Lake,7,158.7674,166.4987,88.5006,228.5008,82.7552,14214085
