MODEL,DATE,Basin_Subb,Basin_Numb,Basin_Name,Basin_Su_1,ET_MEAN,ET_MEDIAN,ET_PCT25,ET_PCT75,ET_STDDEV,PIXEL_COUNT
EEMETRIC,2003-10-01,4-005,4-005,ACTON VALLEY,ACTON VALLEY,26.211,24.0,11.0,39.0,18.9732,37173
EEMETRIC,2003-10-01,6-010,6-010,ADOBE LAKE VALLEY,ADOBE LAKE VALLEY,6.173,3.0,2.0,6.0,10.9246,179273
EEMETRIC,2003-10-01,1-054.01,1-054,ALEXANDER VALLEY,ALEXANDER VALLEY - ALEXANDER AREA,42.5463,39.0,25.0,56.0,23.9981,110099
EEMETRIC,2003-10-01,1-054.02,1-054,ALEXANDER VALLEY,ALEXANDER VALLEY - CLOVERDALE AREA,25.3352,22.0,11.0,35.0,19.5137,29366
EEMETRIC,2003-10-01,5-002.01,5-002,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,28.016,19.0,6.0,44.0,27.3964,513210
EEMETRIC,2003-10-01,5-002.02,5-002,ALTURAS AREA,ALTURAS AREA - WARM SPRINGS VALLEY,19.3552,12.0,3.0,28.0,21.1908,305817
EEMETRIC,2003-10-01,5-010,5-010,AMERICAN VALLEY,AMERICAN VALLEY,69.3163,67.0,45.0,91.0,31.3874,30572
EEMETRIC,2003-10-01,7-016,7-016,AMES VALLEY,AMES VALLEY,6.2354,3.0,1.0,8.0,9.0102,487562
EEMETRIC,2003-10-01,7-034,7-034,AMOS VALLEY,AMOS VALLEY,1.4307,0.0,0.0,2.0,3.3655,584286
EEMETRIC,2003-10-01,1-019,1-019,ANDERSON VALLEY,ANDERSON VALLEY,42.7147,35.0,18.0,60.0,32.7911,22366
EEMETRIC,2003-10-01,1-049,1-049,ANNAPOLIS OHLSON RANCH FORMATION HIGHLANDS,ANNAPOLIS OHLSON RANCH FORMATION HIGHLANDS,30.555,27.0,11.0,44.0,24.9096,38900
EEMETRIC,2003-10-01,5-091,5-091,ANTELOPE CREEK,ANTELOPE CREEK,8.3011,7.0,2.0,12.0,7.3909,9175
EEMETRIC,2003-10-01,6-044,6-044,ANTELOPE VALLEY,ANTELOPE VALLEY,13.1021,7.0,2.0,16.0,19.2598,4540328
EEMETRIC,2003-10-01,6-007,6-007,ANTELOPE VALLEY,ANTELOPE VALLEY,40.2677,33.0,6.0,72.0,35.0115,89741
EEMETRIC,2003-10-01,3-034,3-034,ARROYO DE LA CRUZ VALLEY,ARROYO DE LA CRUZ VALLEY,86.6035,85.0,67.0,107.0,28.6933,3546
EEMETRIC,2003-10-01,2-031,2-031,ARROYO DEL HAMBRE VALLEY,ARROYO DEL HAMBRE VALLEY,55.2237,49.0,33.0,76.0,26.6946,3446
EEMETRIC,2003-10-01,4-007,4-007,ARROYO SANTA ROSA VALLEY,ARROYO SANTA ROSA VALLEY,65.9259,65.0,49.0,83.0,22.8851,17646
EEMETRIC,2003-10-01,7-037,7-037,ARROYO SECO VALLEY,ARROYO SECO VALLEY,7.4392,5.0,1.0,10.0,10.7967,1152313
EEMETRIC,2003-10-01,5-054,5-054,ASH VALLEY,ASH VALLEY,27.6891,22.0,12.0,38.0,21.2909,27015
EEMETRIC,2003-10-01,6-026,6-026,AVAWATZ VALLEY,AVAWATZ VALLEY,7.6165,5.0,1.0,10.0,9.7146,124166
EEMETRIC,2003-10-01,3-020,3-020,A�O NUEVO AREA,A�O NUEVO AREA,68.9065,69.0,52.0,85.0,20.9764,7629
EEMETRIC,2003-10-01,9-022,9-022,BATIQUITOS LAGOON VALLEY,BATIQUITOS LAGOON VALLEY,68.467,69.0,55.0,81.0,19.1012,3334
EEMETRIC,2003-10-01,8-009,8-009,BEAR VALLEY,BEAR VALLEY,58.226,60.0,38.0,76.0,28.0677,85956
EEMETRIC,2003-10-01,5-064,5-064,BEAR VALLEY,BEAR VALLEY,4.9445,2.0,1.0,6.0,8.2849,40934
EEMETRIC,2003-10-01,5-020,5-020,BERRYESSA VALLEY,BERRYESSA VALLEY,33.654,28.0,14.0,44.0,27.6712,6191
EEMETRIC,2003-10-01,7-015,7-015,BESSEMER VALLEY,BESSEMER VALLEY,7.1723,4.0,2.0,8.0,11.6153,175679
EEMETRIC,2003-10-01,6-025,6-025,BICYCLE VALLEY,BICYCLE VALLEY,18.1699,8.0,2.0,25.0,24.0387,402232
EEMETRIC,2003-10-01,1-027,1-027,BIG LAGOON AREA,BIG LAGOON AREA,60.6777,39.0,29.0,90.0,43.9224,57764
EEMETRIC,2003-10-01,8-007,8-007,BIG MEADOWS VALLEY,BIG MEADOWS VALLEY,49.4323,47.0,35.0,61.0,21.7419,63685
EEMETRIC,2003-10-01,1-045,1-045,BIG RIVER VALLEY,BIG RIVER VALLEY,104.6013,110.0,78.0,137.0,39.9484,7572
EEMETRIC,2003-10-01,3-047,3-047,BIG SPRING AREA,BIG SPRING AREA,3.0215,3.0,0.0,4.0,3.8253,32897
EEMETRIC,2003-10-01,5-015,5-015,BIG VALLEY,BIG VALLEY,36.9291,32.0,14.0,55.0,27.5832,108957
EEMETRIC,2003-10-01,5-004,5-004,BIG VALLEY,BIG VALLEY,22.6584,16.0,4.0,36.0,22.1681,413987
EEMETRIC,2003-10-01,3-030,3-030,BITTER WATER VALLEY,BITTER WATER VALLEY,4.7342,1.0,0.0,5.0,8.7407,144867
EEMETRIC,2003-10-01,6-013,6-013,BLACK SPRINGS VALLEY,BLACK SPRINGS VALLEY,4.1856,2.0,1.0,7.0,4.9483,138327
EEMETRIC,2003-10-01,5-092,5-092,BLANCHARD VALLEY,BLANCHARD VALLEY,4.4737,1.0,0.0,5.0,7.729,9994
EEMETRIC,2003-10-01,1-057,1-057,BODEGA BAY AREA,BODEGA BAY AREA,58.8937,59.0,44.0,73.0,22.727,9286
EEMETRIC,2003-10-01,7-024.01,7-024,BORREGO VALLEY,BORREGO VALLEY - BORREGO SPRINGS,5.5737,0.0,0.0,2.0,19.0708,282155
EEMETRIC,2003-10-01,7-024.02,7-024,BORREGO VALLEY,BORREGO VALLEY - OCOTILLO WELLS,1.3811,0.0,0.0,1.0,4.1097,405078
EEMETRIC,2003-10-01,1-039,1-039,BRANSCOMB TOWN AREA,BRANSCOMB TOWN AREA,58.0679,51.0,26.0,82.0,38.5116,6201
EEMETRIC,2003-10-01,1-017,1-017,BRAY TOWN AREA,BRAY TOWN AREA,23.9338,23.0,15.0,30.0,14.2914,36119
EEMETRIC,2003-10-01,6-008,6-008,BRIDGEPORT VALLEY,BRIDGEPORT VALLEY,31.1209,26.0,13.0,45.0,22.7924,146102
EEMETRIC,2003-10-01,7-008,7-008,BRISTOL VALLEY,BRISTOL VALLEY,3.9535,1.0,0.0,4.0,11.8201,2233491
EEMETRIC,2003-10-01,5-080,5-080,BRITE VALLEY,BRITE VALLEY,28.8903,25.0,12.0,40.0,22.1658,14244
