MODEL,DATE,HR_NAME,HR_ID,ET_MEAN,ET_MEDIAN,ET_PCT25,ET_PCT75,ET_STDDEV,PIXEL_COUNT
DISALEXI,2014-05-01,California Islands,0,129.2089,132.0,97.0,164.0,46.6719,98044
DISALEXI,2014-05-01,Central Coast,3,72.193,68.5019,20.4939,112.4981,54.5353,31690735
DISALEXI,2014-05-01,Colorado River,10,17.3885,2.4375,0.1568,14.4806,35.6103,55605116
DISALEXI,2014-05-01,North Coast,1,122.0897,130.5028,92.5035,156.4985,44.5894,53795511
DISALEXI,2014-05-01,North Lahontan,8,63.7585,60.5001,30.501,90.4977,41.5568,16073157
DISALEXI,2014-05-01,Sacramento River,5,99.7879,100.5006,62.5009,136.4981,49.022,76519154
DISALEXI,2014-05-01,San Francisco Bay,2,92.07,86.4967,50.5035,130.499,54.797,11067567
DISALEXI,2014-05-01,San Joaquin River,6,85.8942,86.4985,42.5057,126.4991,54.4423,40437671
DISALEXI,2014-05-01,South Coast,4,74.2744,72.4988,40.5022,104.4975,42.8139,30876411
DISALEXI,2014-05-01,South Lahontan,9,18.2282,4.4565,0.2459,22.4892,29.3447,75147567
DISALEXI,2014-05-01,Tulare Lake,7,67.723,60.5003,12.488,110.4993,57.4557,46068655
