MODEL,DATE,HR_NAME,HR_ID,ET_MEAN,ET_MEDIAN,ET_PCT25,ET_PCT75,ET_STDDEV,PIXEL_COUNT
DISALEXI,2010-07-01,California Islands,0,167.6195,170.0,131.0,205.0,50.7747,90840
DISALEXI,2010-07-01,Central Coast,3,95.3454,92.4995,48.5007,138.4968,59.9213,31664093
DISALEXI,2010-07-01,Colorado River,10,30.381,14.4862,2.4824,38.4903,40.8293,55619358
DISALEXI,2010-07-01,North Coast,1,151.4569,160.5018,106.502,204.5016,64.7814,53999004
DISALEXI,2010-07-01,North Lahontan,8,54.6019,48.499,16.4984,82.4963,43.4261,16850193
DISALEXI,2010-07-01,Sacramento River,5,121.5383,118.499,72.5019,168.4976,63.0571,77060502
DISALEXI,2010-07-01,San Francisco Bay,2,106.1505,96.4966,64.5025,146.4992,54.6776,11043547
DISALEXI,2010-07-01,San Joaquin River,6,107.7424,104.4975,58.5027,154.4986,62.2766,42757142
DISALEXI,2010-07-01,South Coast,4,104.1746,104.5013,72.5042,134.4977,45.8322,30787728
DISALEXI,2010-07-01,South Lahontan,9,23.3012,10.4869,0.173,30.4892,32.3796,75922232
DISALEXI,2010-07-01,Tulare Lake,7,93.6826,84.4986,34.4996,146.499,67.4382,47378826
