MODEL,DATE,HR_NAME,HR_ID,ET_MEAN,ET_MEDIAN,ET_PCT25,ET_PCT75,ET_STDDEV,PIXEL_COUNT
DISALEXI,2011-06-01,California Islands,0,157.1546,159.0,134.0,182.0,35.4188,90866
DISALEXI,2011-06-01,Central Coast,3,93.1612,92.4994,54.502,130.4979,51.53,31681657
DISALEXI,2011-06-01,Colorado River,10,20.1165,2.4305,0.134,20.4901,39.2906,55602182
DISALEXI,2011-06-01,North Coast,1,132.4037,138.5019,100.5042,168.4982,46.6476,51433740
DISALEXI,2011-06-01,North Lahontan,8,85.2311,80.4988,56.5026,110.497,39.0818,15344167
DISALEXI,2011-06-01,Sacramento River,5,111.6362,110.4988,80.5019,144.4983,42.8579,73443887
DISALEXI,2011-06-01,San Francisco Bay,2,105.7955,100.497,72.5002,138.4976,44.1193,11006521
DISALEXI,2011-06-01,San Joaquin River,6,106.4757,106.5011,66.5021,146.498,51.7275,38680573
DISALEXI,2011-06-01,South Coast,4,102.2484,100.497,70.5033,134.4964,44.3851,30798596
DISALEXI,2011-06-01,South Lahontan,9,21.7112,6.4728,0.1836,28.4921,33.3148,75153469
DISALEXI,2011-06-01,Tulare Lake,7,90.5193,86.4991,44.5009,134.5,57.5389,45311519
