MODEL,DATE,HR_NAME,HR_ID,ET_MEAN,ET_MEDIAN,ET_PCT25,ET_PCT75,ET_STDDEV,PIXEL_COUNT
DISALEXI,2025-04-01,California Islands,0,114.0545,118.0,85.0,146.0,40.9775,98044
DISALEXI,2025-04-01,Central Coast,3,82.8909,83.0,58.0,108.0,35.5518,31674488
DISALEXI,2025-04-01,Colorado River,10,24.7054,12.4897,2.4451,32.4891,33.3047,55635192
DISALEXI,2025-04-01,North Coast,1,98.448,101.0,78.5023,120.4973,29.3886,49757208
DISALEXI,2025-04-01,North Lahontan,8,60.4854,57.0,40.0,78.0,29.8282,12324672
DISALEXI,2025-04-01,Sacramento River,5,89.8212,88.4991,66.5036,112.4958,30.7978,67763217
DISALEXI,2025-04-01,San Francisco Bay,2,87.8017,87.0,63.0,113.0,32.1985,10850926
DISALEXI,2025-04-01,San Joaquin River,6,90.7428,92.5005,68.5035,116.4954,36.1266,35925212
DISALEXI,2025-04-01,South Coast,4,78.7307,76.499,56.5046,100.4957,31.6648,30676786
DISALEXI,2025-04-01,South Lahontan,9,29.1568,20.491,8.4983,40.4914,29.2197,73548432
DISALEXI,2025-04-01,Tulare Lake,7,73.0721,70.4984,38.5028,106.4985,42.9525,42727726
