MODEL,DATE,HR_NAME,HR_ID,ET_MEAN,ET_MEDIAN,ET_PCT25,ET_PCT75,ET_STDDEV,PIXEL_COUNT
FILLED,2022-03-01,California Islands,0,64.3093,65.0,53.0,77.0,17.9237,296102
FILLED,2022-03-01,Central Coast,3,55.4859,57.0,40.0,73.0,22.8177,32371161
FILLED,2022-03-01,Colorado River,10,22.8926,12.0,7.0,24.0,31.0118,56934094
FILLED,2022-03-01,North Coast,1,58.5828,62.0,48.0,73.0,18.9975,55741104
FILLED,2022-03-01,North Lahontan,8,36.9096,36.0,22.0,50.0,20.6198,17545486
FILLED,2022-03-01,Sacramento River,5,56.6723,59.0,44.0,72.0,21.3856,78301288
FILLED,2022-03-01,San Francisco Bay,2,61.3293,65.0,45.0,79.0,22.2963,12945670
FILLED,2022-03-01,San Joaquin River,6,50.6593,53.0,35.0,68.0,26.0517,43990553
FILLED,2022-03-01,South Coast,4,59.219,59.0,43.0,76.0,22.5881,31349402
FILLED,2022-03-01,South Lahontan,9,17.9219,14.4825,6.5058,22.4793,15.7479,76670216
FILLED,2022-03-01,Tulare Lake,7,48.6817,48.0,27.0,70.0,28.0062,48459785
