MODEL,DATE,HR_NAME,HR_ID,ET_MEAN,ET_MEDIAN,ET_PCT25,ET_PCT75,ET_STDDEV,PIXEL_COUNT
FILLED,2019-04-01,California Islands,0,75.9915,77.0,62.0,91.0,19.9655,296102
FILLED,2019-04-01,Central Coast,3,86.1275,90.0,71.0,104.0,23.446,32371161
FILLED,2019-04-01,Colorado River,10,29.5346,16.4867,6.4907,34.491,40.2059,56934094
FILLED,2019-04-01,North Coast,1,88.7517,94.0,76.0,106.0,23.6737,55741104
FILLED,2019-04-01,North Lahontan,8,58.3501,57.0,37.0,78.0,29.0529,17545486
FILLED,2019-04-01,Sacramento River,5,82.5341,85.0,67.0,102.0,26.8939,78301288
FILLED,2019-04-01,San Francisco Bay,2,91.7644,100.0,76.0,113.0,28.769,12945676
FILLED,2019-04-01,San Joaquin River,6,79.6605,88.0,59.0,105.0,35.6196,43990553
FILLED,2019-04-01,South Coast,4,78.2622,80.0,56.0,101.0,29.1595,31349402
FILLED,2019-04-01,South Lahontan,9,30.5968,26.495,14.4976,40.488,23.0978,76670216
FILLED,2019-04-01,Tulare Lake,7,69.9417,70.0,41.0,98.0,36.4603,48459785
