MODEL,DATE,HR_NAME,HR_ID,ET_MEAN,ET_MEDIAN,ET_PCT25,ET_PCT75,ET_STDDEV,PIXEL_COUNT
FILLED,2011-07-01,California Islands,0,130632.7676,82.0,65.0,100.0,16743242.3402,296092
FILLED,2011-07-01,Central Coast,3,79.5652,80.0,38.0,120.0,48.8884,32371004
FILLED,2011-07-01,Colorado River,10,24.2065,6.4599,2.3994,22.4864,46.6213,56934094
FILLED,2011-07-01,North Coast,1,141.9009,157.0,118.0,176.0,45.4863,55741035
FILLED,2011-07-01,North Lahontan,8,80.3402,73.0,42.0,112.0,49.0411,17545486
FILLED,2011-07-01,Sacramento River,5,122.3474,130.5005,82.5004,166.5001,54.1889,78301288
FILLED,2011-07-01,San Francisco Bay,2,106.9933,110.0,69.0,145.0,46.8304,12944313
FILLED,2011-07-01,San Joaquin River,6,103.2657,106.5001,48.5003,156.501,62.0898,43990553
FILLED,2011-07-01,South Coast,4,96.6198,94.4988,66.5045,126.4979,41.8454,31349259
FILLED,2011-07-01,South Lahontan,9,18.2334,8.4771,2.4647,20.4813,27.4286,76670216
FILLED,2011-07-01,Tulare Lake,7,89.3652,78.4994,28.4952,144.4992,66.7228,48459785
