MODEL,DATE,HR_NAME,HR_ID,ET_MEAN,ET_MEDIAN,ET_PCT25,ET_PCT75,ET_STDDEV,PIXEL_COUNT
FILLED,2022-09-01,California Islands,0,76.0777,77.0,62.0,90.0,21.2596,296102
FILLED,2022-09-01,Central Coast,3,52.6826,51.0,24.0,78.0,32.6992,32371161
FILLED,2022-09-01,Colorado River,10,22.3007,10.4787,4.4618,26.487,33.0672,56934094
FILLED,2022-09-01,North Coast,1,79.8792,87.0,59.0,104.0,31.3196,55741104
FILLED,2022-09-01,North Lahontan,8,45.922,37.0,18.0,69.0,34.6698,17545486
FILLED,2022-09-01,Sacramento River,5,64.5659,65.0,33.0,93.0,36.1173,78301288
FILLED,2022-09-01,San Francisco Bay,2,63.7577,60.0,32.0,96.0,38.3618,12945587
FILLED,2022-09-01,San Joaquin River,6,57.6218,55.0,23.0,88.0,39.8391,43990553
FILLED,2022-09-01,South Coast,4,66.4669,65.0,46.0,87.0,28.5183,31349402
FILLED,2022-09-01,South Lahontan,9,19.7663,13.0,5.0,27.0,21.0026,76670216
FILLED,2022-09-01,Tulare Lake,7,53.7602,46.0,18.0,84.0,40.4967,48459785
