MODEL,DATE,HR_NAME,HR_ID,ET_MEAN,ET_MEDIAN,ET_PCT25,ET_PCT75,ET_STDDEV,PIXEL_COUNT
FILLED,2015-09-01,California Islands,0,60.4279,57,43,72,319.1735,296102
FILLED,2015-09-01,Central Coast,3,45.5558,43,17,71,31.8479,32371161
FILLED,2015-09-01,Colorado River,10,18.1255,7,2,19,30.9508,56934094
FILLED,2015-09-01,North Coast,1,82.4985,89,65,105,30.8874,55741104
FILLED,2015-09-01,North Lahontan,8,44.1246,36,18,66,32.3772,17545486
FILLED,2015-09-01,Sacramento River,5,64.5608,69,36,91,33.6041,78301288
FILLED,2015-09-01,San Francisco Bay,2,58.8412,55,27,89,36.9626,12945668
FILLED,2015-09-01,San Joaquin River,6,54.9814,53,21,85,37.7818,43990553
FILLED,2015-09-01,South Coast,4,61.9945,60,41,82,28.6697,31349402
FILLED,2015-09-01,South Lahontan,9,14.8074,9,3,18,18.5461,76670216
FILLED,2015-09-01,Tulare Lake,7,47.766,37,12,76,40.8583,48459785
