MODEL,DATE,HR_NAME,HR_ID,ET_MEAN,ET_MEDIAN,ET_PCT25,ET_PCT75,ET_STDDEV,PIXEL_COUNT
FILLED,2013-10-01,California Islands,0,65.7852,47,34,60,794.3498,296102
FILLED,2013-10-01,Central Coast,3,29.4774,27,7,48,23.5936,32371161
FILLED,2013-10-01,Colorado River,10,12.5575,4,1,13,22.8654,56934094
FILLED,2013-10-01,North Coast,1,56.6335,60,44,71,20.9119,55741104
FILLED,2013-10-01,North Lahontan,8,30.3494,27,14,44,19.9861,17545486
FILLED,2013-10-01,Sacramento River,5,46.3379,49,28,65,23.2278,78301288
FILLED,2013-10-01,San Francisco Bay,2,42.3231,41,21,63,25.4532,12945677
FILLED,2013-10-01,San Joaquin River,6,36.874,36,14,57,25.5908,43990553
FILLED,2013-10-01,South Coast,4,40.7204,40,25,55,20.7312,31349402
FILLED,2013-10-01,South Lahontan,9,10.2045,6,2,13,12.4378,76670216
FILLED,2013-10-01,Tulare Lake,7,29.8387,24,6,50,26.0226,48459785
