MODEL,DATE,HR_NAME,HR_ID,ET_MEAN,ET_MEDIAN,ET_PCT25,ET_PCT75,ET_STDDEV,PIXEL_COUNT
EEMETRIC,2019-03-01,California Islands,0,52.3417,51.0,24.0,77.0,33.5303,247207
EEMETRIC,2019-03-01,Central Coast,3,50.2904,51.0,29.0,71.0,27.2619,32095838
EEMETRIC,2019-03-01,Colorado River,10,22.6316,10.4827,2.4506,30.4893,30.3267,56558269
EEMETRIC,2019-03-01,North Coast,1,38.1062,33.0,13.0,60.0,28.782,54835198
EEMETRIC,2019-03-01,North Lahontan,8,19.5803,14.0,8.0,26.0,17.1944,15939708
EEMETRIC,2019-03-01,Sacramento River,5,28.2845,24.0,8.0,45.0,22.7874,77008412
EEMETRIC,2019-03-01,San Francisco Bay,2,29.6035,25.0,11.0,46.0,23.3845,12850045
EEMETRIC,2019-03-01,San Joaquin River,6,35.4033,31.0,13.0,54.0,26.0955,41887178
EEMETRIC,2019-03-01,South Coast,4,46.7724,42.0,19.0,71.0,32.4236,29698653
EEMETRIC,2019-03-01,South Lahontan,9,20.6384,12.4894,4.497,28.4889,23.6649,72683226
EEMETRIC,2019-03-01,Tulare Lake,7,41.5971,39.0,20.0,61.0,26.6093,45774822
