MODEL,DATE,HR_NAME,HR_ID,ET_MEAN,ET_MEDIAN,ET_PCT25,ET_PCT75,ET_STDDEV,PIXEL_COUNT
EEMETRIC,2008-03-01,California Islands,0,49.1822,47.0,22.0,73.0,32.9572,248000
EEMETRIC,2008-03-01,Central Coast,3,49.9677,49.0,24.0,73.0,31.6074,32323994
EEMETRIC,2008-03-01,Colorado River,10,18.121,6.4813,0.2947,18.4809,30.367,56730762
EEMETRIC,2008-03-01,North Coast,1,43.8381,40.0,14.0,69.0,33.364,54784194
EEMETRIC,2008-03-01,North Lahontan,8,22.9313,18.0,9.0,31.0,19.7267,17146793
EEMETRIC,2008-03-01,Sacramento River,5,39.3452,34.0,15.0,58.0,29.066,77858314
EEMETRIC,2008-03-01,San Francisco Bay,2,42.6719,38.0,20.0,63.0,28.4393,12905151
EEMETRIC,2008-03-01,San Joaquin River,6,46.8591,43.0,23.0,68.0,30.0322,43055795
EEMETRIC,2008-03-01,South Coast,4,55.5083,52.0,31.0,78.0,33.0062,30885192
EEMETRIC,2008-03-01,South Lahontan,9,13.3629,6.4784,0.3135,18.4838,18.9708,74497811
EEMETRIC,2008-03-01,Tulare Lake,7,46.9216,41.0,21.0,69.0,32.7093,46788350
