MODEL,DATE,HR_NAME,HR_ID,ET_MEAN,ET_MEDIAN,ET_PCT25,ET_PCT75,ET_STDDEV,PIXEL_COUNT
EEMETRIC,2014-10-01,California Islands,0,27.8625,25.0,14.0,40.0,18.9391,247104
EEMETRIC,2014-10-01,Central Coast,3,24.2038,16.0,4.0,37.0,25.7398,32349531
EEMETRIC,2014-10-01,Colorado River,10,16.0244,6.4772,0.2945,18.4824,25.15,56894754
EEMETRIC,2014-10-01,North Coast,1,50.3993,46.0,24.0,74.0,32.023,55652039
EEMETRIC,2014-10-01,North Lahontan,8,33.9018,27.0,13.0,48.0,27.4537,17520224
EEMETRIC,2014-10-01,Sacramento River,5,40.2629,35.0,17.0,59.0,29.2347,78267634
EEMETRIC,2014-10-01,San Francisco Bay,2,29.6012,23.0,10.0,41.0,25.5078,12907311
EEMETRIC,2014-10-01,San Joaquin River,6,42.6247,36.0,11.0,68.0,35.3603,43679457
EEMETRIC,2014-10-01,South Coast,4,43.5036,39.0,22.0,61.0,28.7082,31316992
EEMETRIC,2014-10-01,South Lahontan,9,11.982,4.4669,0.2745,14.4797,18.9161,76357412
EEMETRIC,2014-10-01,Tulare Lake,7,38.0729,28.4962,8.4882,60.4966,35.2933,48268750
