MODEL,DATE,HR_NAME,HR_ID,ET_MEAN,ET_MEDIAN,ET_PCT25,ET_PCT75,ET_STDDEV,PIXEL_COUNT
EEMETRIC,2020-10-01,California Islands,0,23.8698,21.0,9.0,35.0,18.6422,247890
EEMETRIC,2020-10-01,Central Coast,3,22.6792,14.0,3.0,35.0,24.6207,32336199
EEMETRIC,2020-10-01,Colorado River,10,13.8578,2.4336,0.2482,12.4767,26.3762,56925784
EEMETRIC,2020-10-01,North Coast,1,40.4509,33.0,14.0,61.0,32.7427,55657262
EEMETRIC,2020-10-01,North Lahontan,8,28.5735,19.0,8.0,39.0,29.7232,17534240
EEMETRIC,2020-10-01,Sacramento River,5,38.4619,31.0,11.0,60.0,33.1128,78275471
EEMETRIC,2020-10-01,San Francisco Bay,2,30.7082,26.0,7.0,44.0,27.2054,12831940
EEMETRIC,2020-10-01,San Joaquin River,6,32.9758,23.0,6.0,52.0,32.2334,43642121
EEMETRIC,2020-10-01,South Coast,4,37.2147,31.0,14.0,54.0,29.4572,31322438
EEMETRIC,2020-10-01,South Lahontan,9,10.2728,4.464,0.2683,12.4761,16.1095,76448505
EEMETRIC,2020-10-01,Tulare Lake,7,30.8188,20.0,5.0,48.0,31.7262,48260491
