MODEL,DATE,HR_NAME,HR_ID,ET_MEAN,ET_MEDIAN,ET_PCT25,ET_PCT75,ET_STDDEV,PIXEL_COUNT
GEESEBAL,2014-05-01,California Islands,0,111.066,119,92,137,38.8198,295738
GEESEBAL,2014-05-01,Central Coast,3,85.2564,89,37,131,51.8229,32368815
GEESEBAL,2014-05-01,Colorado River,10,32.9897,17,2,43,45.5134,56929024
GEESEBAL,2014-05-01,North Coast,1,124.6139,147,72,178,62.3396,55563850
GEESEBAL,2014-05-01,North Lahontan,8,75.4989,69,39,107,46.4474,17060232
GEESEBAL,2014-05-01,Sacramento River,5,99.6586,103,40,158,63.0547,77895638
GEESEBAL,2014-05-01,San Francisco Bay,2,98.4071,96,43,154,61.9642,12940440
GEESEBAL,2014-05-01,San Joaquin River,6,103.7702,113,51,158,61.9963,41928408
GEESEBAL,2014-05-01,South Coast,4,106.8136,108,72,143,46.474,31341721
GEESEBAL,2014-05-01,South Lahontan,9,32.6338,21,3,49,36.7193,75828253
GEESEBAL,2014-05-01,Tulare Lake,7,80.8216,73,21,136,62.2491,46968623
