MODEL,DATE,HR_NAME,HR_ID,ET_MEAN,ET_MEDIAN,ET_PCT25,ET_PCT75,ET_STDDEV,PIXEL_COUNT
GEESEBAL,2021-02-01,California Islands,0,26.4965,25,11,40,18.4553,293199
GEESEBAL,2021-02-01,Central Coast,3,22.0568,22,11,32,14.1874,31999805
GEESEBAL,2021-02-01,Colorado River,10,17.6075,11,3,25,20.2092,56686140
GEESEBAL,2021-02-01,North Coast,1,19.1975,19,8,29,12.8074,48380720
GEESEBAL,2021-02-01,North Lahontan,8,19.003,17,9,26,12.9903,9951156
GEESEBAL,2021-02-01,Sacramento River,5,19.8469,19,9,29,13.1988,64219545
GEESEBAL,2021-02-01,San Francisco Bay,2,20.9886,19,9,30,15.1437,12885138
GEESEBAL,2021-02-01,San Joaquin River,6,32.8406,35,24,44,15.8103,35405844
GEESEBAL,2021-02-01,South Coast,4,36.3368,39,27,48,15.9214,30869591
GEESEBAL,2021-02-01,South Lahontan,9,15.3316,13,7,22,11.5188,71664073
GEESEBAL,2021-02-01,Tulare Lake,7,29.7342,29,16,43,17.4834,42838371
