MODEL,DATE,HR_NAME,HR_ID,ET_MEAN,ET_MEDIAN,ET_PCT25,ET_PCT75,ET_STDDEV,PIXEL_COUNT
GEESEBAL,2013-05-01,California Islands,0,96.7092,103,67,129,39.8398,295717
GEESEBAL,2013-05-01,Central Coast,3,70.6777,65,19,118,53.9219,32352353
GEESEBAL,2013-05-01,Colorado River,10,34.5024,21,4,46,43.8064,56931040
GEESEBAL,2013-05-01,North Coast,1,131.9712,147,95,172,48.7769,55505278
GEESEBAL,2013-05-01,North Lahontan,8,60.7578,48,17,98,50.5148,16883591
GEESEBAL,2013-05-01,Sacramento River,5,99.5225,100,55,145,53.0481,77823973
GEESEBAL,2013-05-01,San Francisco Bay,2,104.5697,99,51,162,61.7065,12909121
GEESEBAL,2013-05-01,San Joaquin River,6,96.4744,104,49,145,56.3197,41726466
GEESEBAL,2013-05-01,South Coast,4,102.6678,104,70,136,46.9533,31331678
GEESEBAL,2013-05-01,South Lahontan,9,33.1356,23,5,52,34.1295,75966879
GEESEBAL,2013-05-01,Tulare Lake,7,74.0008,69,17,125,58.2322,47204346
