MODEL,DATE,HR_NAME,HR_ID,ET_MEAN,ET_MEDIAN,ET_PCT25,ET_PCT75,ET_STDDEV,PIXEL_COUNT
GEESEBAL,2008-07-01,California Islands,0,123.8542,137.0,110.0,145.0,30.8267,291685
GEESEBAL,2008-07-01,Central Coast,3,92.1802,97.0,32.0,147.0,62.1321,32358691
GEESEBAL,2008-07-01,Colorado River,10,34.3273,12.4919,0.0982,50.494,48.3804,56933429
GEESEBAL,2008-07-01,North Coast,1,151.2799,168.5062,116.5033,196.4982,62.3183,55680280
GEESEBAL,2008-07-01,North Lahontan,8,71.5253,64.0,35.0,101.0,47.1847,17535185
GEESEBAL,2008-07-01,Sacramento River,5,104.4371,110.0,52.0,155.0,61.7752,78286683
GEESEBAL,2008-07-01,San Francisco Bay,2,109.6564,113.0,59.0,163.0,60.9679,12917789
GEESEBAL,2008-07-01,San Joaquin River,6,93.52,96.0,34.0,148.0,63.711,43721115
GEESEBAL,2008-07-01,South Coast,4,131.1259,139.0,97.0,171.0,51.1928,31314847
GEESEBAL,2008-07-01,South Lahontan,9,39.9928,32.5151,12.517,58.4953,35.816,76497852
GEESEBAL,2008-07-01,Tulare Lake,7,82.8828,74.0,19.0,140.0,66.8365,48186777
