Model,Date,Basin_Subb,Basin_Numb,Basin_Name,Basin_Su_1,ET,Pixel_Count
GEESEBAL,2014-04-01,4-005,4-005,ACTON VALLEY,ACTON VALLEY,55.602319,37173
GEESEBAL,2014-04-01,6-010,6-010,ADOBE LAKE VALLEY,ADOBE LAKE VALLEY,7.306946,178530
GEESEBAL,2014-04-01,1-054.01,1-054,ALEXANDER VALLEY,ALEXANDER VALLEY - ALEXANDER AREA,88.310566,110099
GEESEBAL,2014-04-01,1-054.02,1-054,ALEXANDER VALLEY,ALEXANDER VALLEY - CLOVERDALE AREA,71.880678,29366
GEESEBAL,2014-04-01,5-002.01,5-002,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,53.165634,513210
GEESEBAL,2014-04-01,5-002.02,5-002,ALTURAS AREA,ALTURAS AREA - WARM SPRINGS VALLEY,55.364084,305817
GEESEBAL,2014-04-01,5-010,5-010,AMERICAN VALLEY,AMERICAN VALLEY,97.668357,30572
GEESEBAL,2014-04-01,7-016,7-016,AMES VALLEY,AMES VALLEY,32.230028,487562
GEESEBAL,2014-04-01,7-034,7-034,AMOS VALLEY,AMOS VALLEY,10.710291,584286
GEESEBAL,2014-04-01,1-019,1-019,ANDERSON VALLEY,ANDERSON VALLEY,95.571473,22365
GEESEBAL,2014-04-01,1-049,1-049,ANNAPOLIS OHLSON RANCH FORMATION HIGHLANDS,ANNAPOLIS OHLSON RANCH FORMATION HIGHLANDS,118.131086,38898
GEESEBAL,2014-04-01,5-091,5-091,ANTELOPE CREEK,ANTELOPE CREEK,59.698965,9175
GEESEBAL,2014-04-01,6-044,6-044,ANTELOPE VALLEY,ANTELOPE VALLEY,16.910688,4542189
GEESEBAL,2014-04-01,6-007,6-007,ANTELOPE VALLEY,ANTELOPE VALLEY,43.574141,89741
GEESEBAL,2014-04-01,3-034,3-034,ARROYO DE LA CRUZ VALLEY,ARROYO DE LA CRUZ VALLEY,108.072444,3589
GEESEBAL,2014-04-01,2-031,2-031,ARROYO DEL HAMBRE VALLEY,ARROYO DEL HAMBRE VALLEY,56.131013,3534
GEESEBAL,2014-04-01,4-007,4-007,ARROYO SANTA ROSA VALLEY,ARROYO SANTA ROSA VALLEY,99.114644,17646
GEESEBAL,2014-04-01,7-037,7-037,ARROYO SECO VALLEY,ARROYO SECO VALLEY,8.425209,1152313
GEESEBAL,2014-04-01,5-054,5-054,ASH VALLEY,ASH VALLEY,51.431242,27015
GEESEBAL,2014-04-01,6-026,6-026,AVAWATZ VALLEY,AVAWATZ VALLEY,10.158795,124166
GEESEBAL,2014-04-01,3-020,3-020,A�O NUEVO AREA,A�O NUEVO AREA,112.399176,8976
GEESEBAL,2014-04-01,9-022,9-022,BATIQUITOS LAGOON VALLEY,BATIQUITOS LAGOON VALLEY,122.474505,3334
GEESEBAL,2014-04-01,8-009,8-009,BEAR VALLEY,BEAR VALLEY,100.74516,85948
GEESEBAL,2014-04-01,5-064,5-064,BEAR VALLEY,BEAR VALLEY,45.383129,40934
GEESEBAL,2014-04-01,5-020,5-020,BERRYESSA VALLEY,BERRYESSA VALLEY,68.15151,6191
GEESEBAL,2014-04-01,7-015,7-015,BESSEMER VALLEY,BESSEMER VALLEY,24.793089,175679
GEESEBAL,2014-04-01,6-025,6-025,BICYCLE VALLEY,BICYCLE VALLEY,21.691233,402232
GEESEBAL,2014-04-01,1-027,1-027,BIG LAGOON AREA,BIG LAGOON AREA,138.258166,57738
GEESEBAL,2014-04-01,8-007,8-007,BIG MEADOWS VALLEY,BIG MEADOWS VALLEY,111.91118,61934
GEESEBAL,2014-04-01,1-045,1-045,BIG RIVER VALLEY,BIG RIVER VALLEY,120.34024,7577
GEESEBAL,2014-04-01,3-047,3-047,BIG SPRING AREA,BIG SPRING AREA,7.237742,32897
GEESEBAL,2014-04-01,5-015,5-015,BIG VALLEY,BIG VALLEY,46.214048,108957
GEESEBAL,2014-04-01,5-004,5-004,BIG VALLEY,BIG VALLEY,64.643479,413987
GEESEBAL,2014-04-01,3-030,3-030,BITTER WATER VALLEY,BITTER WATER VALLEY,33.073709,144866
GEESEBAL,2014-04-01,6-013,6-013,BLACK SPRINGS VALLEY,BLACK SPRINGS VALLEY,1.969052,138327
GEESEBAL,2014-04-01,5-092,5-092,BLANCHARD VALLEY,BLANCHARD VALLEY,54.514909,9994
GEESEBAL,2014-04-01,1-057,1-057,BODEGA BAY AREA,BODEGA BAY AREA,111.577743,10091
GEESEBAL,2014-04-01,7-024.01,7-024,BORREGO VALLEY,BORREGO VALLEY - BORREGO SPRINGS,4.477099,282155
GEESEBAL,2014-04-01,7-024.02,7-024,BORREGO VALLEY,BORREGO VALLEY - OCOTILLO WELLS,1.110633,405078
GEESEBAL,2014-04-01,1-039,1-039,BRANSCOMB TOWN AREA,BRANSCOMB TOWN AREA,118.188679,6201
GEESEBAL,2014-04-01,1-017,1-017,BRAY TOWN AREA,BRAY TOWN AREA,91.94507,36119
GEESEBAL,2014-04-01,6-008,6-008,BRIDGEPORT VALLEY,BRIDGEPORT VALLEY,34.250407,146102
GEESEBAL,2014-04-01,7-008,7-008,BRISTOL VALLEY,BRISTOL VALLEY,12.597623,2234028
GEESEBAL,2014-04-01,5-080,5-080,BRITE VALLEY,BRITE VALLEY,59.683867,14244
