Model,Date,Basin_Subb,Basin_Numb,Basin_Name,Basin_Su_1,ET,Pixel_Count
GEESEBAL,2005-12-01,4-005,4-005,ACTON VALLEY,ACTON VALLEY,1.5701,36227
GEESEBAL,2005-12-01,6-010,6-010,ADOBE LAKE VALLEY,ADOBE LAKE VALLEY,12.983247,175732
GEESEBAL,2005-12-01,1-054.01,1-054,ALEXANDER VALLEY,ALEXANDER VALLEY - ALEXANDER AREA,8.669664,100764
GEESEBAL,2005-12-01,1-054.02,1-054,ALEXANDER VALLEY,ALEXANDER VALLEY - CLOVERDALE AREA,9.416423,24917
GEESEBAL,2005-12-01,5-002.01,5-002,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,7.99506,375483
GEESEBAL,2005-12-01,5-002.02,5-002,ALTURAS AREA,ALTURAS AREA - WARM SPRINGS VALLEY,10.496845,137703
GEESEBAL,2005-12-01,5-010,5-010,AMERICAN VALLEY,AMERICAN VALLEY,8.360842,27070
GEESEBAL,2005-12-01,7-016,7-016,AMES VALLEY,AMES VALLEY,2.395506,486200
GEESEBAL,2005-12-01,7-034,7-034,AMOS VALLEY,AMOS VALLEY,11.198261,583942
GEESEBAL,2005-12-01,1-019,1-019,ANDERSON VALLEY,ANDERSON VALLEY,9.397892,18877
GEESEBAL,2005-12-01,1-049,1-049,ANNAPOLIS OHLSON RANCH FORMATION HIGHLANDS,ANNAPOLIS OHLSON RANCH FORMATION HIGHLANDS,10.547652,35864
GEESEBAL,2005-12-01,5-091,5-091,ANTELOPE CREEK,ANTELOPE CREEK,1.978356,9148
GEESEBAL,2005-12-01,6-044,6-044,ANTELOPE VALLEY,ANTELOPE VALLEY,6.828583,4360634
GEESEBAL,2005-12-01,6-007,6-007,ANTELOPE VALLEY,ANTELOPE VALLEY,10.934183,88594
GEESEBAL,2005-12-01,3-034,3-034,ARROYO DE LA CRUZ VALLEY,ARROYO DE LA CRUZ VALLEY,11.279035,3315
GEESEBAL,2005-12-01,2-031,2-031,ARROYO DEL HAMBRE VALLEY,ARROYO DEL HAMBRE VALLEY,10.353375,3393
GEESEBAL,2005-12-01,4-007,4-007,ARROYO SANTA ROSA VALLEY,ARROYO SANTA ROSA VALLEY,35.187794,17631
GEESEBAL,2005-12-01,7-037,7-037,ARROYO SECO VALLEY,ARROYO SECO VALLEY,12.449184,1152223
GEESEBAL,2005-12-01,5-054,5-054,ASH VALLEY,ASH VALLEY,2.885977,21443
GEESEBAL,2005-12-01,6-026,6-026,AVAWATZ VALLEY,AVAWATZ VALLEY,2.754688,124042
GEESEBAL,2005-12-01,3-020,3-020,A�O NUEVO AREA,A�O NUEVO AREA,15.105193,8955
GEESEBAL,2005-12-01,9-022,9-022,BATIQUITOS LAGOON VALLEY,BATIQUITOS LAGOON VALLEY,35.172765,3334
GEESEBAL,2005-12-01,8-009,8-009,BEAR VALLEY,BEAR VALLEY,20.886416,51627
GEESEBAL,2005-12-01,5-064,5-064,BEAR VALLEY,BEAR VALLEY,3.432641,40581
GEESEBAL,2005-12-01,5-020,5-020,BERRYESSA VALLEY,BERRYESSA VALLEY,2.140114,6145
GEESEBAL,2005-12-01,7-015,7-015,BESSEMER VALLEY,BESSEMER VALLEY,1.832633,169460
GEESEBAL,2005-12-01,6-025,6-025,BICYCLE VALLEY,BICYCLE VALLEY,3.963276,381765
GEESEBAL,2005-12-01,1-027,1-027,BIG LAGOON AREA,BIG LAGOON AREA,15.207365,53958
GEESEBAL,2005-12-01,8-007,8-007,BIG MEADOWS VALLEY,BIG MEADOWS VALLEY,16.318557,33884
GEESEBAL,2005-12-01,1-045,1-045,BIG RIVER VALLEY,BIG RIVER VALLEY,13.344653,5536
GEESEBAL,2005-12-01,3-047,3-047,BIG SPRING AREA,BIG SPRING AREA,15.853884,32878
GEESEBAL,2005-12-01,5-015,5-015,BIG VALLEY,BIG VALLEY,6.649686,88943
GEESEBAL,2005-12-01,5-004,5-004,BIG VALLEY,BIG VALLEY,3.754938,382646
GEESEBAL,2005-12-01,3-030,3-030,BITTER WATER VALLEY,BITTER WATER VALLEY,5.484461,139363
GEESEBAL,2005-12-01,6-013,6-013,BLACK SPRINGS VALLEY,BLACK SPRINGS VALLEY,4.577983,89295
GEESEBAL,2005-12-01,5-092,5-092,BLANCHARD VALLEY,BLANCHARD VALLEY,2.016408,9812
GEESEBAL,2005-12-01,1-057,1-057,BODEGA BAY AREA,BODEGA BAY AREA,5.418605,8342
GEESEBAL,2005-12-01,7-024.01,7-024,BORREGO VALLEY,BORREGO VALLEY - BORREGO SPRINGS,4.879974,281697
GEESEBAL,2005-12-01,7-024.02,7-024,BORREGO VALLEY,BORREGO VALLEY - OCOTILLO WELLS,11.919034,404097
GEESEBAL,2005-12-01,1-039,1-039,BRANSCOMB TOWN AREA,BRANSCOMB TOWN AREA,9.310285,5192
GEESEBAL,2005-12-01,1-017,1-017,BRAY TOWN AREA,BRAY TOWN AREA,0.359651,11222
GEESEBAL,2005-12-01,6-008,6-008,BRIDGEPORT VALLEY,BRIDGEPORT VALLEY,11.341582,135098
GEESEBAL,2005-12-01,7-008,7-008,BRISTOL VALLEY,BRISTOL VALLEY,4.491301,2227777
GEESEBAL,2005-12-01,5-080,5-080,BRITE VALLEY,BRITE VALLEY,5.983792,11476
GEESEBAL,2005-12-01,6-032,6-032,BROADWELL VALLEY,BROADWELL VALLEY,5.939759,412856
GEESEBAL,2005-12-01,6-076,6-076,BROWN MOUNTAIN VALLEY,BROWN MOUNTAIN VALLEY,5.474711,97295
GEESEBAL,2005-12-01,7-054,7-054,BUCK RIDGE FAULT VALLEY,BUCK RIDGE FAULT VALLEY,3.118975,30973
GEESEBAL,2005-12-01,6-101,6-101,BULL FLAT,BULL FLAT,4.547686,77192
GEESEBAL,2005-12-01,5-048,5-048,BURNEY CREEK VALLEY,BURNEY CREEK VALLEY,7.321297,10551
GEESEBAL,2005-12-01,5-017,5-017,BURNS VALLEY,BURNS VALLEY,4.172235,12721
GEESEBAL,2005-12-01,5-051,5-051,BUTTE CREEK VALLEY,BUTTE CREEK VALLEY,7.37037,27
GEESEBAL,2005-12-01,1-003,1-003,BUTTE VALLEY,BUTTE VALLEY,0.29121,59840
GEESEBAL,2005-12-01,6-081,6-081,BUTTE VALLEY,BUTTE VALLEY,0.545165,39256
GEESEBAL,2005-12-01,6-070,6-070,CACTUS FLAT,CACTUS FLAT,19.135831,2989
GEESEBAL,2005-12-01,7-007,7-007,CADIZ VALLEY,CADIZ VALLEY,4.048283,1202814
