MODEL,DATE,HR_NAME,HR_ID,ET_MEAN,ET_MEDIAN,ET_PCT25,ET_PCT75,ET_STDDEV,PIXEL_COUNT
SIMS,2011-01-01,California Islands,0,60.3739,62,55,67,8.0665,115
SIMS,2011-01-01,Central Coast,3,31.4128,30,24,38,12.7214,2683673
SIMS,2011-01-01,Colorado River,10,41.4488,41,17,66,25.2849,2591783
SIMS,2011-01-01,North Coast,1,32.8252,30,22,36,14.9615,1817579
SIMS,2011-01-01,North Lahontan,8,18.3709,19,16,21,4.3197,545236
SIMS,2011-01-01,Sacramento River,5,28.7162,29,25,33,5.8607,9702187
SIMS,2011-01-01,San Francisco Bay,2,27.5772,28,25,30,5.2724,574379
SIMS,2011-01-01,San Joaquin River,6,24.0676,24,22,27,3.7748,8167756
SIMS,2011-01-01,South Coast,4,49.1724,53,39,61,14.8645,874187
SIMS,2011-01-01,South Lahontan,9,21.6127,17,12,29,12.7519,288542
SIMS,2011-01-01,Tulare Lake,7,19.6729,20,16,24,6.5439,14169461
