MODEL,DATE,HR_NAME,HR_ID,ET_MEAN,ET_MEDIAN,ET_PCT25,ET_PCT75,ET_STDDEV,PIXEL_COUNT
SIMS,2015-07-01,California Islands,0,29.0,27.0,25.0,31.0,7.1274,115
SIMS,2015-07-01,Central Coast,3,75.8402,71.0,44.0,106.0,41.3563,2665032
SIMS,2015-07-01,Colorado River,10,119.4429,124.0,50.3407,188.4969,74.1209,2596126
SIMS,2015-07-01,North Coast,1,125.0235,129.0,86.0,166.0,47.715,1820560
SIMS,2015-07-01,North Lahontan,8,134.0321,145.0,105.0,165.0,39.1417,569755
SIMS,2015-07-01,Sacramento River,5,142.5048,165.0,81.0,207.0,70.6089,9699040
SIMS,2015-07-01,San Francisco Bay,2,71.1212,73.0,43.0,97.0,34.678,567135
SIMS,2015-07-01,San Joaquin River,6,148.3594,166.5016,102.5018,202.5143,65.7898,9263694
SIMS,2015-07-01,South Coast,4,99.1059,101.0,60.0,135.0,42.7116,845997
SIMS,2015-07-01,South Lahontan,9,136.0388,154.0,64.0,191.0,69.2566,280036
SIMS,2015-07-01,Tulare Lake,7,132.548,146.503,54.4867,202.5058,78.7899,14157067
