MODEL,DATE,HR_NAME,HR_ID,ET_MEAN,ET_MEDIAN,ET_PCT25,ET_PCT75,ET_STDDEV,PIXEL_COUNT
SIMS,2011-05-01,California Islands,0,78.0609,79.0,67.0,92.0,15.4696,115
SIMS,2011-05-01,Central Coast,3,71.1123,69.0,51.0,91.0,28.0964,2675630
SIMS,2011-05-01,Colorado River,10,138.9693,156.4996,66.4967,204.4999,75.3027,2591788
SIMS,2011-05-01,North Coast,1,92.1345,100.0,71.0,119.0,32.6245,1830402
SIMS,2011-05-01,North Lahontan,8,88.0822,93.0,77.0,103.0,19.8836,609627
SIMS,2011-05-01,Sacramento River,5,105.5428,109.0,81.0,134.0,33.3772,9805224
SIMS,2011-05-01,San Francisco Bay,2,87.9363,86.0,73.0,105.0,21.3126,574154
SIMS,2011-05-01,San Joaquin River,6,97.8027,96.0,63.0,134.0,38.5769,9286659
SIMS,2011-05-01,South Coast,4,89.1176,93.0,64.0,117.0,33.0231,869060
SIMS,2011-05-01,South Lahontan,9,97.2316,95.0,48.0,139.0,55.5766,283172
SIMS,2011-05-01,Tulare Lake,7,92.9327,94.0,48.0,137.0,48.527,14192563
