MODEL,DATE,HR_NAME,HR_ID,ET_MEAN,ET_MEDIAN,ET_PCT25,ET_PCT75,ET_STDDEV,PIXEL_COUNT
SIMS,2014-06-01,California Islands,0,24.0543,19.0,17.0,22.0,13.3639,92
SIMS,2014-06-01,Central Coast,3,63.262,58.0,32.0,92.0,40.6626,2674873
SIMS,2014-06-01,Colorado River,10,144.217,172.5066,46.4575,220.5008,88.7267,2589814
SIMS,2014-06-01,North Coast,1,121.1257,123.0,81.0,164.0,52.1036,1829173
SIMS,2014-06-01,North Lahontan,8,119.9882,132.0,86.0,158.0,46.843,604962
SIMS,2014-06-01,Sacramento River,5,127.148,146.0,71.0,181.0,65.5272,9756165
SIMS,2014-06-01,San Francisco Bay,2,73.8002,77.0,52.0,96.0,32.0452,569974
SIMS,2014-06-01,San Joaquin River,6,128.9507,138.5032,72.4955,184.4994,64.9868,9265632
SIMS,2014-06-01,South Coast,4,85.0383,88.0,42.0,124.0,47.1098,864191
SIMS,2014-06-01,South Lahontan,9,127.683,146.0,50.0,188.0,78.8161,288726
SIMS,2014-06-01,Tulare Lake,7,119.8919,128.5023,48.496,186.4949,77.5312,14151973
