Model,Date,Basin_Subb,Basin_Numb,Basin_Name,Basin_Su_1,ET,Pixel_Count
EEMETRIC,2004-05-01,4-005,4-005,ACTON VALLEY,ACTON VALLEY,31.449466,37173
EEMETRIC,2004-05-01,6-010,6-010,ADOBE LAKE VALLEY,ADOBE LAKE VALLEY,15.04033,179273
EEMETRIC,2004-05-01,1-054.01,1-054,ALEXANDER VALLEY,ALEXANDER VALLEY - ALEXANDER AREA,73.896548,110099
EEMETRIC,2004-05-01,1-054.02,1-054,ALEXANDER VALLEY,ALEXANDER VALLEY - CLOVERDALE AREA,43.183409,29366
EEMETRIC,2004-05-01,5-002.01,5-002,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,91.328776,505554
EEMETRIC,2004-05-01,5-002.02,5-002,ALTURAS AREA,ALTURAS AREA - WARM SPRINGS VALLEY,85.014053,302210
EEMETRIC,2004-05-01,5-010,5-010,AMERICAN VALLEY,AMERICAN VALLEY,98.193478,30572
EEMETRIC,2004-05-01,7-016,7-016,AMES VALLEY,AMES VALLEY,2.126144,487562
EEMETRIC,2004-05-01,7-034,7-034,AMOS VALLEY,AMOS VALLEY,4.944363,584286
EEMETRIC,2004-05-01,1-019,1-019,ANDERSON VALLEY,ANDERSON VALLEY,68.651659,22366
EEMETRIC,2004-05-01,1-049,1-049,ANNAPOLIS OHLSON RANCH FORMATION HIGHLANDS,ANNAPOLIS OHLSON RANCH FORMATION HIGHLANDS,89.304884,38900
EEMETRIC,2004-05-01,5-091,5-091,ANTELOPE CREEK,ANTELOPE CREEK,22.587466,9175
EEMETRIC,2004-05-01,6-044,6-044,ANTELOPE VALLEY,ANTELOPE VALLEY,23.283464,4540331
EEMETRIC,2004-05-01,6-007,6-007,ANTELOPE VALLEY,ANTELOPE VALLEY,81.105871,89741
EEMETRIC,2004-05-01,3-034,3-034,ARROYO DE LA CRUZ VALLEY,ARROYO DE LA CRUZ VALLEY,114.005014,3590
EEMETRIC,2004-05-01,2-031,2-031,ARROYO DEL HAMBRE VALLEY,ARROYO DEL HAMBRE VALLEY,81.467068,3492
EEMETRIC,2004-05-01,4-007,4-007,ARROYO SANTA ROSA VALLEY,ARROYO SANTA ROSA VALLEY,95.165987,17646
EEMETRIC,2004-05-01,7-037,7-037,ARROYO SECO VALLEY,ARROYO SECO VALLEY,3.574858,1152313
EEMETRIC,2004-05-01,5-054,5-054,ASH VALLEY,ASH VALLEY,51.420877,27015
EEMETRIC,2004-05-01,6-026,6-026,AVAWATZ VALLEY,AVAWATZ VALLEY,2.354244,124166
EEMETRIC,2004-05-01,3-020,3-020,A�O NUEVO AREA,A�O NUEVO AREA,112.264858,8918
