Model,Date,Basin_Subb,Basin_Numb,Basin_Name,Basin_Su_1,ET,Pixel_Count
EEMETRIC,2019-02-01,4-005,4-005,ACTON VALLEY,ACTON VALLEY,25.530546,37173
EEMETRIC,2019-02-01,6-010,6-010,ADOBE LAKE VALLEY,ADOBE LAKE VALLEY,13.097868,132525
EEMETRIC,2019-02-01,1-054.01,1-054,ALEXANDER VALLEY,ALEXANDER VALLEY - ALEXANDER AREA,16.508333,110099
EEMETRIC,2019-02-01,1-054.02,1-054,ALEXANDER VALLEY,ALEXANDER VALLEY - CLOVERDALE AREA,16.855988,28817
EEMETRIC,2019-02-01,5-002.01,5-002,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,8.527692,228535
EEMETRIC,2019-02-01,5-002.02,5-002,ALTURAS AREA,ALTURAS AREA - WARM SPRINGS VALLEY,8.122697,98063
EEMETRIC,2019-02-01,5-010,5-010,AMERICAN VALLEY,AMERICAN VALLEY,34.425856,26098
EEMETRIC,2019-02-01,7-016,7-016,AMES VALLEY,AMES VALLEY,5.691559,487562
EEMETRIC,2019-02-01,7-034,7-034,AMOS VALLEY,AMOS VALLEY,2.091556,584286
EEMETRIC,2019-02-01,1-019,1-019,ANDERSON VALLEY,ANDERSON VALLEY,41.717607,22366
EEMETRIC,2019-02-01,1-049,1-049,ANNAPOLIS OHLSON RANCH FORMATION HIGHLANDS,ANNAPOLIS OHLSON RANCH FORMATION HIGHLANDS,42.069666,38900
EEMETRIC,2019-02-01,5-091,5-091,ANTELOPE CREEK,ANTELOPE CREEK,15.694496,9175
EEMETRIC,2019-02-01,6-044,6-044,ANTELOPE VALLEY,ANTELOPE VALLEY,12.639347,4520060
EEMETRIC,2019-02-01,6-007,6-007,ANTELOPE VALLEY,ANTELOPE VALLEY,11.234742,89741
EEMETRIC,2019-02-01,3-034,3-034,ARROYO DE LA CRUZ VALLEY,ARROYO DE LA CRUZ VALLEY,,0
EEMETRIC,2019-02-01,2-031,2-031,ARROYO DEL HAMBRE VALLEY,ARROYO DEL HAMBRE VALLEY,15.997961,981
EEMETRIC,2019-02-01,4-007,4-007,ARROYO SANTA ROSA VALLEY,ARROYO SANTA ROSA VALLEY,21.158053,17646
EEMETRIC,2019-02-01,7-037,7-037,ARROYO SECO VALLEY,ARROYO SECO VALLEY,2.485933,1152313
EEMETRIC,2019-02-01,5-054,5-054,ASH VALLEY,ASH VALLEY,13.864999,17185
EEMETRIC,2019-02-01,6-026,6-026,AVAWATZ VALLEY,AVAWATZ VALLEY,6.561321,124166
EEMETRIC,2019-02-01,3-020,3-020,A�O NUEVO AREA,A�O NUEVO AREA,43.718812,3535
EEMETRIC,2019-02-01,9-022,9-022,BATIQUITOS LAGOON VALLEY,BATIQUITOS LAGOON VALLEY,11.075585,3334
EEMETRIC,2019-02-01,8-009,8-009,BEAR VALLEY,BEAR VALLEY,13.684178,59087
EEMETRIC,2019-02-01,5-064,5-064,BEAR VALLEY,BEAR VALLEY,5.256144,40934
EEMETRIC,2019-02-01,5-020,5-020,BERRYESSA VALLEY,BERRYESSA VALLEY,14.466968,6191
EEMETRIC,2019-02-01,7-015,7-015,BESSEMER VALLEY,BESSEMER VALLEY,1.730452,175679
EEMETRIC,2019-02-01,6-025,6-025,BICYCLE VALLEY,BICYCLE VALLEY,7.348776,402232
EEMETRIC,2019-02-01,1-027,1-027,BIG LAGOON AREA,BIG LAGOON AREA,40.191318,57752
EEMETRIC,2019-02-01,8-007,8-007,BIG MEADOWS VALLEY,BIG MEADOWS VALLEY,21.484945,26170
EEMETRIC,2019-02-01,1-045,1-045,BIG RIVER VALLEY,BIG RIVER VALLEY,45.482327,7582
EEMETRIC,2019-02-01,3-047,3-047,BIG SPRING AREA,BIG SPRING AREA,16.554508,31078
EEMETRIC,2019-02-01,5-015,5-015,BIG VALLEY,BIG VALLEY,15.028378,108957
EEMETRIC,2019-02-01,5-004,5-004,BIG VALLEY,BIG VALLEY,10.464968,92716
EEMETRIC,2019-02-01,3-030,3-030,BITTER WATER VALLEY,BITTER WATER VALLEY,41.348884,28981
EEMETRIC,2019-02-01,6-013,6-013,BLACK SPRINGS VALLEY,BLACK SPRINGS VALLEY,2.225688,138297
EEMETRIC,2019-02-01,5-092,5-092,BLANCHARD VALLEY,BLANCHARD VALLEY,4.362417,9994
EEMETRIC,2019-02-01,1-057,1-057,BODEGA BAY AREA,BODEGA BAY AREA,18.382794,10136
EEMETRIC,2019-02-01,7-024.01,7-024,BORREGO VALLEY,BORREGO VALLEY - BORREGO SPRINGS,8.622087,282155
EEMETRIC,2019-02-01,7-024.02,7-024,BORREGO VALLEY,BORREGO VALLEY - OCOTILLO WELLS,6.097179,405078
EEMETRIC,2019-02-01,1-039,1-039,BRANSCOMB TOWN AREA,BRANSCOMB TOWN AREA,35.046444,6201
EEMETRIC,2019-02-01,1-017,1-017,BRAY TOWN AREA,BRAY TOWN AREA,10.347085,3757
EEMETRIC,2019-02-01,6-008,6-008,BRIDGEPORT VALLEY,BRIDGEPORT VALLEY,9.28155,137336
EEMETRIC,2019-02-01,7-008,7-008,BRISTOL VALLEY,BRISTOL VALLEY,3.656405,2234024
EEMETRIC,2019-02-01,5-080,5-080,BRITE VALLEY,BRITE VALLEY,12.100372,5101
EEMETRIC,2019-02-01,6-032,6-032,BROADWELL VALLEY,BROADWELL VALLEY,2.401685,413087
EEMETRIC,2019-02-01,6-076,6-076,BROWN MOUNTAIN VALLEY,BROWN MOUNTAIN VALLEY,1.322525,97673
EEMETRIC,2019-02-01,7-054,7-054,BUCK RIDGE FAULT VALLEY,BUCK RIDGE FAULT VALLEY,12.630004,31076
EEMETRIC,2019-02-01,6-101,6-101,BULL FLAT,BULL FLAT,1.553029,75779
EEMETRIC,2019-02-01,5-048,5-048,BURNEY CREEK VALLEY,BURNEY CREEK VALLEY,17.62344,10179
EEMETRIC,2019-02-01,5-017,5-017,BURNS VALLEY,BURNS VALLEY,5.145234,12924
EEMETRIC,2019-02-01,5-051,5-051,BUTTE CREEK VALLEY,BUTTE CREEK VALLEY,10.521777,11595
EEMETRIC,2019-02-01,1-003,1-003,BUTTE VALLEY,BUTTE VALLEY,22.322888,114182
EEMETRIC,2019-02-01,6-081,6-081,BUTTE VALLEY,BUTTE VALLEY,2.296354,39581
EEMETRIC,2019-02-01,6-070,6-070,CACTUS FLAT,CACTUS FLAT,0.514513,31593
EEMETRIC,2019-02-01,7-007,7-007,CADIZ VALLEY,CADIZ VALLEY,6.602849,1213316
EEMETRIC,2019-02-01,6-090,6-090,CADY FAULT AREA,CADY FAULT AREA,1.876542,35753
EEMETRIC,2019-02-01,9-006,9-006,CAHUILLA VALLEY,CAHUILLA VALLEY,33.061083,80038
EEMETRIC,2019-02-01,6-079,6-079,CALIFORNIA VALLEY,CALIFORNIA VALLEY,6.162481,261304
EEMETRIC,2019-02-01,7-041,7-041,CALZONA VALLEY,CALZONA VALLEY,4.23876,340869
EEMETRIC,2019-02-01,6-061,6-061,CAMEO AREA,CAMEO AREA,1.178505,41842
EEMETRIC,2019-02-01,9-028,9-028,CAMPO VALLEY,CAMPO VALLEY,29.548044,15902
EEMETRIC,2019-02-01,7-046,7-046,CANEBRAKE VALLEY,CANEBRAKE VALLEY,6.339531,24310
EEMETRIC,2019-02-01,3-007,3-007,CARMEL VALLEY,CARMEL VALLEY,18.59511,18978
EEMETRIC,2019-02-01,3-018,3-018,CARPINTERIA,CARPINTERIA,26.767131,33710
EEMETRIC,2019-02-01,3-019,3-019,CARRIZO PLAIN,CARRIZO PLAIN,17.311292,923581
EEMETRIC,2019-02-01,6-006,6-006,CARSON VALLEY,CARSON VALLEY,4.567977,22971
EEMETRIC,2019-02-01,5-029,5-029,CASTAC LAKE VALLEY,CASTAC LAKE VALLEY,17.940739,16014
EEMETRIC,2019-02-01,2-008,2-008,CASTRO VALLEY,CASTRO VALLEY,22.688847,1067
EEMETRIC,2019-02-01,6-038,6-038,CAVES CANYON VALLEY,CAVES CANYON VALLEY,3.024881,328088
EEMETRIC,2019-02-01,5-045,5-045,CAYTON VALLEY,CAYTON VALLEY,35.209464,5748
EEMETRIC,2019-02-01,3-038,3-038,CAYUCOS VALLEY,CAYUCOS VALLEY,61.685106,940
EEMETRIC,2019-02-01,7-043,7-043,CHEMEHUEVI VALLEY,CHEMEHUEVI VALLEY,5.599917,1221349
EEMETRIC,2019-02-01,7-032,7-032,CHOCOLATE VALLEY,CHOCOLATE VALLEY,9.371749,580540
EEMETRIC,2019-02-01,3-005,3-005,CHOLAME VALLEY,CHOLAME VALLEY,21.65974,175554
EEMETRIC,2019-02-01,3-042,3-042,CHORRO VALLEY,CHORRO VALLEY,47.301639,610
EEMETRIC,2019-02-01,5-061,5-061,CHROME TOWN AREA,CHROME TOWN AREA,4.963372,6334
EEMETRIC,2019-02-01,7-005,7-005,CHUCKWALLA VALLEY,CHUCKWALLA VALLEY,2.744474,2704920
EEMETRIC,2019-02-01,2-005,2-005,CLAYTON VALLEY,CLAYTON VALLEY,16.705504,46588
EEMETRIC,2019-02-01,5-066,5-066,CLEAR LAKE CACHE FORMATION,CLEAR LAKE CACHE FORMATION,7.632737,133749
EEMETRIC,2019-02-01,5-058,5-058,CLOVER VALLEY,CLOVER VALLEY,9.960428,66739
EEMETRIC,2019-02-01,7-021.03,7-021,COACHELLA VALLEY,COACHELLA VALLEY - DESERT HOT SPRINGS,4.449602,453937
EEMETRIC,2019-02-01,7-021.01,7-021,COACHELLA VALLEY,COACHELLA VALLEY - INDIO,13.501924,1335934
EEMETRIC,2019-02-01,7-021.02,7-021,COACHELLA VALLEY,COACHELLA VALLEY - MISSION CREEK,8.600395,213471
EEMETRIC,2019-02-01,7-021.04,7-021,COACHELLA VALLEY,COACHELLA VALLEY - SAN GORGONIO PASS,16.681826,169486
EEMETRIC,2019-02-01,4-011.04,4-011,COASTAL PLAIN OF LOS ANGELES,COASTAL PLAIN OF LOS ANGELES - CENTRAL,4.190513,799180
EEMETRIC,2019-02-01,4-011.02,4-011,COASTAL PLAIN OF LOS ANGELES,COASTAL PLAIN OF LOS ANGELES - HOLLYWOOD,4.809691,45279
EEMETRIC,2019-02-01,4-011.01,4-011,COASTAL PLAIN OF LOS ANGELES,COASTAL PLAIN OF LOS ANGELES - SANTA MONICA,9.373252,135809
EEMETRIC,2019-02-01,4-011.03,4-011,COASTAL PLAIN OF LOS ANGELES,COASTAL PLAIN OF LOS ANGELES - WEST COAST,5.627048,400025
EEMETRIC,2019-02-01,8-001,8-001,COASTAL PLAIN OF ORANGE COUNTY,COASTAL PLAIN OF ORANGE COUNTY,6.091677,999376
EEMETRIC,2019-02-01,9-033,9-033,COASTAL PLAIN OF SAN DIEGO,COASTAL PLAIN OF SAN DIEGO,12.773292,238849
EEMETRIC,2019-02-01,6-072,6-072,COLES FLAT,COLES FLAT,18.354123,13244
EEMETRIC,2019-02-01,5-019,5-019,COLLAYOMI VALLEY,COLLAYOMI VALLEY,5.274795,29240
EEMETRIC,2019-02-01,7-055,7-055,COLLINS VALLEY,COLLINS VALLEY,10.047306,31751
EEMETRIC,2019-02-01,4-010,4-010,CONEJO,CONEJO,10.764423,84503
EEMETRIC,2019-02-01,7-011,7-011,COPPER MOUNTAIN VALLEY,COPPER MOUNTAIN VALLEY,10.521523,136155
EEMETRIC,2019-02-01,3-002.01,3-002,CORRALITOS,CORRALITOS - PAJARO VALLEY,26.091096,292812
EEMETRIC,2019-02-01,3-002.02,3-002,CORRALITOS,CORRALITOS - PURISIMA HIGHLANDS,42.945322,35517
EEMETRIC,2019-02-01,6-055,6-055,COSO VALLEY,COSO VALLEY,0.81968,114929
EEMETRIC,2019-02-01,1-037,1-037,COTTONEVA CREEK VALLEY,COTTONEVA CREEK VALLEY,22.145518,3436
EEMETRIC,2019-02-01,9-027,9-027,COTTONWOOD VALLEY,COTTONWOOD VALLEY,26.21556,17262
EEMETRIC,2019-02-01,1-011,1-011,COVELO ROUND VALLEY,COVELO ROUND VALLEY,23.490948,73792
EEMETRIC,2019-02-01,6-091,6-091,COW HEAD LAKE VALLEY,COW HEAD LAKE VALLEY,3.493947,25110
EEMETRIC,2019-02-01,6-037,6-037,COYOTE LAKE VALLEY,COYOTE LAKE VALLEY,4.908478,396167
EEMETRIC,2019-02-01,5-018,5-018,COYOTE VALLEY,COYOTE VALLEY,7.638423,29352
EEMETRIC,2019-02-01,7-029,7-029,COYOTE WELLS VALLEY,COYOTE WELLS VALLEY,6.693695,648410
EEMETRIC,2019-02-01,6-035,6-035,CRONISE VALLEY,CRONISE VALLEY,4.265749,567907
EEMETRIC,2019-02-01,6-050,6-050,CUDDEBACK VALLEY,CUDDEBACK VALLEY,4.596178,426688
EEMETRIC,2019-02-01,5-082,5-082,CUDDY CANYON VALLEY,CUDDY CANYON VALLEY,7.828351,14786
EEMETRIC,2019-02-01,5-083,5-083,CUDDY RANCH AREA,CUDDY RANCH AREA,10.202505,17965
EEMETRIC,2019-02-01,5-084,5-084,CUDDY VALLEY,CUDDY VALLEY,10.824239,14349
EEMETRIC,2019-02-01,5-027,5-027,CUMMINGS VALLEY,CUMMINGS VALLEY,31.004548,30126
EEMETRIC,2019-02-01,3-013,3-013,CUYAMA VALLEY,CUYAMA VALLEY,18.6773,1045326
EEMETRIC,2019-02-01,7-009,7-009,DALE VALLEY,DALE VALLEY,4.444045,955636
EEMETRIC,2019-02-01,6-057,6-057,DARWIN VALLEY,DARWIN VALLEY,2.732428,198522
