MODEL,DATE,HR_NAME,HR_ID,ET_MEAN,ET_MEDIAN,ET_PCT25,ET_PCT75,ET_STDDEV,PIXEL_COUNT
SSEBOP,2011-12-01,California Islands,0,141.1125,27,14,39,2734.8059,279522
SSEBOP,2011-12-01,Central Coast,3,28.9365,29,14,44,18.4442,32250496
SSEBOP,2011-12-01,Colorado River,10,7.688,1,0,6,16.2403,56138279
SSEBOP,2011-12-01,North Coast,1,31.3264,35,22,42,14.1576,52939919
SSEBOP,2011-12-01,North Lahontan,8,11.489,8,2,20,11.2786,16278431
SSEBOP,2011-12-01,Sacramento River,5,27.6803,28,17,38,14.8228,74092041
SSEBOP,2011-12-01,San Francisco Bay,2,26.1642,27,15,38,14.17,10713021
SSEBOP,2011-12-01,San Joaquin River,6,20.2644,21,10,30,12.7982,41351031
SSEBOP,2011-12-01,South Coast,4,30.8379,30,16,44,19.0635,29905940
SSEBOP,2011-12-01,South Lahontan,9,5.3952,1,0,6,9.8981,72078191
SSEBOP,2011-12-01,Tulare Lake,7,17.2592,16,6,26,12.9748,44611607
