MODEL,DATE,HR_NAME,HR_ID,ET_MEAN,ET_MEDIAN,ET_PCT25,ET_PCT75,ET_STDDEV,PIXEL_COUNT
SSEBOP,2007-05-01,California Islands,0,265.181,29.0,13.0,45.0,3914.8472,295436
SSEBOP,2007-05-01,Central Coast,3,55.0185,53.0,12.0,91.0,43.2111,32363118
SSEBOP,2007-05-01,Colorado River,10,16.4714,0.0802,0.0802,2.4045,50.6309,56930482
SSEBOP,2007-05-01,North Coast,1,123.8498,136.0,95.0,161.0,47.179,55438539
SSEBOP,2007-05-01,North Lahontan,8,52.531,41.0,19.0,76.0,44.4442,17022882
SSEBOP,2007-05-01,Sacramento River,5,96.9981,99.0,59.0,135.0,50.665,77479813
SSEBOP,2007-05-01,San Francisco Bay,2,86.6014,87.0,48.0,122.0,47.66,12573029
SSEBOP,2007-05-01,San Joaquin River,6,77.1322,76.5005,24.4968,124.4993,56.4878,41837928
SSEBOP,2007-05-01,South Coast,4,47.3549,40.0,13.0,75.0,39.8788,31337491
SSEBOP,2007-05-01,South Lahontan,9,8.9735,0.1068,0.1068,4.4454,24.7862,76100983
SSEBOP,2007-05-01,Tulare Lake,7,63.4213,48.5009,0.0882,112.4984,62.0884,47304043
