MODEL,DATE,HR_NAME,HR_ID,ET_MEAN,ET_MEDIAN,ET_PCT25,ET_PCT75,ET_STDDEV,PIXEL_COUNT
SSEBOP,2012-03-01,California Islands,0,270.3902,37.0,19.0,55.0,3895.3768,277494
SSEBOP,2012-03-01,Central Coast,3,47.3824,49.0,27.0,68.0,26.9982,31127820
SSEBOP,2012-03-01,Colorado River,10,15.6328,0.0729,0.0729,8.473,37.7755,54849372
SSEBOP,2012-03-01,North Coast,1,44.0602,49.0,34.0,58.0,18.3908,38744244
SSEBOP,2012-03-01,North Lahontan,8,16.6482,9.0,1.0,24.0,20.8783,10053276
SSEBOP,2012-03-01,Sacramento River,5,42.208,44.0,30.0,55.0,19.4525,55657257
SSEBOP,2012-03-01,San Francisco Bay,2,48.2863,50.0,32.0,66.0,22.5491,12506049
SSEBOP,2012-03-01,San Joaquin River,6,44.245,46.0,30.0,59.0,22.2033,34607998
SSEBOP,2012-03-01,South Coast,4,45.4991,44.0,20.0,68.0,31.016,30608440
SSEBOP,2012-03-01,South Lahontan,9,9.0066,0.1108,0.1108,8.469,20.1181,71592980
SSEBOP,2012-03-01,Tulare Lake,7,38.5255,34.0,5.0,65.0,33.6828,36547075
