MODEL,DATE,HR_NAME,HR_ID,ET_MEAN,ET_MEDIAN,ET_PCT25,ET_PCT75,ET_STDDEV,PIXEL_COUNT
SSEBOP,2018-01-01,California Islands,0,294.0914,26,13,40,4172.1812,296102
SSEBOP,2018-01-01,Central Coast,3,25.1814,24,13,36,15.5302,32310747
SSEBOP,2018-01-01,Colorado River,10,8.2105,1,0,6,18.104,56912364
SSEBOP,2018-01-01,North Coast,1,22.7812,24,17,30,9.1779,53494335
SSEBOP,2018-01-01,North Lahontan,8,15.5076,11,4,24,14.4716,13821708
SSEBOP,2018-01-01,Sacramento River,5,18.9355,18,12,25,9.8549,65655541
SSEBOP,2018-01-01,San Francisco Bay,2,21.6162,21,15,29,10.0986,12439298
SSEBOP,2018-01-01,San Joaquin River,6,21.905,21,15,29,10.3312,40098999
SSEBOP,2018-01-01,South Coast,4,30.6262,29,15,44,19.8388,31312460
SSEBOP,2018-01-01,South Lahontan,9,6.0235,2,0,7,10.2641,74552818
SSEBOP,2018-01-01,Tulare Lake,7,17.103,16,9,24,11.1159,45973059
