MODEL,DATE,HR_NAME,HR_ID,ET_MEAN,ET_MEDIAN,ET_PCT25,ET_PCT75,ET_STDDEV,PIXEL_COUNT
SSEBOP,2022-03-01,California Islands,0,47.9451,48.0,31.0,65.0,24.2885,295602
SSEBOP,2022-03-01,Central Coast,3,61.1314,63.0,42.0,81.0,27.542,32367929
SSEBOP,2022-03-01,Colorado River,10,16.3559,0.0,0.0,10.0,40.4142,56797231
SSEBOP,2022-03-01,North Coast,1,59.0896,62.0,43.0,77.0,25.0065,54167385
SSEBOP,2022-03-01,North Lahontan,8,28.1763,21.0,10.0,39.0,25.9328,14427047
SSEBOP,2022-03-01,Sacramento River,5,56.5506,59.0,36.0,78.0,28.6646,73658805
SSEBOP,2022-03-01,San Francisco Bay,2,65.5648,70.0,47.0,87.0,27.263,12590826
SSEBOP,2022-03-01,San Joaquin River,6,61.0299,65.0,43.0,81.0,28.5578,37736183
SSEBOP,2022-03-01,South Coast,4,59.6132,59.0,35.0,82.0,32.4299,31040554
SSEBOP,2022-03-01,South Lahontan,9,11.6075,2.4534,0.1368,14.4822,20.3263,73256774
SSEBOP,2022-03-01,Tulare Lake,7,48.2009,47.0,18.0,75.0,33.9553,42994028
