Model,Date,Basin_Subb,Basin_Numb,Basin_Name,Basin_Su_1,ET,Pixel_Count
DISALEXI,2011-12-01,4-005,4-005,ACTON VALLEY,ACTON VALLEY,4.194611,668
DISALEXI,2011-12-01,6-010,6-010,ADOBE LAKE VALLEY,ADOBE LAKE VALLEY,,0
DISALEXI,2011-12-01,1-054.01,1-054,ALEXANDER VALLEY,ALEXANDER VALLEY - ALEXANDER AREA,23.057915,38712
DISALEXI,2011-12-01,1-054.02,1-054,ALEXANDER VALLEY,ALEXANDER VALLEY - CLOVERDALE AREA,26.710295,9451
DISALEXI,2011-12-01,5-002.01,5-002,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,13.158779,137877
DISALEXI,2011-12-01,5-002.02,5-002,ALTURAS AREA,ALTURAS AREA - WARM SPRINGS VALLEY,11.712716,69614
DISALEXI,2011-12-01,5-010,5-010,AMERICAN VALLEY,AMERICAN VALLEY,12.800021,9721
DISALEXI,2011-12-01,7-016,7-016,AMES VALLEY,AMES VALLEY,,0
DISALEXI,2011-12-01,7-034,7-034,AMOS VALLEY,AMOS VALLEY,,0
DISALEXI,2011-12-01,1-019,1-019,ANDERSON VALLEY,ANDERSON VALLEY,29.311073,5870
DISALEXI,2011-12-01,1-049,1-049,ANNAPOLIS OHLSON RANCH FORMATION HIGHLANDS,ANNAPOLIS OHLSON RANCH FORMATION HIGHLANDS,17.458564,2353
DISALEXI,2011-12-01,5-091,5-091,ANTELOPE CREEK,ANTELOPE CREEK,2.743302,1605
DISALEXI,2011-12-01,6-044,6-044,ANTELOPE VALLEY,ANTELOPE VALLEY,14.407274,122043
DISALEXI,2011-12-01,6-007,6-007,ANTELOPE VALLEY,ANTELOPE VALLEY,6.209289,48402
DISALEXI,2011-12-01,3-034,3-034,ARROYO DE LA CRUZ VALLEY,ARROYO DE LA CRUZ VALLEY,24.176471,374
DISALEXI,2011-12-01,2-031,2-031,ARROYO DEL HAMBRE VALLEY,ARROYO DEL HAMBRE VALLEY,,0
DISALEXI,2011-12-01,4-007,4-007,ARROYO SANTA ROSA VALLEY,ARROYO SANTA ROSA VALLEY,13.63081,6024
DISALEXI,2011-12-01,7-037,7-037,ARROYO SECO VALLEY,ARROYO SECO VALLEY,,0
DISALEXI,2011-12-01,5-054,5-054,ASH VALLEY,ASH VALLEY,7.798624,11774
DISALEXI,2011-12-01,6-026,6-026,AVAWATZ VALLEY,AVAWATZ VALLEY,,0
DISALEXI,2011-12-01,3-020,3-020,A�O NUEVO AREA,A�O NUEVO AREA,27.10563,1865
DISALEXI,2011-12-01,9-022,9-022,BATIQUITOS LAGOON VALLEY,BATIQUITOS LAGOON VALLEY,20.564516,620
DISALEXI,2011-12-01,8-009,8-009,BEAR VALLEY,BEAR VALLEY,,0
DISALEXI,2011-12-01,5-064,5-064,BEAR VALLEY,BEAR VALLEY,3.747573,412
DISALEXI,2011-12-01,5-020,5-020,BERRYESSA VALLEY,BERRYESSA VALLEY,,0
DISALEXI,2011-12-01,7-015,7-015,BESSEMER VALLEY,BESSEMER VALLEY,,0
DISALEXI,2011-12-01,6-025,6-025,BICYCLE VALLEY,BICYCLE VALLEY,,0
DISALEXI,2011-12-01,1-027,1-027,BIG LAGOON AREA,BIG LAGOON AREA,,0
DISALEXI,2011-12-01,8-007,8-007,BIG MEADOWS VALLEY,BIG MEADOWS VALLEY,,0
DISALEXI,2011-12-01,1-045,1-045,BIG RIVER VALLEY,BIG RIVER VALLEY,,0
DISALEXI,2011-12-01,3-047,3-047,BIG SPRING AREA,BIG SPRING AREA,4.308279,918
DISALEXI,2011-12-01,5-015,5-015,BIG VALLEY,BIG VALLEY,16.44232,37344
DISALEXI,2011-12-01,5-004,5-004,BIG VALLEY,BIG VALLEY,13.634165,159266
DISALEXI,2011-12-01,3-030,3-030,BITTER WATER VALLEY,BITTER WATER VALLEY,1.557228,7575
DISALEXI,2011-12-01,6-013,6-013,BLACK SPRINGS VALLEY,BLACK SPRINGS VALLEY,,0
DISALEXI,2011-12-01,5-092,5-092,BLANCHARD VALLEY,BLANCHARD VALLEY,1.741573,1068
DISALEXI,2011-12-01,1-057,1-057,BODEGA BAY AREA,BODEGA BAY AREA,9.806818,88
DISALEXI,2011-12-01,7-024.01,7-024,BORREGO VALLEY,BORREGO VALLEY - BORREGO SPRINGS,19.670805,17397
DISALEXI,2011-12-01,7-024.02,7-024,BORREGO VALLEY,BORREGO VALLEY - OCOTILLO WELLS,5.333333,12
DISALEXI,2011-12-01,1-039,1-039,BRANSCOMB TOWN AREA,BRANSCOMB TOWN AREA,,0
DISALEXI,2011-12-01,1-017,1-017,BRAY TOWN AREA,BRAY TOWN AREA,9.214051,3658
DISALEXI,2011-12-01,6-008,6-008,BRIDGEPORT VALLEY,BRIDGEPORT VALLEY,8.122239,56856
DISALEXI,2011-12-01,7-008,7-008,BRISTOL VALLEY,BRISTOL VALLEY,6.76868,7963
DISALEXI,2011-12-01,5-080,5-080,BRITE VALLEY,BRITE VALLEY,2.077243,1204
DISALEXI,2011-12-01,6-032,6-032,BROADWELL VALLEY,BROADWELL VALLEY,,0
DISALEXI,2011-12-01,6-076,6-076,BROWN MOUNTAIN VALLEY,BROWN MOUNTAIN VALLEY,,0
DISALEXI,2011-12-01,7-054,7-054,BUCK RIDGE FAULT VALLEY,BUCK RIDGE FAULT VALLEY,,0
DISALEXI,2011-12-01,6-101,6-101,BULL FLAT,BULL FLAT,2.041667,48
DISALEXI,2011-12-01,5-048,5-048,BURNEY CREEK VALLEY,BURNEY CREEK VALLEY,11.839492,6847
DISALEXI,2011-12-01,5-017,5-017,BURNS VALLEY,BURNS VALLEY,9.180471,1485
DISALEXI,2011-12-01,5-051,5-051,BUTTE CREEK VALLEY,BUTTE CREEK VALLEY,,0
DISALEXI,2011-12-01,1-003,1-003,BUTTE VALLEY,BUTTE VALLEY,7.992843,141269
DISALEXI,2011-12-01,6-081,6-081,BUTTE VALLEY,BUTTE VALLEY,,0
DISALEXI,2011-12-01,6-070,6-070,CACTUS FLAT,CACTUS FLAT,,0
DISALEXI,2011-12-01,7-007,7-007,CADIZ VALLEY,CADIZ VALLEY,,0
DISALEXI,2011-12-01,6-090,6-090,CADY FAULT AREA,CADY FAULT AREA,,0
DISALEXI,2011-12-01,9-006,9-006,CAHUILLA VALLEY,CAHUILLA VALLEY,5.56368,6250
DISALEXI,2011-12-01,6-079,6-079,CALIFORNIA VALLEY,CALIFORNIA VALLEY,,0
DISALEXI,2011-12-01,7-041,7-041,CALZONA VALLEY,CALZONA VALLEY,,0
DISALEXI,2011-12-01,6-061,6-061,CAMEO AREA,CAMEO AREA,,0
DISALEXI,2011-12-01,9-028,9-028,CAMPO VALLEY,CAMPO VALLEY,17.690476,126
DISALEXI,2011-12-01,7-046,7-046,CANEBRAKE VALLEY,CANEBRAKE VALLEY,,0
DISALEXI,2011-12-01,3-007,3-007,CARMEL VALLEY,CARMEL VALLEY,16.718966,1160
DISALEXI,2011-12-01,3-018,3-018,CARPINTERIA,CARPINTERIA,18.34232,9570
DISALEXI,2011-12-01,3-019,3-019,CARRIZO PLAIN,CARRIZO PLAIN,10.045824,22739
DISALEXI,2011-12-01,6-006,6-006,CARSON VALLEY,CARSON VALLEY,6.526606,10505
DISALEXI,2011-12-01,5-029,5-029,CASTAC LAKE VALLEY,CASTAC LAKE VALLEY,3.137931,696
DISALEXI,2011-12-01,2-008,2-008,CASTRO VALLEY,CASTRO VALLEY,,0
DISALEXI,2011-12-01,6-038,6-038,CAVES CANYON VALLEY,CAVES CANYON VALLEY,,0
DISALEXI,2011-12-01,5-045,5-045,CAYTON VALLEY,CAYTON VALLEY,13.560216,3886
DISALEXI,2011-12-01,3-038,3-038,CAYUCOS VALLEY,CAYUCOS VALLEY,,0
DISALEXI,2011-12-01,7-043,7-043,CHEMEHUEVI VALLEY,CHEMEHUEVI VALLEY,,0
DISALEXI,2011-12-01,7-032,7-032,CHOCOLATE VALLEY,CHOCOLATE VALLEY,5.171875,64
DISALEXI,2011-12-01,3-005,3-005,CHOLAME VALLEY,CHOLAME VALLEY,9.053392,17718
DISALEXI,2011-12-01,3-042,3-042,CHORRO VALLEY,CHORRO VALLEY,19.75415,1265
DISALEXI,2011-12-01,5-061,5-061,CHROME TOWN AREA,CHROME TOWN AREA,10.579256,511
DISALEXI,2011-12-01,7-005,7-005,CHUCKWALLA VALLEY,CHUCKWALLA VALLEY,16.660394,4464
DISALEXI,2011-12-01,2-005,2-005,CLAYTON VALLEY,CLAYTON VALLEY,14.171975,314
DISALEXI,2011-12-01,5-066,5-066,CLEAR LAKE CACHE FORMATION,CLEAR LAKE CACHE FORMATION,13.692964,938
DISALEXI,2011-12-01,5-058,5-058,CLOVER VALLEY,CLOVER VALLEY,8.338107,1606
DISALEXI,2011-12-01,7-021.03,7-021,COACHELLA VALLEY,COACHELLA VALLEY - DESERT HOT SPRINGS,9.875046,2713
DISALEXI,2011-12-01,7-021.01,7-021,COACHELLA VALLEY,COACHELLA VALLEY - INDIO,14.767351,270395
DISALEXI,2011-12-01,7-021.02,7-021,COACHELLA VALLEY,COACHELLA VALLEY - MISSION CREEK,15.96319,978
DISALEXI,2011-12-01,7-021.04,7-021,COACHELLA VALLEY,COACHELLA VALLEY - SAN GORGONIO PASS,19.466292,356
DISALEXI,2011-12-01,4-011.04,4-011,COASTAL PLAIN OF LOS ANGELES,COASTAL PLAIN OF LOS ANGELES - CENTRAL,23.250213,5879
DISALEXI,2011-12-01,4-011.02,4-011,COASTAL PLAIN OF LOS ANGELES,COASTAL PLAIN OF LOS ANGELES - HOLLYWOOD,20.099291,282
DISALEXI,2011-12-01,4-011.01,4-011,COASTAL PLAIN OF LOS ANGELES,COASTAL PLAIN OF LOS ANGELES - SANTA MONICA,25.9699,4186
DISALEXI,2011-12-01,4-011.03,4-011,COASTAL PLAIN OF LOS ANGELES,COASTAL PLAIN OF LOS ANGELES - WEST COAST,26.189586,3476
DISALEXI,2011-12-01,8-001,8-001,COASTAL PLAIN OF ORANGE COUNTY,COASTAL PLAIN OF ORANGE COUNTY,17.093994,20661
DISALEXI,2011-12-01,9-033,9-033,COASTAL PLAIN OF SAN DIEGO,COASTAL PLAIN OF SAN DIEGO,27.764915,3369
DISALEXI,2011-12-01,6-072,6-072,COLES FLAT,COLES FLAT,,0
DISALEXI,2011-12-01,5-019,5-019,COLLAYOMI VALLEY,COLLAYOMI VALLEY,10.163467,3750
DISALEXI,2011-12-01,7-055,7-055,COLLINS VALLEY,COLLINS VALLEY,,0
DISALEXI,2011-12-01,4-010,4-010,CONEJO,CONEJO,11.138514,296
DISALEXI,2011-12-01,7-011,7-011,COPPER MOUNTAIN VALLEY,COPPER MOUNTAIN VALLEY,,0
DISALEXI,2011-12-01,3-002.01,3-002,CORRALITOS,CORRALITOS - PAJARO VALLEY,20.428014,88712
DISALEXI,2011-12-01,3-002.02,3-002,CORRALITOS,CORRALITOS - PURISIMA HIGHLANDS,18.266667,420
DISALEXI,2011-12-01,6-055,6-055,COSO VALLEY,COSO VALLEY,,0
DISALEXI,2011-12-01,1-037,1-037,COTTONEVA CREEK VALLEY,COTTONEVA CREEK VALLEY,,0
DISALEXI,2011-12-01,9-027,9-027,COTTONWOOD VALLEY,COTTONWOOD VALLEY,10.4,70
DISALEXI,2011-12-01,1-011,1-011,COVELO ROUND VALLEY,COVELO ROUND VALLEY,21.064699,33571
DISALEXI,2011-12-01,6-091,6-091,COW HEAD LAKE VALLEY,COW HEAD LAKE VALLEY,6.988088,15531
DISALEXI,2011-12-01,6-037,6-037,COYOTE LAKE VALLEY,COYOTE LAKE VALLEY,4.186214,972
DISALEXI,2011-12-01,5-018,5-018,COYOTE VALLEY,COYOTE VALLEY,4.892552,6431
DISALEXI,2011-12-01,7-029,7-029,COYOTE WELLS VALLEY,COYOTE WELLS VALLEY,0.6875,80
DISALEXI,2011-12-01,6-035,6-035,CRONISE VALLEY,CRONISE VALLEY,,0
DISALEXI,2011-12-01,6-050,6-050,CUDDEBACK VALLEY,CUDDEBACK VALLEY,,0
DISALEXI,2011-12-01,5-082,5-082,CUDDY CANYON VALLEY,CUDDY CANYON VALLEY,,0
DISALEXI,2011-12-01,5-083,5-083,CUDDY RANCH AREA,CUDDY RANCH AREA,,0
DISALEXI,2011-12-01,5-084,5-084,CUDDY VALLEY,CUDDY VALLEY,3.1875,16
DISALEXI,2011-12-01,5-027,5-027,CUMMINGS VALLEY,CUMMINGS VALLEY,3.137023,9378
