MODEL,DATE,HR_NAME,HR_ID,ET_MEAN,ET_MEDIAN,ET_PCT25,ET_PCT75,ET_STDDEV,PIXEL_COUNT
PTJPL,2009-04-01,California Islands,0,112.5043,113,107,117,6.8275,115
PTJPL,2009-04-01,Central Coast,3,71.6986,73,55,90,22.6752,2730925
PTJPL,2009-04-01,Colorado River,10,124.0367,149,71,173,61.483,2621250
PTJPL,2009-04-01,North Coast,1,76.5861,78,65,93,20.8063,1907646
PTJPL,2009-04-01,North Lahontan,8,58.5117,57,45,70,17.034,762583
PTJPL,2009-04-01,Sacramento River,5,100.0799,98,73,127,30.385,9994451
PTJPL,2009-04-01,San Francisco Bay,2,97.9586,99,84,108,19.8074,596341
PTJPL,2009-04-01,San Joaquin River,6,82.2796,88,60,106,29.3052,9311813
PTJPL,2009-04-01,South Coast,4,86.2901,91,72,103,22.8859,941850
PTJPL,2009-04-01,South Lahontan,9,73.1075,62,44,87,39.9933,335871
PTJPL,2009-04-01,Tulare Lake,7,63.2449,58,29,96,35.9832,14213891
