MODEL,DATE,HR_NAME,HR_ID,ET_MEAN,ET_MEDIAN,ET_PCT25,ET_PCT75,ET_STDDEV,PIXEL_COUNT
PTJPL,2013-07-01,California Islands,0,90.7913,90.0,85.0,96.0,8.545,115
PTJPL,2013-07-01,Central Coast,3,78.8803,76.0,41.0,112.0,42.6264,2729911
PTJPL,2013-07-01,Colorado River,10,110.4322,114.501,26.4796,184.5022,77.9831,2620146
PTJPL,2013-07-01,North Coast,1,112.901,122.5043,91.0,140.5,37.8486,1902301
PTJPL,2013-07-01,North Lahontan,8,100.5288,109.0,63.0,136.0,42.8331,763211
PTJPL,2013-07-01,Sacramento River,5,154.5495,176.5039,104.5023,208.4927,67.6727,9997261
PTJPL,2013-07-01,San Francisco Bay,2,92.0599,91.0,64.0,117.0,35.2542,595545
PTJPL,2013-07-01,San Joaquin River,6,147.089,168.5073,106.5032,194.4986,61.9622,9311817
PTJPL,2013-07-01,South Coast,4,81.115,86.0,35.0,120.0,45.1676,941418
PTJPL,2013-07-01,South Lahontan,9,89.3925,97.0,24.0,138.0,60.4535,335871
PTJPL,2013-07-01,Tulare Lake,7,115.7218,136.5057,38.4879,172.4986,68.6779,14214085
