MODEL,DATE,HR_NAME,HR_ID,ET_MEAN,ET_MEDIAN,ET_PCT25,ET_PCT75,ET_STDDEV,PIXEL_COUNT
PTJPL,2009-12-01,California Islands,0,60.9304,61,58,65,4.7139,115
PTJPL,2009-12-01,Central Coast,3,29.4751,30,26,34,7.7608,2697310
PTJPL,2009-12-01,Colorado River,10,43.7395,43,34,55,12.9811,2621231
PTJPL,2009-12-01,North Coast,1,16.2176,16,8,24,8.187,1866069
PTJPL,2009-12-01,North Lahontan,8,15.9544,16,14,19,4.4713,589876
PTJPL,2009-12-01,Sacramento River,5,25.666,26,23,29,6.2331,9889651
PTJPL,2009-12-01,San Francisco Bay,2,25.4727,25,23,27,3.0383,594464
PTJPL,2009-12-01,San Joaquin River,6,27.7831,27,25,30,4.3693,9196651
PTJPL,2009-12-01,South Coast,4,34.7021,36,28,43,10.696,941674
PTJPL,2009-12-01,South Lahontan,9,19.0975,17,11,25,10.1364,330553
PTJPL,2009-12-01,Tulare Lake,7,28.9184,28,24,32,6.3217,14203351
