MODEL,DATE,HR_NAME,HR_ID,ET_MEAN,ET_MEDIAN,ET_PCT25,ET_PCT75,ET_STDDEV,PIXEL_COUNT
PTJPL,2017-10-01,California Islands,0,61.913,60,57,66,6.1242,115
PTJPL,2017-10-01,Central Coast,3,44.0226,40,24,62,22.4542,2731069
PTJPL,2017-10-01,Colorado River,10,55.4212,34,14,102,46.2029,2621250
PTJPL,2017-10-01,North Coast,1,46.8303,47,36,58,13.6986,1907800
PTJPL,2017-10-01,North Lahontan,8,48.2459,48,39,57,12.7553,763211
PTJPL,2017-10-01,Sacramento River,5,56.3143,53,35,80,28.2467,9997270
PTJPL,2017-10-01,San Francisco Bay,2,39.8889,38,26,52,17.0436,596897
PTJPL,2017-10-01,San Joaquin River,6,58.9363,64,29,84,28.3369,9311817
PTJPL,2017-10-01,South Coast,4,43.657,45,23,61,23.0505,941855
PTJPL,2017-10-01,South Lahontan,9,46.9298,43,20,67,30.2747,335871
PTJPL,2017-10-01,Tulare Lake,7,57.5571,61,21,91,35.0124,14212268
