MODEL,DATE,HR_NAME,HR_ID,ET_MEAN,ET_MEDIAN,ET_PCT25,ET_PCT75,ET_STDDEV,PIXEL_COUNT
PTJPL,2007-01-01,California Islands,0,55.8696,54,53,58,4.575,115
PTJPL,2007-01-01,Central Coast,3,35.2924,37,27,43,10.674,2731028
PTJPL,2007-01-01,Colorado River,10,30.4811,28,18,45,13.8527,2621249
PTJPL,2007-01-01,North Coast,1,25.8982,25,19,34,9.4702,1691873
PTJPL,2007-01-01,North Lahontan,8,11.6489,11,10,13,2.5636,726639
PTJPL,2007-01-01,Sacramento River,5,34.7124,35,30,40,10.6227,9893522
PTJPL,2007-01-01,San Francisco Bay,2,35.7287,35,32,39,5.7543,596926
PTJPL,2007-01-01,San Joaquin River,6,31.3808,31,28,35,5.4852,9309134
PTJPL,2007-01-01,South Coast,4,26.3493,28,19,34,9.9174,941687
PTJPL,2007-01-01,South Lahontan,9,17.8516,17,12,23,7.4212,332362
PTJPL,2007-01-01,Tulare Lake,7,24.9551,24,22,28,5.0838,14210357
