Model,Date,Basin_Subb,Basin_Numb,Basin_Name,Basin_Su_1,ET,Pixel_Count
ENSEMBLE,2015-05-01,4-005,4-005,ACTON VALLEY,ACTON VALLEY,24.269461,668
ENSEMBLE,2015-05-01,6-010,6-010,ADOBE LAKE VALLEY,ADOBE LAKE VALLEY,,0
ENSEMBLE,2015-05-01,1-054.01,1-054,ALEXANDER VALLEY,ALEXANDER VALLEY - ALEXANDER AREA,52.911456,39743
ENSEMBLE,2015-05-01,1-054.02,1-054,ALEXANDER VALLEY,ALEXANDER VALLEY - CLOVERDALE AREA,68.907809,9502
ENSEMBLE,2015-05-01,5-002.01,5-002,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,104.005382,159794
ENSEMBLE,2015-05-01,5-002.02,5-002,ALTURAS AREA,ALTURAS AREA - WARM SPRINGS VALLEY,101.794599,74425
ENSEMBLE,2015-05-01,5-010,5-010,AMERICAN VALLEY,AMERICAN VALLEY,129.869895,9746
ENSEMBLE,2015-05-01,7-016,7-016,AMES VALLEY,AMES VALLEY,,0
ENSEMBLE,2015-05-01,7-034,7-034,AMOS VALLEY,AMOS VALLEY,,0
ENSEMBLE,2015-05-01,1-019,1-019,ANDERSON VALLEY,ANDERSON VALLEY,69.800234,5982
ENSEMBLE,2015-05-01,1-049,1-049,ANNAPOLIS OHLSON RANCH FORMATION HIGHLANDS,ANNAPOLIS OHLSON RANCH FORMATION HIGHLANDS,45.835104,2353
ENSEMBLE,2015-05-01,5-091,5-091,ANTELOPE CREEK,ANTELOPE CREEK,43.821184,1605
ENSEMBLE,2015-05-01,6-044,6-044,ANTELOPE VALLEY,ANTELOPE VALLEY,69.918134,137884
ENSEMBLE,2015-05-01,6-007,6-007,ANTELOPE VALLEY,ANTELOPE VALLEY,90.894162,48489
ENSEMBLE,2015-05-01,3-034,3-034,ARROYO DE LA CRUZ VALLEY,ARROYO DE LA CRUZ VALLEY,89.795539,538
ENSEMBLE,2015-05-01,2-031,2-031,ARROYO DEL HAMBRE VALLEY,ARROYO DEL HAMBRE VALLEY,,0
