Model,Date,Basin_Subb,Basin_Numb,Basin_Name,Basin_Su_1,ET,Pixel_Count
ENSEMBLE,2015-08-01,4-005,4-005,ACTON VALLEY,ACTON VALLEY,24.98503,668
ENSEMBLE,2015-08-01,6-010,6-010,ADOBE LAKE VALLEY,ADOBE LAKE VALLEY,,0
ENSEMBLE,2015-08-01,1-054.01,1-054,ALEXANDER VALLEY,ALEXANDER VALLEY - ALEXANDER AREA,72.585009,39743
ENSEMBLE,2015-08-01,1-054.02,1-054,ALEXANDER VALLEY,ALEXANDER VALLEY - CLOVERDALE AREA,83.071459,9502
ENSEMBLE,2015-08-01,5-002.01,5-002,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,112.883137,159794
ENSEMBLE,2015-08-01,5-002.02,5-002,ALTURAS AREA,ALTURAS AREA - WARM SPRINGS VALLEY,82.865583,74425
ENSEMBLE,2015-08-01,5-010,5-010,AMERICAN VALLEY,AMERICAN VALLEY,89.979581,9746
ENSEMBLE,2015-08-01,7-016,7-016,AMES VALLEY,AMES VALLEY,,0
ENSEMBLE,2015-08-01,7-034,7-034,AMOS VALLEY,AMOS VALLEY,,0
ENSEMBLE,2015-08-01,1-019,1-019,ANDERSON VALLEY,ANDERSON VALLEY,78.48997,5982
ENSEMBLE,2015-08-01,1-049,1-049,ANNAPOLIS OHLSON RANCH FORMATION HIGHLANDS,ANNAPOLIS OHLSON RANCH FORMATION HIGHLANDS,65.499363,2353
ENSEMBLE,2015-08-01,5-091,5-091,ANTELOPE CREEK,ANTELOPE CREEK,29.33271,1605
ENSEMBLE,2015-08-01,6-044,6-044,ANTELOPE VALLEY,ANTELOPE VALLEY,76.601585,137884
ENSEMBLE,2015-08-01,6-007,6-007,ANTELOPE VALLEY,ANTELOPE VALLEY,107.029862,48489
ENSEMBLE,2015-08-01,3-034,3-034,ARROYO DE LA CRUZ VALLEY,ARROYO DE LA CRUZ VALLEY,105.198885,538
ENSEMBLE,2015-08-01,2-031,2-031,ARROYO DEL HAMBRE VALLEY,ARROYO DEL HAMBRE VALLEY,,0
ENSEMBLE,2015-08-01,4-007,4-007,ARROYO SANTA ROSA VALLEY,ARROYO SANTA ROSA VALLEY,96.191868,7870
ENSEMBLE,2015-08-01,7-037,7-037,ARROYO SECO VALLEY,ARROYO SECO VALLEY,,0
ENSEMBLE,2015-08-01,5-054,5-054,ASH VALLEY,ASH VALLEY,111.612424,12106
ENSEMBLE,2015-08-01,6-026,6-026,AVAWATZ VALLEY,AVAWATZ VALLEY,,0
ENSEMBLE,2015-08-01,3-020,3-020,A�O NUEVO AREA,A�O NUEVO AREA,78.475759,1877
ENSEMBLE,2015-08-01,9-022,9-022,BATIQUITOS LAGOON VALLEY,BATIQUITOS LAGOON VALLEY,131.603226,620
ENSEMBLE,2015-08-01,8-009,8-009,BEAR VALLEY,BEAR VALLEY,106.269406,219
ENSEMBLE,2015-08-01,5-064,5-064,BEAR VALLEY,BEAR VALLEY,8.668627,510
ENSEMBLE,2015-08-01,5-020,5-020,BERRYESSA VALLEY,BERRYESSA VALLEY,,0
ENSEMBLE,2015-08-01,7-015,7-015,BESSEMER VALLEY,BESSEMER VALLEY,,0
ENSEMBLE,2015-08-01,6-025,6-025,BICYCLE VALLEY,BICYCLE VALLEY,,0
ENSEMBLE,2015-08-01,1-027,1-027,BIG LAGOON AREA,BIG LAGOON AREA,105.205128,39
ENSEMBLE,2015-08-01,8-007,8-007,BIG MEADOWS VALLEY,BIG MEADOWS VALLEY,,0
ENSEMBLE,2015-08-01,1-045,1-045,BIG RIVER VALLEY,BIG RIVER VALLEY,,0
ENSEMBLE,2015-08-01,3-047,3-047,BIG SPRING AREA,BIG SPRING AREA,2.992375,918
ENSEMBLE,2015-08-01,5-015,5-015,BIG VALLEY,BIG VALLEY,75.522198,41040
ENSEMBLE,2015-08-01,5-004,5-004,BIG VALLEY,BIG VALLEY,84.524974,163109
ENSEMBLE,2015-08-01,3-030,3-030,BITTER WATER VALLEY,BITTER WATER VALLEY,15.328053,7575
ENSEMBLE,2015-08-01,6-013,6-013,BLACK SPRINGS VALLEY,BLACK SPRINGS VALLEY,,0
ENSEMBLE,2015-08-01,5-092,5-092,BLANCHARD VALLEY,BLANCHARD VALLEY,24.826549,1130
ENSEMBLE,2015-08-01,1-057,1-057,BODEGA BAY AREA,BODEGA BAY AREA,99.194805,154
ENSEMBLE,2015-08-01,7-024.01,7-024,BORREGO VALLEY,BORREGO VALLEY - BORREGO SPRINGS,74.783411,17397
ENSEMBLE,2015-08-01,7-024.02,7-024,BORREGO VALLEY,BORREGO VALLEY - OCOTILLO WELLS,54.0,12
ENSEMBLE,2015-08-01,1-039,1-039,BRANSCOMB TOWN AREA,BRANSCOMB TOWN AREA,,0
ENSEMBLE,2015-08-01,1-017,1-017,BRAY TOWN AREA,BRAY TOWN AREA,86.079529,4250
ENSEMBLE,2015-08-01,6-008,6-008,BRIDGEPORT VALLEY,BRIDGEPORT VALLEY,89.020307,74902
ENSEMBLE,2015-08-01,7-008,7-008,BRISTOL VALLEY,BRISTOL VALLEY,16.012809,7963
ENSEMBLE,2015-08-01,5-080,5-080,BRITE VALLEY,BRITE VALLEY,41.854985,1324
ENSEMBLE,2015-08-01,6-032,6-032,BROADWELL VALLEY,BROADWELL VALLEY,,0
ENSEMBLE,2015-08-01,6-076,6-076,BROWN MOUNTAIN VALLEY,BROWN MOUNTAIN VALLEY,,0
ENSEMBLE,2015-08-01,7-054,7-054,BUCK RIDGE FAULT VALLEY,BUCK RIDGE FAULT VALLEY,,0
ENSEMBLE,2015-08-01,6-101,6-101,BULL FLAT,BULL FLAT,41.4375,48
ENSEMBLE,2015-08-01,5-048,5-048,BURNEY CREEK VALLEY,BURNEY CREEK VALLEY,50.00934,6852
