Model,Date,Basin_Subb,Basin_Numb,Basin_Name,Basin_Su_1,ET,Pixel_Count
ENSEMBLE,2019-11-01,4-005,4-005,ACTON VALLEY,ACTON VALLEY,11.319506,37173
ENSEMBLE,2019-11-01,6-010,6-010,ADOBE LAKE VALLEY,ADOBE LAKE VALLEY,4.969781,178795
ENSEMBLE,2019-11-01,1-054.01,1-054,ALEXANDER VALLEY,ALEXANDER VALLEY - ALEXANDER AREA,21.635392,110099
ENSEMBLE,2019-11-01,1-054.02,1-054,ALEXANDER VALLEY,ALEXANDER VALLEY - CLOVERDALE AREA,22.838316,29366
ENSEMBLE,2019-11-01,5-002.01,5-002,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,13.039206,504697
ENSEMBLE,2019-11-01,5-002.02,5-002,ALTURAS AREA,ALTURAS AREA - WARM SPRINGS VALLEY,10.129417,297991
ENSEMBLE,2019-11-01,5-010,5-010,AMERICAN VALLEY,AMERICAN VALLEY,26.785219,30552
ENSEMBLE,2019-11-01,7-016,7-016,AMES VALLEY,AMES VALLEY,3.875339,487562
ENSEMBLE,2019-11-01,7-034,7-034,AMOS VALLEY,AMOS VALLEY,7.503402,584286
ENSEMBLE,2019-11-01,1-019,1-019,ANDERSON VALLEY,ANDERSON VALLEY,33.013458,22366
ENSEMBLE,2019-11-01,1-049,1-049,ANNAPOLIS OHLSON RANCH FORMATION HIGHLANDS,ANNAPOLIS OHLSON RANCH FORMATION HIGHLANDS,31.184833,38900
ENSEMBLE,2019-11-01,5-091,5-091,ANTELOPE CREEK,ANTELOPE CREEK,7.559237,9175
ENSEMBLE,2019-11-01,6-044,6-044,ANTELOPE VALLEY,ANTELOPE VALLEY,8.492967,4541544
ENSEMBLE,2019-11-01,6-007,6-007,ANTELOPE VALLEY,ANTELOPE VALLEY,18.87767,89741
ENSEMBLE,2019-11-01,3-034,3-034,ARROYO DE LA CRUZ VALLEY,ARROYO DE LA CRUZ VALLEY,36.914485,3590
ENSEMBLE,2019-11-01,2-031,2-031,ARROYO DEL HAMBRE VALLEY,ARROYO DEL HAMBRE VALLEY,23.877198,3526
ENSEMBLE,2019-11-01,4-007,4-007,ARROYO SANTA ROSA VALLEY,ARROYO SANTA ROSA VALLEY,41.416525,17646
ENSEMBLE,2019-11-01,7-037,7-037,ARROYO SECO VALLEY,ARROYO SECO VALLEY,6.464728,1152313
ENSEMBLE,2019-11-01,5-054,5-054,ASH VALLEY,ASH VALLEY,11.904849,26726
ENSEMBLE,2019-11-01,6-026,6-026,AVAWATZ VALLEY,AVAWATZ VALLEY,4.658965,124166
ENSEMBLE,2019-11-01,3-020,3-020,A�O NUEVO AREA,A�O NUEVO AREA,28.223608,8980
ENSEMBLE,2019-11-01,9-022,9-022,BATIQUITOS LAGOON VALLEY,BATIQUITOS LAGOON VALLEY,31.921116,3334
ENSEMBLE,2019-11-01,8-009,8-009,BEAR VALLEY,BEAR VALLEY,27.414812,86198
ENSEMBLE,2019-11-01,5-064,5-064,BEAR VALLEY,BEAR VALLEY,6.471784,40934
ENSEMBLE,2019-11-01,5-020,5-020,BERRYESSA VALLEY,BERRYESSA VALLEY,12.029559,6191
ENSEMBLE,2019-11-01,7-015,7-015,BESSEMER VALLEY,BESSEMER VALLEY,2.578316,175679
ENSEMBLE,2019-11-01,6-025,6-025,BICYCLE VALLEY,BICYCLE VALLEY,3.267656,402232
ENSEMBLE,2019-11-01,1-027,1-027,BIG LAGOON AREA,BIG LAGOON AREA,29.395115,57763
ENSEMBLE,2019-11-01,8-007,8-007,BIG MEADOWS VALLEY,BIG MEADOWS VALLEY,25.783958,63645
ENSEMBLE,2019-11-01,1-045,1-045,BIG RIVER VALLEY,BIG RIVER VALLEY,47.09483,7582
ENSEMBLE,2019-11-01,3-047,3-047,BIG SPRING AREA,BIG SPRING AREA,8.429978,32897
ENSEMBLE,2019-11-01,5-015,5-015,BIG VALLEY,BIG VALLEY,21.594476,108832
ENSEMBLE,2019-11-01,5-004,5-004,BIG VALLEY,BIG VALLEY,12.212818,413456
ENSEMBLE,2019-11-01,3-030,3-030,BITTER WATER VALLEY,BITTER WATER VALLEY,7.852713,144867
ENSEMBLE,2019-11-01,6-013,6-013,BLACK SPRINGS VALLEY,BLACK SPRINGS VALLEY,7.326892,138327
ENSEMBLE,2019-11-01,5-092,5-092,BLANCHARD VALLEY,BLANCHARD VALLEY,8.168101,9994
ENSEMBLE,2019-11-01,1-057,1-057,BODEGA BAY AREA,BODEGA BAY AREA,26.547358,10125
ENSEMBLE,2019-11-01,7-024.01,7-024,BORREGO VALLEY,BORREGO VALLEY - BORREGO SPRINGS,8.443263,282155
ENSEMBLE,2019-11-01,7-024.02,7-024,BORREGO VALLEY,BORREGO VALLEY - OCOTILLO WELLS,3.150307,405078
ENSEMBLE,2019-11-01,1-039,1-039,BRANSCOMB TOWN AREA,BRANSCOMB TOWN AREA,41.364619,6201
ENSEMBLE,2019-11-01,1-017,1-017,BRAY TOWN AREA,BRAY TOWN AREA,16.90296,36119
ENSEMBLE,2019-11-01,6-008,6-008,BRIDGEPORT VALLEY,BRIDGEPORT VALLEY,20.61541,146096
ENSEMBLE,2019-11-01,7-008,7-008,BRISTOL VALLEY,BRISTOL VALLEY,2.486039,2234028
ENSEMBLE,2019-11-01,5-080,5-080,BRITE VALLEY,BRITE VALLEY,16.437377,14244
ENSEMBLE,2019-11-01,6-032,6-032,BROADWELL VALLEY,BROADWELL VALLEY,4.612324,413087
ENSEMBLE,2019-11-01,6-076,6-076,BROWN MOUNTAIN VALLEY,BROWN MOUNTAIN VALLEY,5.421775,97673
ENSEMBLE,2019-11-01,7-054,7-054,BUCK RIDGE FAULT VALLEY,BUCK RIDGE FAULT VALLEY,10.928401,31076
ENSEMBLE,2019-11-01,6-101,6-101,BULL FLAT,BULL FLAT,4.875792,78457
ENSEMBLE,2019-11-01,5-048,5-048,BURNEY CREEK VALLEY,BURNEY CREEK VALLEY,17.872861,10579
ENSEMBLE,2019-11-01,5-017,5-017,BURNS VALLEY,BURNS VALLEY,15.757892,12924
ENSEMBLE,2019-11-01,5-051,5-051,BUTTE CREEK VALLEY,BUTTE CREEK VALLEY,16.483018,14515
ENSEMBLE,2019-11-01,1-003,1-003,BUTTE VALLEY,BUTTE VALLEY,9.628495,358097
ENSEMBLE,2019-11-01,6-081,6-081,BUTTE VALLEY,BUTTE VALLEY,4.605745,39581
ENSEMBLE,2019-11-01,6-070,6-070,CACTUS FLAT,CACTUS FLAT,7.537682,31593
ENSEMBLE,2019-11-01,7-007,7-007,CADIZ VALLEY,CADIZ VALLEY,4.259017,1213316
ENSEMBLE,2019-11-01,6-090,6-090,CADY FAULT AREA,CADY FAULT AREA,9.293206,35753
ENSEMBLE,2019-11-01,9-006,9-006,CAHUILLA VALLEY,CAHUILLA VALLEY,15.648128,81848
ENSEMBLE,2019-11-01,6-079,6-079,CALIFORNIA VALLEY,CALIFORNIA VALLEY,5.439878,261304
ENSEMBLE,2019-11-01,7-041,7-041,CALZONA VALLEY,CALZONA VALLEY,6.666344,340869
ENSEMBLE,2019-11-01,6-061,6-061,CAMEO AREA,CAMEO AREA,6.567253,41842
ENSEMBLE,2019-11-01,9-028,9-028,CAMPO VALLEY,CAMPO VALLEY,20.61181,15902
ENSEMBLE,2019-11-01,7-046,7-046,CANEBRAKE VALLEY,CANEBRAKE VALLEY,6.253147,24310
ENSEMBLE,2019-11-01,3-007,3-007,CARMEL VALLEY,CARMEL VALLEY,28.5605,18967
ENSEMBLE,2019-11-01,3-018,3-018,CARPINTERIA,CARPINTERIA,43.156835,33972
ENSEMBLE,2019-11-01,3-019,3-019,CARRIZO PLAIN,CARRIZO PLAIN,7.036956,946901
ENSEMBLE,2019-11-01,6-006,6-006,CARSON VALLEY,CARSON VALLEY,17.69526,44241
ENSEMBLE,2019-11-01,5-029,5-029,CASTAC LAKE VALLEY,CASTAC LAKE VALLEY,16.154115,16014
ENSEMBLE,2019-11-01,2-008,2-008,CASTRO VALLEY,CASTRO VALLEY,14.965214,8193
ENSEMBLE,2019-11-01,6-038,6-038,CAVES CANYON VALLEY,CAVES CANYON VALLEY,6.506684,328088
ENSEMBLE,2019-11-01,5-045,5-045,CAYTON VALLEY,CAYTON VALLEY,21.751617,5874
ENSEMBLE,2019-11-01,3-038,3-038,CAYUCOS VALLEY,CAYUCOS VALLEY,9.26765,949
ENSEMBLE,2019-11-01,7-043,7-043,CHEMEHUEVI VALLEY,CHEMEHUEVI VALLEY,7.379299,1221349
ENSEMBLE,2019-11-01,7-032,7-032,CHOCOLATE VALLEY,CHOCOLATE VALLEY,5.321242,580540
ENSEMBLE,2019-11-01,3-005,3-005,CHOLAME VALLEY,CHOLAME VALLEY,9.949254,179070
ENSEMBLE,2019-11-01,3-042,3-042,CHORRO VALLEY,CHORRO VALLEY,31.927709,6377
ENSEMBLE,2019-11-01,5-061,5-061,CHROME TOWN AREA,CHROME TOWN AREA,0.983265,6334
ENSEMBLE,2019-11-01,7-005,7-005,CHUCKWALLA VALLEY,CHUCKWALLA VALLEY,5.0287,2704913
ENSEMBLE,2019-11-01,2-005,2-005,CLAYTON VALLEY,CLAYTON VALLEY,18.304465,80239
ENSEMBLE,2019-11-01,5-066,5-066,CLEAR LAKE CACHE FORMATION,CLEAR LAKE CACHE FORMATION,19.62618,133749
ENSEMBLE,2019-11-01,5-058,5-058,CLOVER VALLEY,CLOVER VALLEY,15.994831,75444
ENSEMBLE,2019-11-01,7-021.03,7-021,COACHELLA VALLEY,COACHELLA VALLEY - DESERT HOT SPRINGS,4.198239,453937
ENSEMBLE,2019-11-01,7-021.01,7-021,COACHELLA VALLEY,COACHELLA VALLEY - INDIO,18.429892,1336104
ENSEMBLE,2019-11-01,7-021.02,7-021,COACHELLA VALLEY,COACHELLA VALLEY - MISSION CREEK,4.930784,218418
ENSEMBLE,2019-11-01,7-021.04,7-021,COACHELLA VALLEY,COACHELLA VALLEY - SAN GORGONIO PASS,13.224891,173257
ENSEMBLE,2019-11-01,4-011.04,4-011,COASTAL PLAIN OF LOS ANGELES,COASTAL PLAIN OF LOS ANGELES - CENTRAL,18.497901,799394
ENSEMBLE,2019-11-01,4-011.02,4-011,COASTAL PLAIN OF LOS ANGELES,COASTAL PLAIN OF LOS ANGELES - HOLLYWOOD,24.365379,45279
