Model,Date,Basin_Subb,Basin_Numb,Basin_Name,Basin_Su_1,ET,Pixel_Count
ENSEMBLE,2016-04-01,4-005,4-005,ACTON VALLEY,ACTON VALLEY,30.930164,37173
ENSEMBLE,2016-04-01,6-010,6-010,ADOBE LAKE VALLEY,ADOBE LAKE VALLEY,6.943527,179273
ENSEMBLE,2016-04-01,1-054.01,1-054,ALEXANDER VALLEY,ALEXANDER VALLEY - ALEXANDER AREA,88.436634,110099
ENSEMBLE,2016-04-01,1-054.02,1-054,ALEXANDER VALLEY,ALEXANDER VALLEY - CLOVERDALE AREA,75.244364,29366
ENSEMBLE,2016-04-01,5-002.01,5-002,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,74.311705,513191
ENSEMBLE,2016-04-01,5-002.02,5-002,ALTURAS AREA,ALTURAS AREA - WARM SPRINGS VALLEY,71.026065,305817
ENSEMBLE,2016-04-01,5-010,5-010,AMERICAN VALLEY,AMERICAN VALLEY,88.496631,30572
ENSEMBLE,2016-04-01,7-016,7-016,AMES VALLEY,AMES VALLEY,8.146133,487562
ENSEMBLE,2016-04-01,7-034,7-034,AMOS VALLEY,AMOS VALLEY,8.543758,584286
ENSEMBLE,2016-04-01,1-019,1-019,ANDERSON VALLEY,ANDERSON VALLEY,96.887329,22366
ENSEMBLE,2016-04-01,1-049,1-049,ANNAPOLIS OHLSON RANCH FORMATION HIGHLANDS,ANNAPOLIS OHLSON RANCH FORMATION HIGHLANDS,102.807018,38900
ENSEMBLE,2016-04-01,5-091,5-091,ANTELOPE CREEK,ANTELOPE CREEK,98.298747,9175
ENSEMBLE,2016-04-01,6-044,6-044,ANTELOPE VALLEY,ANTELOPE VALLEY,17.024825,4542301
ENSEMBLE,2016-04-01,6-007,6-007,ANTELOPE VALLEY,ANTELOPE VALLEY,66.204154,89741
ENSEMBLE,2016-04-01,3-034,3-034,ARROYO DE LA CRUZ VALLEY,ARROYO DE LA CRUZ VALLEY,106.281616,3590
ENSEMBLE,2016-04-01,2-031,2-031,ARROYO DEL HAMBRE VALLEY,ARROYO DEL HAMBRE VALLEY,84.906055,3534
ENSEMBLE,2016-04-01,4-007,4-007,ARROYO SANTA ROSA VALLEY,ARROYO SANTA ROSA VALLEY,69.720447,17646
ENSEMBLE,2016-04-01,7-037,7-037,ARROYO SECO VALLEY,ARROYO SECO VALLEY,5.554335,1152313
ENSEMBLE,2016-04-01,5-054,5-054,ASH VALLEY,ASH VALLEY,77.911901,27015
ENSEMBLE,2016-04-01,6-026,6-026,AVAWATZ VALLEY,AVAWATZ VALLEY,13.176192,124166
ENSEMBLE,2016-04-01,3-020,3-020,A�O NUEVO AREA,A�O NUEVO AREA,93.829095,8730
ENSEMBLE,2016-04-01,9-022,9-022,BATIQUITOS LAGOON VALLEY,BATIQUITOS LAGOON VALLEY,88.188062,3334
ENSEMBLE,2016-04-01,8-009,8-009,BEAR VALLEY,BEAR VALLEY,66.371671,86130
ENSEMBLE,2016-04-01,5-064,5-064,BEAR VALLEY,BEAR VALLEY,83.037353,40934
ENSEMBLE,2016-04-01,5-020,5-020,BERRYESSA VALLEY,BERRYESSA VALLEY,106.077532,6191
ENSEMBLE,2016-04-01,7-015,7-015,BESSEMER VALLEY,BESSEMER VALLEY,5.799025,175679
ENSEMBLE,2016-04-01,6-025,6-025,BICYCLE VALLEY,BICYCLE VALLEY,16.264695,402232
ENSEMBLE,2016-04-01,1-027,1-027,BIG LAGOON AREA,BIG LAGOON AREA,111.294336,57764
ENSEMBLE,2016-04-01,8-007,8-007,BIG MEADOWS VALLEY,BIG MEADOWS VALLEY,68.69995,62293
ENSEMBLE,2016-04-01,1-045,1-045,BIG RIVER VALLEY,BIG RIVER VALLEY,113.307834,7582
ENSEMBLE,2016-04-01,3-047,3-047,BIG SPRING AREA,BIG SPRING AREA,34.94729,32897
ENSEMBLE,2016-04-01,5-015,5-015,BIG VALLEY,BIG VALLEY,88.089558,108957
ENSEMBLE,2016-04-01,5-004,5-004,BIG VALLEY,BIG VALLEY,79.661233,413987
ENSEMBLE,2016-04-01,3-030,3-030,BITTER WATER VALLEY,BITTER WATER VALLEY,57.727536,144867
ENSEMBLE,2016-04-01,6-013,6-013,BLACK SPRINGS VALLEY,BLACK SPRINGS VALLEY,2.144072,138327
ENSEMBLE,2016-04-01,5-092,5-092,BLANCHARD VALLEY,BLANCHARD VALLEY,77.788273,9994
ENSEMBLE,2016-04-01,1-057,1-057,BODEGA BAY AREA,BODEGA BAY AREA,90.178096,10135
ENSEMBLE,2016-04-01,7-024.01,7-024,BORREGO VALLEY,BORREGO VALLEY - BORREGO SPRINGS,5.663954,282155
ENSEMBLE,2016-04-01,7-024.02,7-024,BORREGO VALLEY,BORREGO VALLEY - OCOTILLO WELLS,2.182214,405078
ENSEMBLE,2016-04-01,1-039,1-039,BRANSCOMB TOWN AREA,BRANSCOMB TOWN AREA,98.925657,6201
ENSEMBLE,2016-04-01,1-017,1-017,BRAY TOWN AREA,BRAY TOWN AREA,76.13605,36119
ENSEMBLE,2016-04-01,6-008,6-008,BRIDGEPORT VALLEY,BRIDGEPORT VALLEY,49.767774,145974
ENSEMBLE,2016-04-01,7-008,7-008,BRISTOL VALLEY,BRISTOL VALLEY,4.338131,2234028
ENSEMBLE,2016-04-01,5-080,5-080,BRITE VALLEY,BRITE VALLEY,74.861064,14244
