MODEL,DATE,HR_NAME,HR_ID,ET_MEAN,ET_MEDIAN,ET_PCT25,ET_PCT75,ET_STDDEV,PIXEL_COUNT
DISALEXI,2019-10-01,California Islands,0,25.6,14,3,43,25.9963,115
DISALEXI,2019-10-01,Central Coast,3,21.1709,17,4,34,18.4523,2702641
DISALEXI,2019-10-01,Colorado River,10,53.3925,54,27,78,30.7218,2557283
DISALEXI,2019-10-01,North Coast,1,24.6345,24,14,34,15.0305,1823823
DISALEXI,2019-10-01,North Lahontan,8,19.8383,18,7,29,15.2598,757563
DISALEXI,2019-10-01,Sacramento River,5,36.3759,35,18,53,22.1058,9968994
DISALEXI,2019-10-01,San Francisco Bay,2,18.8968,17,6,29,15.2068,579958
DISALEXI,2019-10-01,San Joaquin River,6,44.7249,47,23,65,25.2479,9307582
DISALEXI,2019-10-01,South Coast,4,33.5529,35,12,51,23.8504,933411
DISALEXI,2019-10-01,South Lahontan,9,30.1595,23,7,47,26.9385,330205
DISALEXI,2019-10-01,Tulare Lake,7,46.1424,47,18,72,30.2084,14199189
