MODEL,DATE,HR_NAME,HR_ID,ET_MEAN,ET_MEDIAN,ET_PCT25,ET_PCT75,ET_STDDEV,PIXEL_COUNT
DISALEXI,2022-03-01,California Islands,0,45.4435,41,20,68,29.8183,115
DISALEXI,2022-03-01,Central Coast,3,44.0248,44,30,57,19.5382,2702019
DISALEXI,2022-03-01,Colorado River,10,79.8226,84,50,111,38.4404,2557283
DISALEXI,2022-03-01,North Coast,1,37.8218,36,20,52,22.0782,1822186
DISALEXI,2022-03-01,North Lahontan,8,33.9,32,20,45,19.6335,755573
DISALEXI,2022-03-01,Sacramento River,5,55.1748,54,37,72,23.3642,9948142
DISALEXI,2022-03-01,San Francisco Bay,2,56.9755,55,43,70,19.2516,582365
DISALEXI,2022-03-01,San Joaquin River,6,68.5343,68,46,92,27.7172,9311529
DISALEXI,2022-03-01,South Coast,4,49.0791,50,32,65,23.0781,933438
DISALEXI,2022-03-01,South Lahontan,9,36.6646,31,16,51,26.7753,310948
DISALEXI,2022-03-01,Tulare Lake,7,58.2153,54,33,84,30.9374,14205408
