MODEL,DATE,HR_NAME,HR_ID,ET_MEAN,ET_MEDIAN,ET_PCT25,ET_PCT75,ET_STDDEV,PIXEL_COUNT
DISALEXI,2018-09-01,California Islands,0,59.1217,54,36,77,30.4748,115
DISALEXI,2018-09-01,Central Coast,3,41.6384,42,16,64,29.074,2702010
DISALEXI,2018-09-01,Colorado River,10,80.5341,78,52,112,36.3851,2557153
DISALEXI,2018-09-01,North Coast,1,45.4358,45,20,68,29.2681,1820007
DISALEXI,2018-09-01,North Lahontan,8,36.91,32,9,59,30.0562,763211
DISALEXI,2018-09-01,Sacramento River,5,73.2745,79,34,110,42.4487,9973369
DISALEXI,2018-09-01,San Francisco Bay,2,40.2004,39,23,57,22.5772,579521
DISALEXI,2018-09-01,San Joaquin River,6,82.1505,88,53,112,37.7478,9308484
DISALEXI,2018-09-01,South Coast,4,53.1221,54,22,80,35.2203,933377
DISALEXI,2018-09-01,South Lahontan,9,50.1485,42,9,81,44.5199,335871
DISALEXI,2018-09-01,Tulare Lake,7,78.9646,83,34,122,47.1433,14194254
