MODEL,DATE,HR_NAME,HR_ID,ET_MEAN,ET_MEDIAN,ET_PCT25,ET_PCT75,ET_STDDEV,PIXEL_COUNT
DISALEXI,2023-09-01,California Islands,0,28.4609,21,8,43,25.4976,115
DISALEXI,2023-09-01,Central Coast,3,42.1104,43,24,59,22.9789,2702062
DISALEXI,2023-09-01,Colorado River,10,77.7247,74,45,111,38.2281,2557283
DISALEXI,2023-09-01,North Coast,1,38.0437,38,18,56,23.6847,1817108
DISALEXI,2023-09-01,North Lahontan,8,42.8742,44,24,61,23.8065,760524
DISALEXI,2023-09-01,Sacramento River,5,71.1438,77,41,102,36.1341,9968525
DISALEXI,2023-09-01,San Francisco Bay,2,37.0703,37,20,52,21.3364,580072
DISALEXI,2023-09-01,San Joaquin River,6,79.556,85,56,106,33.4652,9310660
DISALEXI,2023-09-01,South Coast,4,51.385,52,35,67,23.3673,932993
DISALEXI,2023-09-01,South Lahontan,9,60.9998,61,33,88,34.9488,335836
DISALEXI,2023-09-01,Tulare Lake,7,76.2947,81,40,110,40.2269,13982026
