Model,Date,Basin_Subb,Basin_Numb,Basin_Name,Basin_Su_1,ET,Pixel_Count
PTJPL,2020-04-01,4-005,4-005,ACTON VALLEY,ACTON VALLEY,74.777042,37173
PTJPL,2020-04-01,6-010,6-010,ADOBE LAKE VALLEY,ADOBE LAKE VALLEY,34.576625,178884
PTJPL,2020-04-01,1-054.01,1-054,ALEXANDER VALLEY,ALEXANDER VALLEY - ALEXANDER AREA,107.670024,110099
PTJPL,2020-04-01,1-054.02,1-054,ALEXANDER VALLEY,ALEXANDER VALLEY - CLOVERDALE AREA,96.069775,29366
PTJPL,2020-04-01,5-002.01,5-002,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,93.431552,513176
PTJPL,2020-04-01,5-002.02,5-002,ALTURAS AREA,ALTURAS AREA - WARM SPRINGS VALLEY,94.804242,305817
PTJPL,2020-04-01,5-010,5-010,AMERICAN VALLEY,AMERICAN VALLEY,93.907464,30572
PTJPL,2020-04-01,7-016,7-016,AMES VALLEY,AMES VALLEY,27.277624,487562
PTJPL,2020-04-01,7-034,7-034,AMOS VALLEY,AMOS VALLEY,19.825425,584286
PTJPL,2020-04-01,1-019,1-019,ANDERSON VALLEY,ANDERSON VALLEY,111.000268,22366
PTJPL,2020-04-01,1-049,1-049,ANNAPOLIS OHLSON RANCH FORMATION HIGHLANDS,ANNAPOLIS OHLSON RANCH FORMATION HIGHLANDS,120.051517,38900
PTJPL,2020-04-01,5-091,5-091,ANTELOPE CREEK,ANTELOPE CREEK,87.739728,9175
PTJPL,2020-04-01,6-044,6-044,ANTELOPE VALLEY,ANTELOPE VALLEY,54.891024,4541789
PTJPL,2020-04-01,6-007,6-007,ANTELOPE VALLEY,ANTELOPE VALLEY,71.938679,89741
PTJPL,2020-04-01,3-034,3-034,ARROYO DE LA CRUZ VALLEY,ARROYO DE LA CRUZ VALLEY,106.439276,3590
PTJPL,2020-04-01,2-031,2-031,ARROYO DEL HAMBRE VALLEY,ARROYO DEL HAMBRE VALLEY,92.70515,3534
PTJPL,2020-04-01,4-007,4-007,ARROYO SANTA ROSA VALLEY,ARROYO SANTA ROSA VALLEY,75.184461,17646
PTJPL,2020-04-01,7-037,7-037,ARROYO SECO VALLEY,ARROYO SECO VALLEY,25.475504,1152313
PTJPL,2020-04-01,5-054,5-054,ASH VALLEY,ASH VALLEY,83.86811,27015
PTJPL,2020-04-01,6-026,6-026,AVAWATZ VALLEY,AVAWATZ VALLEY,32.474743,124166
PTJPL,2020-04-01,3-020,3-020,A�O NUEVO AREA,A�O NUEVO AREA,107.801293,8968
PTJPL,2020-04-01,9-022,9-022,BATIQUITOS LAGOON VALLEY,BATIQUITOS LAGOON VALLEY,87.107379,3334
PTJPL,2020-04-01,8-009,8-009,BEAR VALLEY,BEAR VALLEY,60.210656,84213
PTJPL,2020-04-01,5-064,5-064,BEAR VALLEY,BEAR VALLEY,105.454268,40934
PTJPL,2020-04-01,5-020,5-020,BERRYESSA VALLEY,BERRYESSA VALLEY,116.193184,6191
PTJPL,2020-04-01,7-015,7-015,BESSEMER VALLEY,BESSEMER VALLEY,23.233631,175679
PTJPL,2020-04-01,6-025,6-025,BICYCLE VALLEY,BICYCLE VALLEY,27.786444,402232
PTJPL,2020-04-01,1-027,1-027,BIG LAGOON AREA,BIG LAGOON AREA,68.499723,57764
PTJPL,2020-04-01,8-007,8-007,BIG MEADOWS VALLEY,BIG MEADOWS VALLEY,57.977409,58785
PTJPL,2020-04-01,1-045,1-045,BIG RIVER VALLEY,BIG RIVER VALLEY,121.550646,7582
PTJPL,2020-04-01,3-047,3-047,BIG SPRING AREA,BIG SPRING AREA,116.681308,32897
PTJPL,2020-04-01,5-015,5-015,BIG VALLEY,BIG VALLEY,109.565379,108957
