Model,Date,Basin_Subb,Basin_Numb,Basin_Name,Basin_Su_1,ET,Pixel_Count
PTJPL,2010-10-01,4-005,4-005,ACTON VALLEY,ACTON VALLEY,24.357652,37173
PTJPL,2010-10-01,6-010,6-010,ADOBE LAKE VALLEY,ADOBE LAKE VALLEY,12.711352,178082
PTJPL,2010-10-01,1-054.01,1-054,ALEXANDER VALLEY,ALEXANDER VALLEY - ALEXANDER AREA,68.233853,110099
PTJPL,2010-10-01,1-054.02,1-054,ALEXANDER VALLEY,ALEXANDER VALLEY - CLOVERDALE AREA,58.819774,29341
PTJPL,2010-10-01,5-002.01,5-002,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,35.50024,513210
PTJPL,2010-10-01,5-002.02,5-002,ALTURAS AREA,ALTURAS AREA - WARM SPRINGS VALLEY,17.343006,305817
PTJPL,2010-10-01,5-010,5-010,AMERICAN VALLEY,AMERICAN VALLEY,58.59947,30572
PTJPL,2010-10-01,7-016,7-016,AMES VALLEY,AMES VALLEY,28.427004,487562
PTJPL,2010-10-01,7-034,7-034,AMOS VALLEY,AMOS VALLEY,10.245342,584286
PTJPL,2010-10-01,1-019,1-019,ANDERSON VALLEY,ANDERSON VALLEY,61.401234,22366
PTJPL,2010-10-01,1-049,1-049,ANNAPOLIS OHLSON RANCH FORMATION HIGHLANDS,ANNAPOLIS OHLSON RANCH FORMATION HIGHLANDS,80.114139,38900
PTJPL,2010-10-01,5-091,5-091,ANTELOPE CREEK,ANTELOPE CREEK,36.562834,9175
PTJPL,2010-10-01,6-044,6-044,ANTELOPE VALLEY,ANTELOPE VALLEY,20.118273,4541966
PTJPL,2010-10-01,6-007,6-007,ANTELOPE VALLEY,ANTELOPE VALLEY,45.000513,89741
PTJPL,2010-10-01,3-034,3-034,ARROYO DE LA CRUZ VALLEY,ARROYO DE LA CRUZ VALLEY,66.324513,3590
PTJPL,2010-10-01,2-031,2-031,ARROYO DEL HAMBRE VALLEY,ARROYO DEL HAMBRE VALLEY,64.012168,3534
PTJPL,2010-10-01,4-007,4-007,ARROYO SANTA ROSA VALLEY,ARROYO SANTA ROSA VALLEY,40.636858,17646
PTJPL,2010-10-01,7-037,7-037,ARROYO SECO VALLEY,ARROYO SECO VALLEY,15.295538,1152313
PTJPL,2010-10-01,5-054,5-054,ASH VALLEY,ASH VALLEY,29.747659,27015
PTJPL,2010-10-01,6-026,6-026,AVAWATZ VALLEY,AVAWATZ VALLEY,13.131381,124166
PTJPL,2010-10-01,3-020,3-020,A�O NUEVO AREA,A�O NUEVO AREA,58.089198,8980
PTJPL,2010-10-01,9-022,9-022,BATIQUITOS LAGOON VALLEY,BATIQUITOS LAGOON VALLEY,65.886023,3334
PTJPL,2010-10-01,8-009,8-009,BEAR VALLEY,BEAR VALLEY,49.46324,86221
PTJPL,2010-10-01,5-064,5-064,BEAR VALLEY,BEAR VALLEY,33.761494,40934
PTJPL,2010-10-01,5-020,5-020,BERRYESSA VALLEY,BERRYESSA VALLEY,43.066871,6191
PTJPL,2010-10-01,7-015,7-015,BESSEMER VALLEY,BESSEMER VALLEY,19.518639,175679
PTJPL,2010-10-01,6-025,6-025,BICYCLE VALLEY,BICYCLE VALLEY,17.182623,402232
PTJPL,2010-10-01,1-027,1-027,BIG LAGOON AREA,BIG LAGOON AREA,70.64129,57612
PTJPL,2010-10-01,8-007,8-007,BIG MEADOWS VALLEY,BIG MEADOWS VALLEY,47.844988,63621
PTJPL,2010-10-01,1-045,1-045,BIG RIVER VALLEY,BIG RIVER VALLEY,93.653298,7580
PTJPL,2010-10-01,3-047,3-047,BIG SPRING AREA,BIG SPRING AREA,24.869806,32897
PTJPL,2010-10-01,5-015,5-015,BIG VALLEY,BIG VALLEY,62.089063,108957
PTJPL,2010-10-01,5-004,5-004,BIG VALLEY,BIG VALLEY,22.20641,413987
PTJPL,2010-10-01,3-030,3-030,BITTER WATER VALLEY,BITTER WATER VALLEY,28.514665,144867
PTJPL,2010-10-01,6-013,6-013,BLACK SPRINGS VALLEY,BLACK SPRINGS VALLEY,12.520296,138327
PTJPL,2010-10-01,5-092,5-092,BLANCHARD VALLEY,BLANCHARD VALLEY,39.871323,9994
PTJPL,2010-10-01,1-057,1-057,BODEGA BAY AREA,BODEGA BAY AREA,75.143379,10134
PTJPL,2010-10-01,7-024.01,7-024,BORREGO VALLEY,BORREGO VALLEY - BORREGO SPRINGS,24.985717,282155
PTJPL,2010-10-01,7-024.02,7-024,BORREGO VALLEY,BORREGO VALLEY - OCOTILLO WELLS,12.463563,405078
PTJPL,2010-10-01,1-039,1-039,BRANSCOMB TOWN AREA,BRANSCOMB TOWN AREA,67.133688,6201
PTJPL,2010-10-01,1-017,1-017,BRAY TOWN AREA,BRAY TOWN AREA,45.358925,36119
PTJPL,2010-10-01,6-008,6-008,BRIDGEPORT VALLEY,BRIDGEPORT VALLEY,33.614778,146095
PTJPL,2010-10-01,7-008,7-008,BRISTOL VALLEY,BRISTOL VALLEY,21.634503,2234028
PTJPL,2010-10-01,5-080,5-080,BRITE VALLEY,BRITE VALLEY,35.313114,14244
PTJPL,2010-10-01,6-032,6-032,BROADWELL VALLEY,BROADWELL VALLEY,22.625498,413087
PTJPL,2010-10-01,6-076,6-076,BROWN MOUNTAIN VALLEY,BROWN MOUNTAIN VALLEY,10.138073,97673
PTJPL,2010-10-01,7-054,7-054,BUCK RIDGE FAULT VALLEY,BUCK RIDGE FAULT VALLEY,37.38969,31076
PTJPL,2010-10-01,6-101,6-101,BULL FLAT,BULL FLAT,34.289292,78457
PTJPL,2010-10-01,5-048,5-048,BURNEY CREEK VALLEY,BURNEY CREEK VALLEY,33.3627,10579
PTJPL,2010-10-01,5-017,5-017,BURNS VALLEY,BURNS VALLEY,56.414191,12924
PTJPL,2010-10-01,5-051,5-051,BUTTE CREEK VALLEY,BUTTE CREEK VALLEY,41.762177,14515
PTJPL,2010-10-01,1-003,1-003,BUTTE VALLEY,BUTTE VALLEY,33.366957,358135
PTJPL,2010-10-01,6-081,6-081,BUTTE VALLEY,BUTTE VALLEY,14.812107,39581
PTJPL,2010-10-01,6-070,6-070,CACTUS FLAT,CACTUS FLAT,16.868389,31593
PTJPL,2010-10-01,7-007,7-007,CADIZ VALLEY,CADIZ VALLEY,14.089428,1213316
PTJPL,2010-10-01,6-090,6-090,CADY FAULT AREA,CADY FAULT AREA,19.140799,35753
PTJPL,2010-10-01,9-006,9-006,CAHUILLA VALLEY,CAHUILLA VALLEY,27.443444,81848
PTJPL,2010-10-01,6-079,6-079,CALIFORNIA VALLEY,CALIFORNIA VALLEY,15.222021,261304
PTJPL,2010-10-01,7-041,7-041,CALZONA VALLEY,CALZONA VALLEY,18.433727,340869
PTJPL,2010-10-01,6-061,6-061,CAMEO AREA,CAMEO AREA,9.62129,41842
PTJPL,2010-10-01,9-028,9-028,CAMPO VALLEY,CAMPO VALLEY,32.968117,15902
PTJPL,2010-10-01,7-046,7-046,CANEBRAKE VALLEY,CANEBRAKE VALLEY,29.113122,24310
PTJPL,2010-10-01,3-007,3-007,CARMEL VALLEY,CARMEL VALLEY,71.483929,18978
PTJPL,2010-10-01,3-018,3-018,CARPINTERIA,CARPINTERIA,34.162202,33785
PTJPL,2010-10-01,3-019,3-019,CARRIZO PLAIN,CARRIZO PLAIN,24.852114,946901
PTJPL,2010-10-01,6-006,6-006,CARSON VALLEY,CARSON VALLEY,45.573812,44241
PTJPL,2010-10-01,5-029,5-029,CASTAC LAKE VALLEY,CASTAC LAKE VALLEY,41.710878,16014
PTJPL,2010-10-01,2-008,2-008,CASTRO VALLEY,CASTRO VALLEY,47.868636,8191
PTJPL,2010-10-01,6-038,6-038,CAVES CANYON VALLEY,CAVES CANYON VALLEY,23.130185,328088
PTJPL,2010-10-01,5-045,5-045,CAYTON VALLEY,CAYTON VALLEY,54.652366,5874
PTJPL,2010-10-01,3-038,3-038,CAYUCOS VALLEY,CAYUCOS VALLEY,58.547945,949
PTJPL,2010-10-01,7-043,7-043,CHEMEHUEVI VALLEY,CHEMEHUEVI VALLEY,17.822238,1221349
PTJPL,2010-10-01,7-032,7-032,CHOCOLATE VALLEY,CHOCOLATE VALLEY,25.43321,580540
PTJPL,2010-10-01,3-005,3-005,CHOLAME VALLEY,CHOLAME VALLEY,32.531597,179070
PTJPL,2010-10-01,3-042,3-042,CHORRO VALLEY,CHORRO VALLEY,59.547436,6377
PTJPL,2010-10-01,5-061,5-061,CHROME TOWN AREA,CHROME TOWN AREA,23.726239,6334
PTJPL,2010-10-01,7-005,7-005,CHUCKWALLA VALLEY,CHUCKWALLA VALLEY,14.127194,2704920
PTJPL,2010-10-01,2-005,2-005,CLAYTON VALLEY,CLAYTON VALLEY,61.214112,80257
PTJPL,2010-10-01,5-066,5-066,CLEAR LAKE CACHE FORMATION,CLEAR LAKE CACHE FORMATION,68.084913,133749
PTJPL,2010-10-01,5-058,5-058,CLOVER VALLEY,CLOVER VALLEY,47.221449,75444
PTJPL,2010-10-01,7-021.03,7-021,COACHELLA VALLEY,COACHELLA VALLEY - DESERT HOT SPRINGS,25.349588,453937
PTJPL,2010-10-01,7-021.01,7-021,COACHELLA VALLEY,COACHELLA VALLEY - INDIO,43.644229,1336106
PTJPL,2010-10-01,7-021.02,7-021,COACHELLA VALLEY,COACHELLA VALLEY - MISSION CREEK,31.343378,218418
PTJPL,2010-10-01,7-021.04,7-021,COACHELLA VALLEY,COACHELLA VALLEY - SAN GORGONIO PASS,26.216425,173275
PTJPL,2010-10-01,4-011.04,4-011,COASTAL PLAIN OF LOS ANGELES,COASTAL PLAIN OF LOS ANGELES - CENTRAL,40.91381,799393
PTJPL,2010-10-01,4-011.02,4-011,COASTAL PLAIN OF LOS ANGELES,COASTAL PLAIN OF LOS ANGELES - HOLLYWOOD,36.491685,45279
PTJPL,2010-10-01,4-011.01,4-011,COASTAL PLAIN OF LOS ANGELES,COASTAL PLAIN OF LOS ANGELES - SANTA MONICA,51.870605,135809
PTJPL,2010-10-01,4-011.03,4-011,COASTAL PLAIN OF LOS ANGELES,COASTAL PLAIN OF LOS ANGELES - WEST COAST,56.372917,400017
PTJPL,2010-10-01,8-001,8-001,COASTAL PLAIN OF ORANGE COUNTY,COASTAL PLAIN OF ORANGE COUNTY,39.662203,999374
PTJPL,2010-10-01,9-033,9-033,COASTAL PLAIN OF SAN DIEGO,COASTAL PLAIN OF SAN DIEGO,51.780687,240939
PTJPL,2010-10-01,6-072,6-072,COLES FLAT,COLES FLAT,17.961416,13244
PTJPL,2010-10-01,5-019,5-019,COLLAYOMI VALLEY,COLLAYOMI VALLEY,49.4842,29240
PTJPL,2010-10-01,7-055,7-055,COLLINS VALLEY,COLLINS VALLEY,34.147806,31751
PTJPL,2010-10-01,4-010,4-010,CONEJO,CONEJO,36.058175,84503
PTJPL,2010-10-01,7-011,7-011,COPPER MOUNTAIN VALLEY,COPPER MOUNTAIN VALLEY,30.099938,136155
PTJPL,2010-10-01,3-002.01,3-002,CORRALITOS,CORRALITOS - PAJARO VALLEY,57.980938,332286
PTJPL,2010-10-01,3-002.02,3-002,CORRALITOS,CORRALITOS - PURISIMA HIGHLANDS,84.345288,58134
PTJPL,2010-10-01,6-055,6-055,COSO VALLEY,COSO VALLEY,9.170462,114929
PTJPL,2010-10-01,1-037,1-037,COTTONEVA CREEK VALLEY,COTTONEVA CREEK VALLEY,71.614959,3436
PTJPL,2010-10-01,9-027,9-027,COTTONWOOD VALLEY,COTTONWOOD VALLEY,33.006141,17262
PTJPL,2010-10-01,1-011,1-011,COVELO ROUND VALLEY,COVELO ROUND VALLEY,66.65644,73792
PTJPL,2010-10-01,6-091,6-091,COW HEAD LAKE VALLEY,COW HEAD LAKE VALLEY,33.668705,25180
PTJPL,2010-10-01,6-037,6-037,COYOTE LAKE VALLEY,COYOTE LAKE VALLEY,10.226493,396167
PTJPL,2010-10-01,5-018,5-018,COYOTE VALLEY,COYOTE VALLEY,54.016966,29352
PTJPL,2010-10-01,7-029,7-029,COYOTE WELLS VALLEY,COYOTE WELLS VALLEY,12.610829,648419
PTJPL,2010-10-01,6-035,6-035,CRONISE VALLEY,CRONISE VALLEY,19.760709,567907
PTJPL,2010-10-01,6-050,6-050,CUDDEBACK VALLEY,CUDDEBACK VALLEY,12.945133,426688
PTJPL,2010-10-01,5-082,5-082,CUDDY CANYON VALLEY,CUDDY CANYON VALLEY,29.893459,14830
PTJPL,2010-10-01,5-083,5-083,CUDDY RANCH AREA,CUDDY RANCH AREA,47.070454,18906
PTJPL,2010-10-01,5-084,5-084,CUDDY VALLEY,CUDDY VALLEY,42.397278,15576
PTJPL,2010-10-01,5-027,5-027,CUMMINGS VALLEY,CUMMINGS VALLEY,26.390039,44652
PTJPL,2010-10-01,3-013,3-013,CUYAMA VALLEY,CUYAMA VALLEY,31.821692,1086945
PTJPL,2010-10-01,7-009,7-009,DALE VALLEY,DALE VALLEY,22.150936,955636
PTJPL,2010-10-01,6-057,6-057,DARWIN VALLEY,DARWIN VALLEY,13.208738,198536
PTJPL,2010-10-01,7-061,7-061,DAVIES VALLEY,DAVIES VALLEY,15.621599,15214
PTJPL,2010-10-01,7-013.01,7-013,DEADMAN VALLEY,DEADMAN VALLEY - DEADMAN LAKE,20.922787,400268
PTJPL,2010-10-01,7-013.02,7-013,DEADMAN VALLEY,DEADMAN VALLEY - SURPRISE SPRING,27.215428,131543
PTJPL,2010-10-01,6-018,6-018,DEATH VALLEY,DEATH VALLEY,9.981464,4133615
PTJPL,2010-10-01,6-015,6-015,DEEP SPRINGS VALLEY,DEEP SPRINGS VALLEY,21.305433,134596
PTJPL,2010-10-01,6-078,6-078,DENNING SPRING VALLEY,DENNING SPRING VALLEY,13.035577,32521
PTJPL,2010-10-01,1-034,1-034,DINSMORES TOWN AREA,DINSMORES TOWN AREA,62.489218,10249
PTJPL,2010-10-01,5-053,5-053,DIXIE VALLEY,DIXIE VALLEY,29.11302,21881
PTJPL,2010-10-01,2-040,2-040,DOWNTOWN,DOWNTOWN,77.298748,33955
PTJPL,2010-10-01,5-049,5-049,DRY BURNEY CREEK VALLEY,DRY BURNEY CREEK VALLEY,58.094015,13817
PTJPL,2010-10-01,3-029,3-029,DRY LAKE VALLEY,DRY LAKE VALLEY,33.648428,6360
PTJPL,2010-10-01,6-095,6-095,DRY VALLEY,DRY VALLEY,33.721224,29217
PTJPL,2010-10-01,6-096,6-096,EAGLE LAKE AREA,EAGLE LAKE AREA,44.391932,57089
PTJPL,2010-10-01,7-033,7-033,EAST SALTON SEA,EAST SALTON SEA,19.574757,876191
PTJPL,2010-10-01,1-044,1-044,EDEN VALLEY,EDEN VALLEY,60.212752,6195
PTJPL,2010-10-01,1-010,1-010,EEL RIVER VALLEY,EEL RIVER VALLEY,54.601917,321310
PTJPL,2010-10-01,5-041,5-041,EGG LAKE VALLEY,EGG LAKE VALLEY,24.381938,18448
PTJPL,2010-10-01,9-016,9-016,EL CAJON VALLEY,EL CAJON VALLEY,31.250435,32160
PTJPL,2010-10-01,6-043,6-043,EL MIRAGE VALLEY,EL MIRAGE VALLEY,24.429958,341252
PTJPL,2010-10-01,5-062,5-062,ELK CREEK AREA,ELK CREEK AREA,35.112295,6474
PTJPL,2010-10-01,8-004.02,8-004,ELSINORE,ELSINORE - BEDFORD-COLDWATER,23.76129,31599
PTJPL,2010-10-01,8-004.01,8-004,ELSINORE,ELSINORE - ELSINORE VALLEY,36.776989,106147
PTJPL,2010-10-01,9-009,9-009,ESCONDIDO VALLEY,ESCONDIDO VALLEY,32.091463,12956
PTJPL,2010-10-01,1-009,1-009,EUREKA PLAIN,EUREKA PLAIN,67.415039,156824
PTJPL,2010-10-01,6-016,6-016,EUREKA VALLEY,EUREKA VALLEY,13.814971,578991
PTJPL,2010-10-01,1-022,1-022,FAIRCHILD SWAMP VALLEY,FAIRCHILD SWAMP VALLEY,14.052185,14736
PTJPL,2010-10-01,5-005,5-005,FALL RIVER VALLEY,FALL RIVER VALLEY,36.930481,246566
PTJPL,2010-10-01,7-002,7-002,FENNER VALLEY,FENNER VALLEY,16.033221,2034583
PTJPL,2010-10-01,6-014,6-014,FISH LAKE VALLEY,FISH LAKE VALLEY,26.309582,206078
PTJPL,2010-10-01,3-053,3-053,FOOTHILL,FOOTHILL,31.981781,14765
