MODEL,DATE,Basin_Subb,Basin_Numb,Basin_Name,Basin_Su_1,ET_MEAN,ET_MEDIAN,ET_PCT25,ET_PCT75,ET_STDDEV,PIXEL_COUNT
SSEBOP,2007-10-01,4-005,4-005,ACTON VALLEY,ACTON VALLEY,9.8832,9.0,4.0,15.0,7.7725,668
SSEBOP,2007-10-01,6-010,6-010,ADOBE LAKE VALLEY,ADOBE LAKE VALLEY,,,,,,0
SSEBOP,2007-10-01,1-054.01,1-054,ALEXANDER VALLEY,ALEXANDER VALLEY - ALEXANDER AREA,37.398,38.0,31.0,45.0,10.3523,39743
SSEBOP,2007-10-01,1-054.02,1-054,ALEXANDER VALLEY,ALEXANDER VALLEY - CLOVERDALE AREA,39.1578,40.0,33.0,47.0,10.1742,9502
SSEBOP,2007-10-01,5-002.01,5-002,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,30.8502,31.0,20.0,41.0,13.4786,155448
SSEBOP,2007-10-01,5-002.02,5-002,ALTURAS AREA,ALTURAS AREA - WARM SPRINGS VALLEY,27.5742,27.0,19.0,37.0,11.9296,72800
SSEBOP,2007-10-01,5-010,5-010,AMERICAN VALLEY,AMERICAN VALLEY,33.2911,32.0,24.0,43.0,12.5301,9746
SSEBOP,2007-10-01,7-016,7-016,AMES VALLEY,AMES VALLEY,,,,,,0
SSEBOP,2007-10-01,7-034,7-034,AMOS VALLEY,AMOS VALLEY,,,,,,0
SSEBOP,2007-10-01,1-019,1-019,ANDERSON VALLEY,ANDERSON VALLEY,35.7596,34.0,27.0,43.0,12.7106,5982
SSEBOP,2007-10-01,1-049,1-049,ANNAPOLIS OHLSON RANCH FORMATION HIGHLANDS,ANNAPOLIS OHLSON RANCH FORMATION HIGHLANDS,29.2609,29.0,20.0,37.0,11.5006,2353
SSEBOP,2007-10-01,5-091,5-091,ANTELOPE CREEK,ANTELOPE CREEK,11.0075,9.0,4.0,16.0,8.6479,1605
SSEBOP,2007-10-01,6-044,6-044,ANTELOPE VALLEY,ANTELOPE VALLEY,33.7806,15.0,4.0,57.0,40.1634,136108
SSEBOP,2007-10-01,6-007,6-007,ANTELOPE VALLEY,ANTELOPE VALLEY,36.0443,35.0,26.0,46.0,16.3335,48489
SSEBOP,2007-10-01,3-034,3-034,ARROYO DE LA CRUZ VALLEY,ARROYO DE LA CRUZ VALLEY,54.4628,56.0,47.0,64.0,13.3163,538
SSEBOP,2007-10-01,2-031,2-031,ARROYO DEL HAMBRE VALLEY,ARROYO DEL HAMBRE VALLEY,,,,,,0
SSEBOP,2007-10-01,4-007,4-007,ARROYO SANTA ROSA VALLEY,ARROYO SANTA ROSA VALLEY,52.1591,56.0,33.0,70.0,26.1152,7870
SSEBOP,2007-10-01,7-037,7-037,ARROYO SECO VALLEY,ARROYO SECO VALLEY,,,,,,0
SSEBOP,2007-10-01,5-054,5-054,ASH VALLEY,ASH VALLEY,24.1821,24.0,16.0,31.0,11.3558,12106
SSEBOP,2007-10-01,6-026,6-026,AVAWATZ VALLEY,AVAWATZ VALLEY,,,,,,0
SSEBOP,2007-10-01,3-020,3-020,A�O NUEVO AREA,A�O NUEVO AREA,25.8034,24.0,13.0,36.0,15.5817,1877
SSEBOP,2007-10-01,9-022,9-022,BATIQUITOS LAGOON VALLEY,BATIQUITOS LAGOON VALLEY,,,,,,0
SSEBOP,2007-10-01,8-009,8-009,BEAR VALLEY,BEAR VALLEY,,,,,,0
SSEBOP,2007-10-01,5-064,5-064,BEAR VALLEY,BEAR VALLEY,13.4686,14.0,7.0,18.0,7.2148,510
SSEBOP,2007-10-01,5-020,5-020,BERRYESSA VALLEY,BERRYESSA VALLEY,,,,,,0
SSEBOP,2007-10-01,7-015,7-015,BESSEMER VALLEY,BESSEMER VALLEY,,,,,,0
SSEBOP,2007-10-01,6-025,6-025,BICYCLE VALLEY,BICYCLE VALLEY,,,,,,0
SSEBOP,2007-10-01,1-027,1-027,BIG LAGOON AREA,BIG LAGOON AREA,31.1538,27.0,25.0,39.0,10.8404,39
SSEBOP,2007-10-01,8-007,8-007,BIG MEADOWS VALLEY,BIG MEADOWS VALLEY,,,,,,0
SSEBOP,2007-10-01,1-045,1-045,BIG RIVER VALLEY,BIG RIVER VALLEY,,,,,,0
SSEBOP,2007-10-01,3-047,3-047,BIG SPRING AREA,BIG SPRING AREA,4.2469,4.0,3.0,5.0,1.5956,883
SSEBOP,2007-10-01,5-015,5-015,BIG VALLEY,BIG VALLEY,35.7162,35.0,22.0,48.0,18.5966,41040
SSEBOP,2007-10-01,5-004,5-004,BIG VALLEY,BIG VALLEY,28.7388,27.0,18.0,39.0,13.4445,161302
SSEBOP,2007-10-01,3-030,3-030,BITTER WATER VALLEY,BITTER WATER VALLEY,6.9156,5.0,0.0,11.0,7.3892,7575
SSEBOP,2007-10-01,6-013,6-013,BLACK SPRINGS VALLEY,BLACK SPRINGS VALLEY,,,,,,0
SSEBOP,2007-10-01,5-092,5-092,BLANCHARD VALLEY,BLANCHARD VALLEY,16.2885,16.0,10.0,21.0,9.8155,1130
SSEBOP,2007-10-01,1-057,1-057,BODEGA BAY AREA,BODEGA BAY AREA,,,,,,0
SSEBOP,2007-10-01,7-024.01,7-024,BORREGO VALLEY,BORREGO VALLEY - BORREGO SPRINGS,63.8307,67.0,17.0,105.0,47.0126,16206
SSEBOP,2007-10-01,7-024.02,7-024,BORREGO VALLEY,BORREGO VALLEY - OCOTILLO WELLS,41.25,41.0,31.0,50.5,13.4234,12
SSEBOP,2007-10-01,1-039,1-039,BRANSCOMB TOWN AREA,BRANSCOMB TOWN AREA,,,,,,0
SSEBOP,2007-10-01,1-017,1-017,BRAY TOWN AREA,BRAY TOWN AREA,18.5619,15.0,9.0,24.0,12.9158,4250
SSEBOP,2007-10-01,6-008,6-008,BRIDGEPORT VALLEY,BRIDGEPORT VALLEY,23.0201,21.0,13.0,32.0,12.7493,73641
SSEBOP,2007-10-01,7-008,7-008,BRISTOL VALLEY,BRISTOL VALLEY,19.7495,0.0,0.0,2.0,39.9162,7963
SSEBOP,2007-10-01,5-080,5-080,BRITE VALLEY,BRITE VALLEY,10.3739,8.0,4.0,16.0,8.1931,1324
SSEBOP,2007-10-01,6-032,6-032,BROADWELL VALLEY,BROADWELL VALLEY,,,,,,0
SSEBOP,2007-10-01,6-076,6-076,BROWN MOUNTAIN VALLEY,BROWN MOUNTAIN VALLEY,,,,,,0
SSEBOP,2007-10-01,7-054,7-054,BUCK RIDGE FAULT VALLEY,BUCK RIDGE FAULT VALLEY,,,,,,0
SSEBOP,2007-10-01,6-101,6-101,BULL FLAT,BULL FLAT,8.0417,8.0,7.0,10.0,2.7154,48
SSEBOP,2007-10-01,5-048,5-048,BURNEY CREEK VALLEY,BURNEY CREEK VALLEY,23.3479,22.0,16.0,28.0,13.123,6852
SSEBOP,2007-10-01,5-017,5-017,BURNS VALLEY,BURNS VALLEY,21.0548,22.0,15.0,28.0,9.1341,1734
SSEBOP,2007-10-01,5-051,5-051,BUTTE CREEK VALLEY,BUTTE CREEK VALLEY,,,,,,0
SSEBOP,2007-10-01,1-003,1-003,BUTTE VALLEY,BUTTE VALLEY,23.6029,23.0,10.0,36.0,16.0989,149448
SSEBOP,2007-10-01,6-081,6-081,BUTTE VALLEY,BUTTE VALLEY,,,,,,0
SSEBOP,2007-10-01,6-070,6-070,CACTUS FLAT,CACTUS FLAT,,,,,,0
SSEBOP,2007-10-01,7-007,7-007,CADIZ VALLEY,CADIZ VALLEY,,,,,,0
SSEBOP,2007-10-01,6-090,6-090,CADY FAULT AREA,CADY FAULT AREA,,,,,,0
SSEBOP,2007-10-01,9-006,9-006,CAHUILLA VALLEY,CAHUILLA VALLEY,39.3819,37.0,29.0,47.0,16.7875,6230
SSEBOP,2007-10-01,6-079,6-079,CALIFORNIA VALLEY,CALIFORNIA VALLEY,,,,,,0
SSEBOP,2007-10-01,7-041,7-041,CALZONA VALLEY,CALZONA VALLEY,,,,,,0
SSEBOP,2007-10-01,6-061,6-061,CAMEO AREA,CAMEO AREA,,,,,,0
SSEBOP,2007-10-01,9-028,9-028,CAMPO VALLEY,CAMPO VALLEY,11.6111,10.0,5.0,17.0,8.5737,126
SSEBOP,2007-10-01,7-046,7-046,CANEBRAKE VALLEY,CANEBRAKE VALLEY,,,,,,0
SSEBOP,2007-10-01,3-007,3-007,CARMEL VALLEY,CARMEL VALLEY,38.0702,40.0,31.0,47.0,12.4271,527
SSEBOP,2007-10-01,3-018,3-018,CARPINTERIA,CARPINTERIA,67.4707,70.0,52.0,86.0,24.7763,11952
SSEBOP,2007-10-01,3-019,3-019,CARRIZO PLAIN,CARRIZO PLAIN,2.1047,0.0,0.0,3.0,3.9177,20950
SSEBOP,2007-10-01,6-006,6-006,CARSON VALLEY,CARSON VALLEY,37.1952,35.0,24.0,51.0,17.0853,10516
SSEBOP,2007-10-01,5-029,5-029,CASTAC LAKE VALLEY,CASTAC LAKE VALLEY,34.7861,42.0,6.0,58.0,24.7407,846
SSEBOP,2007-10-01,2-008,2-008,CASTRO VALLEY,CASTRO VALLEY,,,,,,0
SSEBOP,2007-10-01,6-038,6-038,CAVES CANYON VALLEY,CAVES CANYON VALLEY,,,,,,0
SSEBOP,2007-10-01,5-045,5-045,CAYTON VALLEY,CAYTON VALLEY,51.9431,51.0,46.0,57.0,9.9215,4250
SSEBOP,2007-10-01,3-038,3-038,CAYUCOS VALLEY,CAYUCOS VALLEY,,,,,,0
