MODEL,DATE,Basin_Subb,Basin_Numb,Basin_Name,Basin_Su_1,ET_MEAN,ET_MEDIAN,ET_PCT25,ET_PCT75,ET_STDDEV,PIXEL_COUNT
SSEBOP,2007-11-01,4-005,4-005,ACTON VALLEY,ACTON VALLEY,3.1018,0.0,0.0,4.0,5.4864,668
SSEBOP,2007-11-01,6-010,6-010,ADOBE LAKE VALLEY,ADOBE LAKE VALLEY,,,,,,0
SSEBOP,2007-11-01,1-054.01,1-054,ALEXANDER VALLEY,ALEXANDER VALLEY - ALEXANDER AREA,31.8051,32.0,28.0,36.0,6.108,39707
SSEBOP,2007-11-01,1-054.02,1-054,ALEXANDER VALLEY,ALEXANDER VALLEY - CLOVERDALE AREA,32.3665,33.0,29.0,37.0,6.6356,8488
SSEBOP,2007-11-01,5-002.01,5-002,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,16.6347,17.0,12.0,21.0,6.5326,140179
SSEBOP,2007-11-01,5-002.02,5-002,ALTURAS AREA,ALTURAS AREA - WARM SPRINGS VALLEY,15.5913,16.0,11.0,20.0,6.9581,71403
SSEBOP,2007-11-01,5-010,5-010,AMERICAN VALLEY,AMERICAN VALLEY,25.1361,25.0,19.0,31.0,7.9488,9746
SSEBOP,2007-11-01,7-016,7-016,AMES VALLEY,AMES VALLEY,,,,,,0
SSEBOP,2007-11-01,7-034,7-034,AMOS VALLEY,AMOS VALLEY,,,,,,0
SSEBOP,2007-11-01,1-019,1-019,ANDERSON VALLEY,ANDERSON VALLEY,30.7084,31.0,26.0,36.0,7.659,5796
SSEBOP,2007-11-01,1-049,1-049,ANNAPOLIS OHLSON RANCH FORMATION HIGHLANDS,ANNAPOLIS OHLSON RANCH FORMATION HIGHLANDS,24.0438,24.0,19.0,29.0,6.7941,2353
SSEBOP,2007-11-01,5-091,5-091,ANTELOPE CREEK,ANTELOPE CREEK,9.5745,8.0,5.0,13.0,6.6978,1605
SSEBOP,2007-11-01,6-044,6-044,ANTELOPE VALLEY,ANTELOPE VALLEY,22.5249,10.0,1.0,43.0,25.4589,137585
SSEBOP,2007-11-01,6-007,6-007,ANTELOPE VALLEY,ANTELOPE VALLEY,21.0451,20.0,13.0,28.0,11.3888,40466
SSEBOP,2007-11-01,3-034,3-034,ARROYO DE LA CRUZ VALLEY,ARROYO DE LA CRUZ VALLEY,40.7285,42.0,36.0,46.0,7.9096,534
SSEBOP,2007-11-01,2-031,2-031,ARROYO DEL HAMBRE VALLEY,ARROYO DEL HAMBRE VALLEY,,,,,,0
SSEBOP,2007-11-01,4-007,4-007,ARROYO SANTA ROSA VALLEY,ARROYO SANTA ROSA VALLEY,35.2578,39.0,19.0,50.0,20.0566,7870
SSEBOP,2007-11-01,7-037,7-037,ARROYO SECO VALLEY,ARROYO SECO VALLEY,,,,,,0
SSEBOP,2007-11-01,5-054,5-054,ASH VALLEY,ASH VALLEY,11.5981,10.0,6.0,16.0,7.2187,12096
SSEBOP,2007-11-01,6-026,6-026,AVAWATZ VALLEY,AVAWATZ VALLEY,,,,,,0
