Model,Date,Basin_Subb,Basin_Numb,Basin_Name,Basin_Su_1,ET,Pixel_Count
EEMETRIC,2014-05-01,4-005,4-005,ACTON VALLEY,ACTON VALLEY,32.447605,668
EEMETRIC,2014-05-01,6-010,6-010,ADOBE LAKE VALLEY,ADOBE LAKE VALLEY,,0
EEMETRIC,2014-05-01,1-054.01,1-054,ALEXANDER VALLEY,ALEXANDER VALLEY - ALEXANDER AREA,35.346828,39743
EEMETRIC,2014-05-01,1-054.02,1-054,ALEXANDER VALLEY,ALEXANDER VALLEY - CLOVERDALE AREA,38.871185,9502
EEMETRIC,2014-05-01,5-002.01,5-002,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,104.721704,159794
EEMETRIC,2014-05-01,5-002.02,5-002,ALTURAS AREA,ALTURAS AREA - WARM SPRINGS VALLEY,96.58299,74425
EEMETRIC,2014-05-01,5-010,5-010,AMERICAN VALLEY,AMERICAN VALLEY,139.147035,9746
EEMETRIC,2014-05-01,7-016,7-016,AMES VALLEY,AMES VALLEY,,0
EEMETRIC,2014-05-01,7-034,7-034,AMOS VALLEY,AMOS VALLEY,,0
EEMETRIC,2014-05-01,1-019,1-019,ANDERSON VALLEY,ANDERSON VALLEY,56.190405,5982
EEMETRIC,2014-05-01,1-049,1-049,ANNAPOLIS OHLSON RANCH FORMATION HIGHLANDS,ANNAPOLIS OHLSON RANCH FORMATION HIGHLANDS,43.449214,2353
EEMETRIC,2014-05-01,5-091,5-091,ANTELOPE CREEK,ANTELOPE CREEK,35.727103,1605
EEMETRIC,2014-05-01,6-044,6-044,ANTELOPE VALLEY,ANTELOPE VALLEY,92.8478,137884
EEMETRIC,2014-05-01,6-007,6-007,ANTELOPE VALLEY,ANTELOPE VALLEY,106.373528,48489
EEMETRIC,2014-05-01,3-034,3-034,ARROYO DE LA CRUZ VALLEY,ARROYO DE LA CRUZ VALLEY,119.80855,538
EEMETRIC,2014-05-01,2-031,2-031,ARROYO DEL HAMBRE VALLEY,ARROYO DEL HAMBRE VALLEY,,0
EEMETRIC,2014-05-01,4-007,4-007,ARROYO SANTA ROSA VALLEY,ARROYO SANTA ROSA VALLEY,91.552986,7870
EEMETRIC,2014-05-01,7-037,7-037,ARROYO SECO VALLEY,ARROYO SECO VALLEY,,0
