Model,Date,Basin_Subb,Basin_Numb,Basin_Name,Basin_Su_1,ET,Pixel_Count
EEMETRIC,2024-11-01,4-005,4-005,ACTON VALLEY,ACTON VALLEY,15.053892,668
EEMETRIC,2024-11-01,6-010,6-010,ADOBE LAKE VALLEY,ADOBE LAKE VALLEY,,0
EEMETRIC,2024-11-01,1-054.01,1-054,ALEXANDER VALLEY,ALEXANDER VALLEY - ALEXANDER AREA,23.741212,39743
EEMETRIC,2024-11-01,1-054.02,1-054,ALEXANDER VALLEY,ALEXANDER VALLEY - CLOVERDALE AREA,21.073458,9502
EEMETRIC,2024-11-01,5-002.01,5-002,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,20.4125,159794
EEMETRIC,2024-11-01,5-002.02,5-002,ALTURAS AREA,ALTURAS AREA - WARM SPRINGS VALLEY,25.761223,74425
EEMETRIC,2024-11-01,5-010,5-010,AMERICAN VALLEY,AMERICAN VALLEY,33.766174,9738
EEMETRIC,2024-11-01,7-016,7-016,AMES VALLEY,AMES VALLEY,,0
EEMETRIC,2024-11-01,7-034,7-034,AMOS VALLEY,AMOS VALLEY,,0
EEMETRIC,2024-11-01,1-019,1-019,ANDERSON VALLEY,ANDERSON VALLEY,27.62103,5982
EEMETRIC,2024-11-01,1-049,1-049,ANNAPOLIS OHLSON RANCH FORMATION HIGHLANDS,ANNAPOLIS OHLSON RANCH FORMATION HIGHLANDS,14.579261,2353
EEMETRIC,2024-11-01,5-091,5-091,ANTELOPE CREEK,ANTELOPE CREEK,14.501558,1605
EEMETRIC,2024-11-01,6-044,6-044,ANTELOPE VALLEY,ANTELOPE VALLEY,21.940058,137884
EEMETRIC,2024-11-01,6-007,6-007,ANTELOPE VALLEY,ANTELOPE VALLEY,42.526656,48489
EEMETRIC,2024-11-01,3-034,3-034,ARROYO DE LA CRUZ VALLEY,ARROYO DE LA CRUZ VALLEY,33.596654,538
EEMETRIC,2024-11-01,2-031,2-031,ARROYO DEL HAMBRE VALLEY,ARROYO DEL HAMBRE VALLEY,,0
EEMETRIC,2024-11-01,4-007,4-007,ARROYO SANTA ROSA VALLEY,ARROYO SANTA ROSA VALLEY,45.472046,7870
EEMETRIC,2024-11-01,7-037,7-037,ARROYO SECO VALLEY,ARROYO SECO VALLEY,,0
EEMETRIC,2024-11-01,5-054,5-054,ASH VALLEY,ASH VALLEY,21.059144,12106
EEMETRIC,2024-11-01,6-026,6-026,AVAWATZ VALLEY,AVAWATZ VALLEY,,0
EEMETRIC,2024-11-01,3-020,3-020,A�O NUEVO AREA,A�O NUEVO AREA,42.615876,1877
EEMETRIC,2024-11-01,9-022,9-022,BATIQUITOS LAGOON VALLEY,BATIQUITOS LAGOON VALLEY,58.625806,620
EEMETRIC,2024-11-01,8-009,8-009,BEAR VALLEY,BEAR VALLEY,38.913242,219
EEMETRIC,2024-11-01,5-064,5-064,BEAR VALLEY,BEAR VALLEY,26.737255,510
EEMETRIC,2024-11-01,5-020,5-020,BERRYESSA VALLEY,BERRYESSA VALLEY,,0
EEMETRIC,2024-11-01,7-015,7-015,BESSEMER VALLEY,BESSEMER VALLEY,,0
