Model,Date,Basin_Subb,Basin_Numb,Basin_Name,Basin_Su_1,ET,Pixel_Count
GEESEBAL,2016-09-01,4-005,4-005,ACTON VALLEY,ACTON VALLEY,0.468563,668
GEESEBAL,2016-09-01,6-010,6-010,ADOBE LAKE VALLEY,ADOBE LAKE VALLEY,,0
GEESEBAL,2016-09-01,1-054.01,1-054,ALEXANDER VALLEY,ALEXANDER VALLEY - ALEXANDER AREA,19.863146,39743
GEESEBAL,2016-09-01,1-054.02,1-054,ALEXANDER VALLEY,ALEXANDER VALLEY - CLOVERDALE AREA,21.389918,9502
GEESEBAL,2016-09-01,5-002.01,5-002,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,64.442914,159794
GEESEBAL,2016-09-01,5-002.02,5-002,ALTURAS AREA,ALTURAS AREA - WARM SPRINGS VALLEY,55.366678,74425
GEESEBAL,2016-09-01,5-010,5-010,AMERICAN VALLEY,AMERICAN VALLEY,56.676688,9746
GEESEBAL,2016-09-01,7-016,7-016,AMES VALLEY,AMES VALLEY,,0
GEESEBAL,2016-09-01,7-034,7-034,AMOS VALLEY,AMOS VALLEY,,0
GEESEBAL,2016-09-01,1-019,1-019,ANDERSON VALLEY,ANDERSON VALLEY,14.549816,5982
GEESEBAL,2016-09-01,1-049,1-049,ANNAPOLIS OHLSON RANCH FORMATION HIGHLANDS,ANNAPOLIS OHLSON RANCH FORMATION HIGHLANDS,24.19677,2353
GEESEBAL,2016-09-01,5-091,5-091,ANTELOPE CREEK,ANTELOPE CREEK,13.232399,1605
GEESEBAL,2016-09-01,6-044,6-044,ANTELOPE VALLEY,ANTELOPE VALLEY,20.678752,137884
GEESEBAL,2016-09-01,6-007,6-007,ANTELOPE VALLEY,ANTELOPE VALLEY,59.194023,48489
GEESEBAL,2016-09-01,3-034,3-034,ARROYO DE LA CRUZ VALLEY,ARROYO DE LA CRUZ VALLEY,109.310409,538
GEESEBAL,2016-09-01,2-031,2-031,ARROYO DEL HAMBRE VALLEY,ARROYO DEL HAMBRE VALLEY,,0
GEESEBAL,2016-09-01,4-007,4-007,ARROYO SANTA ROSA VALLEY,ARROYO SANTA ROSA VALLEY,91.659085,7870
GEESEBAL,2016-09-01,7-037,7-037,ARROYO SECO VALLEY,ARROYO SECO VALLEY,,0
GEESEBAL,2016-09-01,5-054,5-054,ASH VALLEY,ASH VALLEY,60.543945,12106
GEESEBAL,2016-09-01,6-026,6-026,AVAWATZ VALLEY,AVAWATZ VALLEY,,0
GEESEBAL,2016-09-01,3-020,3-020,A�O NUEVO AREA,A�O NUEVO AREA,76.335642,1877
GEESEBAL,2016-09-01,9-022,9-022,BATIQUITOS LAGOON VALLEY,BATIQUITOS LAGOON VALLEY,142.593548,620
GEESEBAL,2016-09-01,8-009,8-009,BEAR VALLEY,BEAR VALLEY,79.246575,219
GEESEBAL,2016-09-01,5-064,5-064,BEAR VALLEY,BEAR VALLEY,1.507843,510
GEESEBAL,2016-09-01,5-020,5-020,BERRYESSA VALLEY,BERRYESSA VALLEY,,0
GEESEBAL,2016-09-01,7-015,7-015,BESSEMER VALLEY,BESSEMER VALLEY,,0
GEESEBAL,2016-09-01,6-025,6-025,BICYCLE VALLEY,BICYCLE VALLEY,,0
GEESEBAL,2016-09-01,1-027,1-027,BIG LAGOON AREA,BIG LAGOON AREA,59.461538,39
GEESEBAL,2016-09-01,8-007,8-007,BIG MEADOWS VALLEY,BIG MEADOWS VALLEY,,0
GEESEBAL,2016-09-01,1-045,1-045,BIG RIVER VALLEY,BIG RIVER VALLEY,,0
GEESEBAL,2016-09-01,3-047,3-047,BIG SPRING AREA,BIG SPRING AREA,1.009804,918
GEESEBAL,2016-09-01,5-015,5-015,BIG VALLEY,BIG VALLEY,13.348221,41040
GEESEBAL,2016-09-01,5-004,5-004,BIG VALLEY,BIG VALLEY,48.09845,163109
GEESEBAL,2016-09-01,3-030,3-030,BITTER WATER VALLEY,BITTER WATER VALLEY,13.426139,7575
GEESEBAL,2016-09-01,6-013,6-013,BLACK SPRINGS VALLEY,BLACK SPRINGS VALLEY,,0
GEESEBAL,2016-09-01,5-092,5-092,BLANCHARD VALLEY,BLANCHARD VALLEY,4.853982,1130
GEESEBAL,2016-09-01,1-057,1-057,BODEGA BAY AREA,BODEGA BAY AREA,47.448052,154
GEESEBAL,2016-09-01,7-024.01,7-024,BORREGO VALLEY,BORREGO VALLEY - BORREGO SPRINGS,39.661321,17397
GEESEBAL,2016-09-01,7-024.02,7-024,BORREGO VALLEY,BORREGO VALLEY - OCOTILLO WELLS,2.0,12
GEESEBAL,2016-09-01,1-039,1-039,BRANSCOMB TOWN AREA,BRANSCOMB TOWN AREA,,0
GEESEBAL,2016-09-01,1-017,1-017,BRAY TOWN AREA,BRAY TOWN AREA,56.713882,4250
GEESEBAL,2016-09-01,6-008,6-008,BRIDGEPORT VALLEY,BRIDGEPORT VALLEY,28.173947,74902
GEESEBAL,2016-09-01,7-008,7-008,BRISTOL VALLEY,BRISTOL VALLEY,2.002386,7963
GEESEBAL,2016-09-01,5-080,5-080,BRITE VALLEY,BRITE VALLEY,45.468278,1324
GEESEBAL,2016-09-01,6-032,6-032,BROADWELL VALLEY,BROADWELL VALLEY,,0
GEESEBAL,2016-09-01,6-076,6-076,BROWN MOUNTAIN VALLEY,BROWN MOUNTAIN VALLEY,,0
GEESEBAL,2016-09-01,7-054,7-054,BUCK RIDGE FAULT VALLEY,BUCK RIDGE FAULT VALLEY,,0
GEESEBAL,2016-09-01,6-101,6-101,BULL FLAT,BULL FLAT,24.4375,48
GEESEBAL,2016-09-01,5-048,5-048,BURNEY CREEK VALLEY,BURNEY CREEK VALLEY,62.721833,6852
GEESEBAL,2016-09-01,5-017,5-017,BURNS VALLEY,BURNS VALLEY,14.738178,1734
GEESEBAL,2016-09-01,5-051,5-051,BUTTE CREEK VALLEY,BUTTE CREEK VALLEY,,0
GEESEBAL,2016-09-01,1-003,1-003,BUTTE VALLEY,BUTTE VALLEY,56.050211,149448
GEESEBAL,2016-09-01,6-081,6-081,BUTTE VALLEY,BUTTE VALLEY,,0
GEESEBAL,2016-09-01,6-070,6-070,CACTUS FLAT,CACTUS FLAT,,0
GEESEBAL,2016-09-01,7-007,7-007,CADIZ VALLEY,CADIZ VALLEY,,0
GEESEBAL,2016-09-01,6-090,6-090,CADY FAULT AREA,CADY FAULT AREA,,0
GEESEBAL,2016-09-01,9-006,9-006,CAHUILLA VALLEY,CAHUILLA VALLEY,20.31152,6250
GEESEBAL,2016-09-01,6-079,6-079,CALIFORNIA VALLEY,CALIFORNIA VALLEY,,0
GEESEBAL,2016-09-01,7-041,7-041,CALZONA VALLEY,CALZONA VALLEY,,0
GEESEBAL,2016-09-01,6-061,6-061,CAMEO AREA,CAMEO AREA,,0
GEESEBAL,2016-09-01,9-028,9-028,CAMPO VALLEY,CAMPO VALLEY,22.97619,126
GEESEBAL,2016-09-01,7-046,7-046,CANEBRAKE VALLEY,CANEBRAKE VALLEY,,0
GEESEBAL,2016-09-01,3-007,3-007,CARMEL VALLEY,CARMEL VALLEY,58.969579,1282
GEESEBAL,2016-09-01,3-018,3-018,CARPINTERIA,CARPINTERIA,106.984811,13102
GEESEBAL,2016-09-01,3-019,3-019,CARRIZO PLAIN,CARRIZO PLAIN,0.159814,22739
GEESEBAL,2016-09-01,6-006,6-006,CARSON VALLEY,CARSON VALLEY,53.522252,10516
GEESEBAL,2016-09-01,5-029,5-029,CASTAC LAKE VALLEY,CASTAC LAKE VALLEY,1.085106,846
GEESEBAL,2016-09-01,2-008,2-008,CASTRO VALLEY,CASTRO VALLEY,,0
GEESEBAL,2016-09-01,6-038,6-038,CAVES CANYON VALLEY,CAVES CANYON VALLEY,,0
GEESEBAL,2016-09-01,5-045,5-045,CAYTON VALLEY,CAYTON VALLEY,86.603765,4250
GEESEBAL,2016-09-01,3-038,3-038,CAYUCOS VALLEY,CAYUCOS VALLEY,,0
GEESEBAL,2016-09-01,7-043,7-043,CHEMEHUEVI VALLEY,CHEMEHUEVI VALLEY,,0
GEESEBAL,2016-09-01,7-032,7-032,CHOCOLATE VALLEY,CHOCOLATE VALLEY,0.238806,67
GEESEBAL,2016-09-01,3-005,3-005,CHOLAME VALLEY,CHOLAME VALLEY,12.828423,17718
GEESEBAL,2016-09-01,3-042,3-042,CHORRO VALLEY,CHORRO VALLEY,67.92973,1295
GEESEBAL,2016-09-01,5-061,5-061,CHROME TOWN AREA,CHROME TOWN AREA,6.217221,511
GEESEBAL,2016-09-01,7-005,7-005,CHUCKWALLA VALLEY,CHUCKWALLA VALLEY,19.82146,4604
GEESEBAL,2016-09-01,2-005,2-005,CLAYTON VALLEY,CLAYTON VALLEY,78.794479,652
GEESEBAL,2016-09-01,5-066,5-066,CLEAR LAKE CACHE FORMATION,CLEAR LAKE CACHE FORMATION,22.009574,940
GEESEBAL,2016-09-01,5-058,5-058,CLOVER VALLEY,CLOVER VALLEY,45.056663,1606
