MODEL,DATE,Basin_Subb,Basin_Numb,Basin_Name,Basin_Su_1,ET_MEAN,ET_MEDIAN,ET_PCT25,ET_PCT75,ET_STDDEV,PIXEL_COUNT
GEESEBAL,2005-12-01,4-005,4-005,ACTON VALLEY,ACTON VALLEY,1.5701,0,0.0,1.0,3.7173,36227
GEESEBAL,2005-12-01,6-010,6-010,ADOBE LAKE VALLEY,ADOBE LAKE VALLEY,12.9832,14,9.0,18.0,6.7958,175732
GEESEBAL,2005-12-01,1-054.01,1-054,ALEXANDER VALLEY,ALEXANDER VALLEY - ALEXANDER AREA,8.6697,9,6.0,11.0,5.045,100764
GEESEBAL,2005-12-01,1-054.02,1-054,ALEXANDER VALLEY,ALEXANDER VALLEY - CLOVERDALE AREA,9.4164,10,7.0,12.0,3.7095,24917
GEESEBAL,2005-12-01,5-002.01,5-002,ALTURAS AREA,ALTURAS AREA - SOUTH FORK PITT RIVER,7.9951,8,3.0,12.0,5.9414,375483
GEESEBAL,2005-12-01,5-002.02,5-002,ALTURAS AREA,ALTURAS AREA - WARM SPRINGS VALLEY,10.4968,10,6.0,15.0,6.2237,137703
GEESEBAL,2005-12-01,5-010,5-010,AMERICAN VALLEY,AMERICAN VALLEY,8.3608,8,4.0,12.0,5.4875,27070
GEESEBAL,2005-12-01,7-016,7-016,AMES VALLEY,AMES VALLEY,2.3955,1,0.0,4.0,3.3383,486200
GEESEBAL,2005-12-01,7-034,7-034,AMOS VALLEY,AMOS VALLEY,11.1983,10,7.0,14.0,7.5982,583942
GEESEBAL,2005-12-01,1-019,1-019,ANDERSON VALLEY,ANDERSON VALLEY,9.3979,9,6.0,12.0,5.632,18877
GEESEBAL,2005-12-01,1-049,1-049,ANNAPOLIS OHLSON RANCH FORMATION HIGHLANDS,ANNAPOLIS OHLSON RANCH FORMATION HIGHLANDS,10.5477,11,4.0,16.0,7.3683,35864
GEESEBAL,2005-12-01,5-091,5-091,ANTELOPE CREEK,ANTELOPE CREEK,1.9784,2,0.0,3.0,2.1222,9148
GEESEBAL,2005-12-01,6-044,6-044,ANTELOPE VALLEY,ANTELOPE VALLEY,6.8286,4,1.0,11.0,7.4817,4360634
GEESEBAL,2005-12-01,6-007,6-007,ANTELOPE VALLEY,ANTELOPE VALLEY,10.9342,10,7.0,14.0,6.1079,88594
