MODEL,DATE,HR_NAME,HR_ID,ET_MEAN,ET_MEDIAN,ET_PCT25,ET_PCT75,ET_STDDEV,PIXEL_COUNT
PTJPL,2012-03-01,California Islands,0,92.8828,95,87,101,10.4288,277497
PTJPL,2012-03-01,Central Coast,3,65.8063,65,52,79,19.9744,31127969
PTJPL,2012-03-01,Colorado River,10,24.4035,17,12,25,25.8593,54849346
PTJPL,2012-03-01,North Coast,1,45.6092,45,38,53,10.4201,38744548
PTJPL,2012-03-01,North Lahontan,8,44.8338,44,34,53,14.6418,10053287
PTJPL,2012-03-01,Sacramento River,5,60.2328,62,51,71,15.8773,55658566
PTJPL,2012-03-01,San Francisco Bay,2,67.0882,66,58,74,14.3196,12850708
PTJPL,2012-03-01,San Joaquin River,6,61.9795,62,49,74,17.9636,34608038
PTJPL,2012-03-01,South Coast,4,57.8615,56,43,72,23.0956,30607597
PTJPL,2012-03-01,South Lahontan,9,23.0391,20,13,29,14.8344,71593028
PTJPL,2012-03-01,Tulare Lake,7,57.9102,57,41,73,20.8195,36547338
