MODEL,DATE,HR_NAME,HR_ID,ET_MEAN,ET_MEDIAN,ET_PCT25,ET_PCT75,ET_STDDEV,PIXEL_COUNT
PTJPL,2006-04-01,California Islands,0,102.3751,104.0,98.0,108.0,8.2498,268900
PTJPL,2006-04-01,Central Coast,3,91.0314,92.0,81.0,102.0,13.9598,32196293
PTJPL,2006-04-01,Colorado River,10,28.1393,16.4849,10.4828,28.4816,36.8382,56858918
PTJPL,2006-04-01,North Coast,1,86.4493,88.0,79.0,95.0,13.418,49626388
PTJPL,2006-04-01,North Lahontan,8,69.1501,68.0,57.0,78.0,18.9941,12438766
PTJPL,2006-04-01,Sacramento River,5,96.068,95.0,82.0,110.0,20.7587,65940529
PTJPL,2006-04-01,San Francisco Bay,2,94.9995,94.0,85.0,104.0,14.1532,12689266
PTJPL,2006-04-01,San Joaquin River,6,97.1434,98.0,84.0,112.0,19.5545,35287186
PTJPL,2006-04-01,South Coast,4,85.5426,87.0,74.0,98.0,19.0317,30726344
PTJPL,2006-04-01,South Lahontan,9,38.9838,37.0,25.0,49.0,18.8425,73758312
PTJPL,2006-04-01,Tulare Lake,7,78.0905,78.0,65.0,90.0,19.4341,42361071
