MODEL,DATE,HR_NAME,HR_ID,ET_MEAN,ET_MEDIAN,ET_PCT25,ET_PCT75,ET_STDDEV,PIXEL_COUNT
PTJPL,2022-11-01,California Islands,0,75.4659,76,73,79,5.2445,296102
PTJPL,2022-11-01,Central Coast,3,38.354,38,28,48,12.5288,32370483
PTJPL,2022-11-01,Colorado River,10,13.49,10,7,14,12.9603,56898483
PTJPL,2022-11-01,North Coast,1,34.9954,35,29,42,8.741,49149884
PTJPL,2022-11-01,North Lahontan,8,15.5292,14,11,18,6.5848,15925900
PTJPL,2022-11-01,Sacramento River,5,27.4769,28,21,34,9.3482,69153389
PTJPL,2022-11-01,San Francisco Bay,2,37.1824,36,29,44,10.8386,12944423
PTJPL,2022-11-01,San Joaquin River,6,31.5362,31,25,38,9.8977,43719777
PTJPL,2022-11-01,South Coast,4,37.4964,36,26,48,14.9743,31332494
PTJPL,2022-11-01,South Lahontan,9,15.9564,14,12,18,6.8636,76513846
PTJPL,2022-11-01,Tulare Lake,7,33.2526,31,24,41,12.9053,48313602
