MODEL,DATE,HR_NAME,HR_ID,ET_MEAN,ET_MEDIAN,ET_PCT25,ET_PCT75,ET_STDDEV,PIXEL_COUNT
PTJPL,2007-01-01,California Islands,0,56.3131,56,50,63,10.1473,296102
PTJPL,2007-01-01,Central Coast,3,35.8514,36,26,46,12.632,32355667
PTJPL,2007-01-01,Colorado River,10,14.6297,13,9,16,10.5205,56839729
PTJPL,2007-01-01,North Coast,1,31.3415,32,27,37,8.7783,51047922
PTJPL,2007-01-01,North Lahontan,8,12.9447,11,9,14,6.3345,11898780
PTJPL,2007-01-01,Sacramento River,5,28.0042,29,20,35,10.8006,69444124
PTJPL,2007-01-01,San Francisco Bay,2,39.4294,38,34,43,7.324,12921177
PTJPL,2007-01-01,San Joaquin River,6,28.4471,29,24,33,7.7505,38058563
PTJPL,2007-01-01,South Coast,4,23.1509,22,16,29,9.5749,31111062
PTJPL,2007-01-01,South Lahontan,9,15.1941,15,12,17,5.1981,72799225
PTJPL,2007-01-01,Tulare Lake,7,20.829,21,16,25,6.9322,44047781
