MODEL,DATE,HR_NAME,HR_ID,ET_MEAN,ET_MEDIAN,ET_PCT25,ET_PCT75,ET_STDDEV,PIXEL_COUNT
ENSEMBLE,2006-11-01,California Islands,0,60.1475,40,31,48,823.1889,296102
ENSEMBLE,2006-11-01,Central Coast,3,23.4185,22,10,35,15.6108,32366039
ENSEMBLE,2006-11-01,Colorado River,10,9.1936,4,2,9,15.6337,56919281
ENSEMBLE,2006-11-01,North Coast,1,24.4552,25,18,31,9.3875,55515366
ENSEMBLE,2006-11-01,North Lahontan,8,14.0364,13,8,19,8.2281,17075119
ENSEMBLE,2006-11-01,Sacramento River,5,20.1015,21,15,26,8.5306,78163394
ENSEMBLE,2006-11-01,San Francisco Bay,2,23.0361,23,16,32,10.1393,12940847
ENSEMBLE,2006-11-01,San Joaquin River,6,20.7261,21,13,28,10.5075,42698629
ENSEMBLE,2006-11-01,South Coast,4,26.5884,26,16,36,14.2505,31339791
ENSEMBLE,2006-11-01,South Lahontan,9,8.6461,6,3,11,8.926,76169382
ENSEMBLE,2006-11-01,Tulare Lake,7,19.3326,18,9,29,12.8251,48017039
