MODEL,DATE,HR_NAME,HR_ID,ET_MEAN,ET_MEDIAN,ET_PCT25,ET_PCT75,ET_STDDEV,PIXEL_COUNT
ENSEMBLE,2018-10-01,California Islands,0,363.9819,45,33,56,4347.1074,295995
ENSEMBLE,2018-10-01,Central Coast,3,30.6774,29,11,47,21.4811,32368930
ENSEMBLE,2018-10-01,Colorado River,10,17.2027,11,5,19,21.909,56920961
ENSEMBLE,2018-10-01,North Coast,1,53.21,55,39,69,21.2973,55723701
ENSEMBLE,2018-10-01,North Lahontan,8,32.2593,29,17,46,20.1913,17541817
ENSEMBLE,2018-10-01,Sacramento River,5,43.2373,45,26,60,21.4921,78236458
ENSEMBLE,2018-10-01,San Francisco Bay,2,37.4318,36,19,55,22.0135,12942451
ENSEMBLE,2018-10-01,San Joaquin River,6,39.3917,38,17,59,25.4985,43921816
ENSEMBLE,2018-10-01,South Coast,4,36.8653,35,22,51,19.6143,31343153
ENSEMBLE,2018-10-01,South Lahontan,9,11.2535,6,3,14,13.1999,76612604
ENSEMBLE,2018-10-01,Tulare Lake,7,34.5728,30,9,56,27.4973,48415766
